month	ct_avg_Tdx收盘价	股东人数
2000-12	23.88	37108	
2001-06	28.99	18271	
2001-12	14.85	14325	
2002-06	13.27	13335	
2002-09	14.08	13024	
2002-12	9.12	13661	
2003-03	9.72	14391	
2003-06	11.14	13242	
2003-09	10.25	13534	
2003-12	11.9	11504	
2004-03	13.41	12021	
2004-06	9.4	15340	
2004-09	8.41	21795	
2004-12	7.83	28801	
2005-03	7.13	34142	
2005-06	6.01	29899	
2005-09	6.68	23897	
2005-12	6.04	22956	
2006-03	7.8	14491	
2006-09	10.12	18178	
2006-12	18.95	12185	
2007-03	26.12	27303	
2007-06	37.99	24022	
2007-09	44.23	34515	
2007-12	51.35	24168	
2008-03	46.64	22874	
2008-06	16.3	14992	
2008-09	11.85	55229	
2008-12	13.49	84074	
2009-03	20.48	62089	
2009-06	20.93	52351	
2009-09	24.21	54863	
2009-12	25.67	85632	
2010-03	22.97	107331	
2010-06	17.96	134293	
2010-09	10.89	360533	
2019-05	5.08	325137	
2019-06	5.65	317847	
2020-02	6.22	262796	
2020-03	5.98	263320	
2020-06	6.37	1315	
2020-07	8.03	238024	
2020-08	8.38	232233	
2020-09	8.28	231777	
2020-10	8.27	236254	
2020-11	7.74	241709.67	
2020-12	9.71	159198.67	
2021-01	11.61	261369.67	
2021-02	13.92	298105	
2021-03	13.02	323898	
2021-04	12.4	316253	
2021-05	10.97	318440	
2021-06	9.66	324397	
2021-07	8.19	346091.5	
2021-08	8.41	387884	
2023-01	5.68	350621	
2023-02	6.31	350330	
2023-04	6.33	325005	
2023-05	6.38	322655.5	
2023-06	6.55	1104	
2023-07	6.79	302476	
2023-08	6.53	297098	
2023-09	6.89	281310	
2023-10	6.54	279598	
2023-11	6.44	276811	
2023-12	6.39	272821	
2024-01	6.91	261138	
2024-02	7.81	250278	
2024-03	7.95	238413.5	
2024-04	8.79	226414.5	
2024-05	8.47	229067.33	
2024-06	7.9	227733.5	
2024-07	7.2	227601.67	
2024-08	6.48	230001.67	
2024-09	6.21	233304.5	
2024-10	6.94	238343.33	
2024-11	7.15	237312.33	
2024-12	7.08	234989.67	
