month	ct_avg_前复权价格	ct_avg_noise_avg_前复权价格
2002-11	1.08	-47.46	
2002-12	1	-66.27	
2003-01	1	-73.66	
2003-02	1.05	-68.51	
2003-03	1.07	-60.71	
2003-04	1.2	-2.88	
2003-05	1.27	25.59	
2003-06	1.22	33.93	
2003-07	1.22	42.12	
2003-08	1.17	27.3	
2003-09	1.12	-10.55	
2003-10	1.11	-31.35	
2003-11	1.16	-10.63	
2003-12	1.3	55.24	
2004-01	1.52	82.14	
2004-02	1.59	92.41	
2004-03	1.65	91.96	
2004-04	1.81	92.37	
2004-05	1.53	66.52	
2004-06	1.34	29.42	
2004-07	1.41	17.9	
2004-08	1.23	-22.04	
2004-09	1.21	-39.53	
2004-10	1.23	-42.02	
2004-11	1.14	-62.7	
2004-12	1.12	-76.98	
2005-01	1.04	-86.38	
2005-02	1.1	-76.1	
2005-03	1.01	-84.47	
2005-04	0.89	-95.71	
2005-05	0.85	-94.49	
2005-06	0.92	-78.33	
2005-07	0.88	-84.35	
2005-08	1.03	-36.1	
2005-09	1.02	-13.11	
2005-10	0.92	-42.63	
2005-11	0.88	-64.81	
2005-12	0.93	-50.41	
2006-01	1.06	4.58	
2006-02	1.1	31.78	
2006-03	1.19	55.78	
2006-04	1.63	87.28	
2006-05	1.95	93.85	
2006-06	2.13	95.17	
2006-07	2.18	93.03	
2006-08	1.92	70.88	
2006-09	2.05	72.36	
2006-10	2.62	93.43	
2006-11	2.76	94.44	
2006-12	3.84	98.89	
2007-01	4.59	96.78	
2007-02	4.73	91.9	
2007-03	5.32	97	
2007-04	7.4	98.68	
2007-05	9.21	98.51	
2007-06	11.55	98.04	
2007-07	11.58	90.3	
2007-08	13.3	98.33	
2007-09	13.49	90.27	
2007-10	16.41	97.22	
2007-11	14.8	83.16	
2007-12	15.62	86.87	
2008-01	17.37	93.83	
2008-02	17.87	93.87	
2008-03	14.14	52.59	
2008-04	12.77	15.01	
2008-05	12.83	-3.75	
2008-06	12.25	-23.13	
2008-07	8.87	-53.92	
2008-08	7.2	-74.36	
2008-09	7.22	-78.67	
2008-10	7.42	-76.52	
2008-11	7.34	-75.98	
2008-12	8.22	-56.37	
2009-01	8.33	-48.87	
2009-02	10.92	-3.93	
2009-03	12.49	31.17	
2009-04	13.19	50.26	
2009-05	12.6	47.12	
2009-06	12.77	52.64	
2009-07	15.8	85.17	
2009-08	15.89	84.48	
2009-09	16.3	85.8	
2009-10	17.99	95.03	
2009-11	18.53	95.58	
2009-12	17.29	74.07	
2010-01	16.26	50.98	
2010-02	15.27	21.31	
2010-03	15.47	8.54	
2010-04	15.27	2.38	
2010-05	12.53	-41.25	
2010-06	12.18	-57.33	
2010-07	13.96	-43.95	
2010-08	16.24	6.7	
2010-09	18.76	30.83	
2010-10	23.82	55.02	
2010-11	24.71	68.51	
2010-12	24.83	83.89	
2011-01	23.22	69.55	
2011-02	24.65	78.39	
2011-03	26.25	90.68	
2011-04	27.88	93.99	
2011-05	24.6	61.14	
2011-06	25.02	51.28	
2011-07	27.17	80.78	
2011-08	24.89	45.3	
2011-09	22.7	-9.48	
2011-10	21.74	-35.1	
2011-11	21.09	-43.06	
2011-12	17.39	-75.93	
2012-01	19.03	-73.51	
2012-02	20.94	-52.46	
2012-03	21.59	-30.76	
2012-04	22.15	-15.55	
2012-05	23.37	19.81	
2012-06	23.87	41.87	
2012-07	21.98	15.79	
2012-08	21.17	-9.36	
2012-09	19.53	-51.74	
2012-10	20.23	-47.12	
2012-11	19.2	-62.3	
2012-12	20.55	-45.02	
2013-01	21.1	-18.3	
2013-02	22.33	14.52	
2013-03	19.85	-32.65	
2013-04	18.37	-72.42	
2013-05	17.08	-87.18	
2013-06	14.61	-97.63	
2013-07	12.32	-96.31	
2013-08	12.85	-84.94	
2013-09	14.11	-69.88	
2013-10	13.83	-68.5	
2013-11	13.65	-67.6	
2013-12	13.6	-58.97	
2014-01	12.4	-83.84	
2014-02	12.38	-84.43	
2014-03	11.93	-92.47	
2014-04	11.85	-86.99	
2014-05	11.06	-94.91	
2014-06	10.81	-97.36	
2014-07	10.91	-86.84	
2014-08	11.7	-52.93	
2014-09	12.08	-24.06	
2014-10	12.05	-8.08	
2014-11	12.67	19.11	
2014-12	15.64	49.96	
2015-01	16.08	64.24	
2015-02	15.1	65.71	
2015-03	16.44	82.59	
2015-04	19.58	95.03	
2015-05	19.62	90.76	
2015-06	23.35	93.54	
2015-07	15.91	47.13	
2015-08	16.17	28.61	
2015-09	13.28	-19.69	
2015-10	13.42	-29.57	
2015-11	13.77	-36.48	
2015-12	13.74	-45.38	
2016-01	11.88	-73.35	
2016-02	10.97	-84.4	
