month	ct_avg_Tdx收盘价	人均持股
2001-12	15.69	1533	
2002-03	15.42	1541	
2002-06	13.91	1669	
2002-09	14.07	1699	
2002-12	11.02	1695	
2003-03	11.15	1709	
2003-06	9.28	1755	
2003-09	9	1744	
2003-12	6.93	1695	
2004-03	7.77	1890	
2004-06	6.81	1941	
2004-09	5.6	2011	
2004-12	5.36	2035	
2005-03	4.72	2078	
2005-06	3.89	2100	
2005-09	4.11	2179	
2005-12	4.08	2182	
2006-03	4.13	2277	
2006-06	5.69	2511	
2006-09	4.27	3532	
2006-12	4.34	3679	
2007-03	7.02	4461	
2007-06	8.42	4307	
2007-09	14.39	4137	
2007-12	14.6	3553	
2008-03	12.25	3258	
2008-06	7.54	3327	
2008-09	5.55	3229	
2008-12	5.96	3245	
2009-03	8.51	3269	
2009-06	7.47	3974	
2009-09	6.72	8083	
2009-12	8.29	8113	
2010-03	10.91	13815	
2010-06	8.26	7452	
2010-09	11.57	9488	
2010-12	10.16	6936	
2011-03	11.81	9715	
2011-06	12.12	10703	
2011-09	10.36	11179	
2011-12	8.53	11170	
2012-03	8.45	10527	
2012-06	8.01	10771	
2012-09	6.61	10633	
2012-12	6.23	11201	
2013-03	6.72	11060	
2013-06	5.92	11363	
2013-09	6.14	11796	
2013-12	6.39	11990	
2014-03	8.08	12258	
2014-09	9.4	11364	
2014-12	7.96	14140	
2015-03	11.02	17167	
2015-09	6.82	14571	
2015-12	12.27	13541	
2016-03	7.8	11945	
2016-06	5.93	15427	
2016-09	7.54	18777	
2016-11	8.33	19274	
2017-03	9.05	14295	
2017-06	7.75	23728	
2017-09	9.44	27628	
2017-12	12.03	32544	
2018-03	15.09	33446	
2018-06	15.19	36265	
2018-09	15.89	37227	
2018-12	13.74	36045	
2019-03	16.66	44534	
2019-06	16.22	184760	
2019-09	15.5	192997	
2019-12	14.74	181744	
2020-03	13.67	119297	
2020-06	14.06	108525	
2020-09	19.48	107960	
2020-12	25.97	112135	
2021-02	41.86	119307	
2021-03	32.98	80398	
2021-06	25.97	54867	
2021-09	28.04	55049	
2021-12	21.97	46774	
2022-03	21.27	55414	
2022-06	22.67	65922	
2022-09	18.78	58556	
2022-12	16.71	61743	
2023-03	16.74	62177	
2023-06	14.65	63996	
2023-09	14.8	68514	
2023-12	13.16	69568	
2024-03	13.06	71717	
2024-06	14.05	72181	
2024-09	13.03	75996	
