month	ct_avg_前复权价格	deviate_avg_100_ct_avg_前复权价格
2018-12	7.14	0.74	
2019-01	7.41	0.78	
2019-02	9.41	1.21	
2019-03	11.11	1.55	
2019-04	12.82	1.87	
2019-05	10.96	1.4	
2019-06	11.26	1.41	
2019-07	13.23	1.76	
2019-08	15	2.04	
2019-09	16.95	2.34	
2019-10	19.13	2.64	
2019-11	22.12	3.04	
2019-12	23.2	3.08	
2020-01	26.71	3.5	
2020-02	29.84	3.8	
2020-03	26.49	3.09	
2020-04	27.2	3.04	
2020-05	30.04	3.28	
2020-06	36.2	3.91	
2020-07	46.72	4.97	
2020-08	45.95	4.56	
2020-09	46.56	4.34	
2020-10	49.57	4.39	
2020-11	46.05	3.77	
2020-12	44.79	3.44	
2021-01	47.89	3.54	
2021-02	41.96	2.84	
2021-03	33.65	1.99	
2021-04	29.89	1.59	
2021-05	30.46	1.57	
2021-06	35.05	1.88	
2021-07	35.91	1.87	
2021-08	32.98	1.57	
2021-09	29.55	1.26	
2021-10	31.52	1.35	
2021-11	34.66	1.52	
2021-12	38.32	1.72	
2022-01	40.23	1.78	
2022-02	36.69	1.48	
2022-03	30.04	0.99	
2022-04	24.51	0.6	
2022-05	25.57	0.65	
2022-06	28.32	0.79	
2022-07	27.48	0.71	
2022-08	31.2	0.91	
2022-09	28.96	0.75	
2022-10	24.16	0.44	
2022-11	26.97	0.58	
2022-12	26.74	0.55	
2023-01	25.65	0.47	
2023-02	27.08	0.53	
2023-03	24.96	0.39	
2023-04	24.71	0.36	
2023-05	22.94	0.25	
2023-06	24.9	0.34	
2023-07	28.13	0.5	
2023-08	27.79	0.46	
2023-09	25.57	0.33	
2023-10	27.01	0.39	
2023-11	27.14	0.38	
2023-12	27.17	0.37	
2024-01	25.5	0.27	
2024-02	23.33	0.15	
2024-03	24.6	0.2	
2024-04	23.9	0.16	
2024-05	26.64	0.28	
2024-06	30.3	0.44	
2024-07	33.93	0.59	
2024-08	31.57	0.46	
2024-09	32.29	0.47	
2024-10	37.51	0.69	
2024-11	34.18	0.52	
2024-12	34.96	0.53	
2025-01	33.87	0.46	
