month	ct_avg_Tdx收盘价	股东人数
2007-06	15.69	26479	
2007-09	16.87	21835	
2007-12	20.2	22457	
2008-03	16.24	23867	
2008-06	12.53	24107	
2008-09	6.45	24169	
2008-12	6.14	28978	
2009-03	8.12	30407	
2009-06	9.78	45269	
2009-09	7.15	43987	
2009-12	8.92	37825	
2010-03	11.54	20696	
2010-06	12.11	17638	
2010-09	16.4	14244	
2010-12	25.86	11129	
2011-03	33.06	10938	
2011-06	18.71	15516	
2011-09	17.41	17980	
2011-12	11.91	29080	
2012-03	13.99	21906	
2012-06	13.32	17872	
2012-09	13.51	16167	
2012-12	12.14	15962	
2013-03	13.62	15146	
2013-06	18.13	14971	
2013-09	21.38	14722	
2013-12	19.19	17858	
2014-03	17.09	22097	
2014-06	19.42	20457	
2014-09	22.64	20770	
2014-12	20.9	20331	
2015-03	29.59	23273	
2015-06	27.99	52711	
2015-09	10.56	76335	
2015-12	12.63	101624	
2016-03	8.27	99372	
2017-12	11.85	151243	
2018-03	9.59	143598	
2018-06	7.87	133278	
2018-09	7.53	121190	
2018-12	7.15	111032	
2019-03	10.01	105075	
2019-06	9.71	92746	
2019-09	12.32	106769	
2019-11	10.99	110000	
2019-12	11.09	121631	
2020-03	16.82	153854	
2020-06	19.94	142120.5	
2020-09	21.95	185360	
2020-10	23.6	165000	
2020-11	23.02	168000	
2020-12	24.83	157180	
2021-01	29.61	160900	
2021-02	27.39	174842	
2021-03	27.44	152658	
2021-05	27.53	157000	
2021-06	31.76	153437	
2021-07	43.2	144000	
2021-09	47.57	190483	
2021-10	49.13	187500	
2021-11	46.81	247000	
2021-12	40.89	244657	
2022-02	44.33	190000	
2022-03	45.37	174509	
2022-04	39.98	173000	
2022-05	41.39	176976	
2022-06	47.26	155341	
2022-07	56.21	170000	
2022-08	52.18	180000	
2022-09	46.3	188850	
2022-10	42.86	197000	
2022-11	43.64	205500	
2022-12	38.65	216514	
2023-01	40.05	206000	
2023-02	42.49	194000	
2023-03	46.24	180717	
2023-04	45.18	181000	
2023-05	39.83	191100	
2023-06	34.6	193670	
2023-08	26.7	217050	
2023-09	23.99	216153	
2023-10	20.46	217587	
2023-11	18.3	230198	
2023-12	15.28	241210	
2024-03	13.01	279736	
2024-06	9.67	280095	
2024-09	8.16	266240	
