month	ct_avg_Tdx收盘价	人均持股
2007-06	15.69	3021	
2007-09	16.87	4580	
2007-12	20.2	4453	
2008-03	16.24	4190	
2008-06	12.53	10455	
2008-09	6.45	10428	
2008-12	6.14	8780	
2009-03	8.12	8368	
2009-06	9.78	5620	
2009-09	7.15	5784	
2009-12	8.92	6744	
2010-03	11.54	12325	
2010-06	12.11	14509	
2010-09	16.4	17966	
2010-12	25.86	22995	
2011-03	33.06	23396	
2011-06	18.71	46591	
2011-09	17.41	40206	
2011-12	11.91	24859	
2012-03	13.99	33000	
2012-06	13.32	40449	
2012-09	13.51	44715	
2012-12	12.14	45289	
2013-03	13.62	47729	
2013-06	18.13	48257	
2013-09	21.38	49073	
2013-12	19.19	40506	
2014-03	17.09	32735	
2014-06	19.42	35360	
2014-09	22.64	34827	
2014-12	20.9	35623	
2015-03	29.59	31120	
2015-06	27.99	30228	
2015-09	10.56	25626	
2015-12	12.63	22596	
2016-03	8.27	23108	
2017-12	11.85	17483	
2018-03	9.59	18414	
2018-06	7.87	19840	
2018-09	7.53	21819	
2018-12	7.15	23815	
2019-03	10.01	25165	
2019-06	9.71	28511	
2019-09	12.32	25131	
2019-11	10.99	24393	
2019-12	11.09	22061	
2020-03	16.82	17440	
2020-06	19.94	18905	
2020-09	21.95	14476	
2020-10	23.6	16262	
2020-11	23.02	15972	
2020-12	24.83	17081	
2021-01	29.61	16676	
2021-02	27.39	16764	
2021-03	27.44	19205.5	
2021-05	27.53	18669	
2021-06	31.76	19114	
2021-07	43.2	20343	
2021-09	47.57	15915.5	
2021-10	49.13	16172.5	
2021-11	46.81	12279	
2021-12	40.89	12390	
2022-02	44.33	15954	
2022-03	45.37	17370	
2022-04	39.98	17522	
2022-05	41.39	18252	
2022-06	47.26	20793	
2022-07	56.21	19000	
2022-08	52.18	17945	
2022-09	46.3	17104	
2022-10	42.86	16396	
2022-11	43.64	15719	
2022-12	38.65	14924	
2023-01	40.05	15686	
2023-02	42.49	16656	
2023-03	46.24	17881	
2023-04	45.18	17853	
2023-05	39.83	16909.5	
2023-06	34.6	20857	
2023-08	26.7	18611.5	
2023-09	23.99	18688	
2023-10	20.46	18565	
2023-11	18.3	17548	
2023-12	15.28	16748	
2024-03	13.01	14441	
2024-06	9.67	14424	
2024-09	8.16	15174	
