month	ct_avg_前复权价格	ct_avg_noise_avg_前复权价格
1998-03	6.45	38.99	
1998-04	7.15	62.74	
1998-05	7.26	77.68	
1998-06	7.48	88.47	
1998-07	7.34	76.44	
1998-08	6.67	36.86	
1998-09	6.46	-14.21	
1998-10	6.52	-33.12	
1998-11	7.27	6.04	
1998-12	7.21	28.88	
1999-01	6.79	-12.05	
1999-02	6.34	-42.09	
1999-03	6.79	-32.45	
1999-04	6.36	-60.31	
1999-05	6.9	-42.77	
1999-06	9.27	52.11	
1999-07	12.12	94.15	
1999-08	12.44	92.73	
1999-09	9.56	65.06	
1999-10	9.12	46.37	
1999-11	9.16	37.34	
1999-12	7.54	-10.25	
2000-01	7.75	-27.96	
2000-02	8.13	-24.19	
2000-03	7.78	-41.15	
2000-04	7.94	-35.76	
2000-05	7.59	-64.29	
2000-06	7.79	-63.35	
2000-07	8.37	-11.39	
2000-08	8.34	12.27	
2000-09	7.64	-30.32	
2000-10	7.43	-60.87	
2000-11	8.23	-21.63	
2000-12	8.98	46.09	
2001-01	9.53	71.62	
2001-02	8.6	66.62	
2001-03	8.99	77.44	
2001-04	8.68	52.08	
2001-05	8.9	56.2	
2001-06	8.95	63.48	
2001-07	8.66	24.76	
2001-08	7.7	-39.52	
2001-09	7.34	-57.72	
2001-10	7.04	-69	
2001-11	7.32	-71.79	
2001-12	7.59	-57.57	
2002-01	6.9	-84.11	
2002-02	7.27	-73.75	
2002-03	7.36	-57.27	
2002-04	7.11	-76.99	
2002-05	6.69	-92.76	
2002-06	6.52	-90.31	
2002-07	7.25	-44.72	
2002-08	6.65	-76.42	
2002-09	6.69	-80.85	
2002-10	6.5	-91.77	
2002-11	6.55	-82.06	
2002-12	6.53	-85.19	
2003-01	6.68	-61.43	
2003-02	7.19	-2.74	
2003-03	7.33	23.09	
2003-04	8.23	61.81	
2003-05	8.8	83.33	
2003-06	8.75	83.59	
2003-07	9.46	91.73	
2003-08	9.16	81.97	
2003-09	8.75	63.15	
2003-10	8.81	53.67	
2003-11	8.17	26.83	
2003-12	8.62	21.27	
2004-01	9.32	51.3	
2004-02	9.28	62.32	
2004-03	9.7	74.73	
2004-04	10.13	84.98	
2004-05	9.86	78.29	
2004-06	8.8	46.71	
2004-07	7.67	-16.96	
2004-08	7.37	-45.66	
2004-09	8.25	-37.22	
2004-10	9.28	8.93	
2004-11	8.72	11.73	
2004-12	7.85	-40.29	
2005-01	7.46	-69.15	
2005-02	8.46	-43.48	
2005-03	9.6	10.4	
2005-04	10.52	46.98	
2005-05	10.18	61.87	
2005-06	10.41	75.69	
2005-07	10.51	83.63	
2005-08	10.46	79.35	
2005-09	10.34	58.77	
2005-10	11.18	85.77	
2005-11	11.15	89.85	
2005-12	11.05	82.91	
2006-01	12.25	97.04	
2006-02	14.1	97.58	
2006-03	13.99	93.79	
2006-04	15.42	95.31	
2006-05	22.08	97.52	
2006-06	25.64	98.29	
2006-07	25.61	89.12	
2006-08	22.65	70.89	
2006-09	23.01	65.69	
2006-10	23.03	59.66	
2006-11	23.15	53.04	
2006-12	25.94	65.09	
2007-01	32.63	92.99	
2007-02	31.82	89.28	
2007-03	29.8	77.56	
2007-04	32.41	89.2	
2007-05	38.73	97.97	
2007-06	38.27	91.07	
2007-07	34.82	70.98	
2007-08	38.19	86.57	
2007-09	39.22	89.42	
2007-10	37.74	77.78	
2007-11	31.04	13.64	
2007-12	32.43	-4.24	
2008-01	34.73	8.68	
2008-02	28.29	-41.19	
2008-03	25.67	-63.22	
2008-04	22.93	-82.82	
2008-05	24.23	-78.66	
2008-06	21.89	-88.13	
2008-07	24.06	-68.87	
2008-08	21.54	-87.92	
2008-09	17.45	-98.31	
2008-10	10.41	-99.28	
2008-11	10.53	-89.15	
2008-12	12.04	-77.68	
2009-01	12.05	-75.12	
2009-02	15.04	-48.75	
2009-03	16.51	-25.93	
2009-04	18.07	-2.34	
2009-05	20.68	22.67	
2009-06	21.05	36.45	
2009-07	22.13	48.1	
2009-08	22.88	57.99	
2009-09	25.73	82.51	
2009-10	29.42	91.63	
2009-11	36.81	94.05	
2009-12	36.84	87.73	
2010-01	40.51	95.98	
2010-02	40.97	90.95	
2010-03	41.55	90.45	
2010-04	47.57	97.19	
2010-05	43.44	78.84	
2010-06	40.71	54.46	
2010-07	41.28	43.18	
2010-08	45.64	78.94	
2010-09	54.24	93.8	
2010-10	53.84	88.56	
2010-11	57.42	95.25	
2010-12	54.28	79.19	
2011-01	49.29	47.46	
2011-02	50.96	45.6	
2011-03	50.61	40.57	
2011-04	48.4	-1.08	
2011-05	49.93	6.93	
2011-06	46.12	-28.74	
2011-07	51.5	-5.61	
2011-08	55.23	44.8	
2011-09	51.81	39.63	
2011-10	53.52	44.09	
2011-11	62.04	72.89	
2011-12	57.33	68.1	
2012-01	55.23	54.76	
2012-02	60.3	83.44	
2012-03	63.9	91.48	
2012-04	63.02	84.14	
2012-05	63.7	83.93	
2012-06	61.12	66.74	
2012-07	56.29	14.41	
2012-08	54.54	-20.11	
2012-09	57.43	-16.25	
2012-10	58.92	-2.53	
2012-11	58.35	2.68	
2012-12	56.62	-35.33	
2013-01	69.73	39.78	
2013-02	77.45	71.49	
2013-03	84.8	86.39	
2013-04	84.89	89.29	
2013-05	80.91	75.49	
2013-06	84.17	76.37	
2013-07	99.69	97.44	
2013-08	100.29	89.98	
2013-09	114.77	98.12	
2013-10	131.27	97.22	
2013-11	111.87	77.13	
2013-12	111.21	65.5	
2014-01	106.15	41.84	
2014-02	102.24	21.54	
2014-03	101.28	2.98	
2014-04	105.12	9.57	
2014-05	100.4	-19.69	
2014-06	91.37	-45.62	
2014-07	97.86	-36.49	
2014-08	114.01	10.59	
2014-09	114.2	32.82	
2014-10	104.47	16.17	
2014-11	103.71	1.97	
2014-12	115.63	57.65	
2015-01	120.03	76.12	
2015-02	118.53	81.72	
2015-03	123.21	86.2	
2015-04	149.51	99.23	
2015-05	163.72	95.62	
2015-06	173.13	92.01	
2015-07	157.73	75.35	
2015-08	146.83	53.87	
2015-09	136.41	23.04	
2015-10	138.49	13.5	
2015-11	135.88	-7.19	
2015-12	138.43	-14.64	
2016-01	124.41	-35.13	
2016-02	117.34	-58.69	
2016-03	122.22	-59.01	
2016-04	125.95	-57.32	
2016-05	135.94	-15.73	
2016-06	145.26	22.81	
2016-07	160.79	51.53	
2016-08	161.37	64.52	
2016-09	146.06	49.91	
2016-10	150.85	52.18	
2016-11	163.74	84.17	
2016-12	161.06	77.92	
2017-01	161.43	76.64	
2017-02	163.24	85.61	
2017-03	165.93	90.37	
2017-04	168.05	89.63	
2017-05	170.23	82.68	
2017-06	188.49	98.21	
2017-07	192.93	92.43	
2017-08	208.71	96.86	
2017-09	228.12	98.98	
2017-10	269.59	99.47	
2017-11	280	96.18	
2017-12	291.13	94.05	
2018-01	316.99	97.65	
2018-02	306.43	85.6	
2018-03	282.02	62.91	
2018-04	265.22	37.6	
2018-05	248.87	9.09	
2018-06	280.28	31.65	
2018-07	260.6	-4.59	
2018-08	249.16	-30.71	
2018-09	225.96	-51.55	
2018-10	229.31	-53.17	
2018-11	222.69	-73.7	
2018-12	217.74	-83.75	
2019-01	225.37	-69.4	
2019-02	245	-27.02	
2019-03	261.48	12.88	
2019-04	294.75	46.47	
2019-05	294.54	53.93	
2019-06	309.46	70.3	
2019-07	320.67	80.59	
2019-08	280.85	53.41	
2019-09	281.39	42.77	
2019-10	273.5	12.55	
2019-11	285.83	21.6	
2019-12	295.97	48.94	
2020-01	315.3	70.98	
2020-02	292.09	49.6	
2020-03	281.63	11.49	
2020-04	293.58	13.65	
2020-05	280.9	-22.32	
2020-06	293.44	-20.58	
2020-07	344.83	64.52	
2020-08	365.53	89.07	
2020-09	394.08	92.94	
2020-10	415.52	96.76	
2020-11	387.84	79	
2020-12	407.29	88.28	
2021-01	477.25	94.46	
2021-02	451.38	86.55	
2021-03	401.64	56.56	
2021-04	400.96	34.18	
2021-05	395.24	16.87	
2021-06	387.38	-2.81	
2021-07	353.71	-33.97	
2021-08	352.02	-43.18	
2021-09	370.97	-32.5	
2021-10	405.3	-1	
2021-11	423.36	25.65	
2021-12	420.58	41.93	
2022-01	405.2	34.96	
2022-02	408.48	37.28	
2022-03	381.26	-4.89	
2022-04	387.86	-17.53	
2022-05	387.06	-17.53	
2022-06	394.69	-12.25	
2022-07	383.66	-25.64	
2022-08	377.62	-61.76	
2022-09	348.66	-84.1	
2022-10	320.41	-94.42	
2022-11	296.49	-92.37	
2022-12	326.1	-77.52	
2023-01	338.48	-61.38	
2023-02	328.69	-64.51	
2023-03	309.76	-81.29	
2023-04	297.59	-89.99	
2023-05	312.93	-72.01	
2023-06	312.38	-67.86	
2023-07	306.18	-73.21	
2023-08	297.13	-84.71	
2023-09	285.58	-89.56	
2023-10	288.4	-86.66	
2023-11	297.36	-67.29	
2023-12	284.49	-85.67	
2024-01	290.05	-73.13	
2024-02	307.26	-24.81	
2024-03	309.92	9.1	
2024-04	300.71	3.3	
2024-05	309.95	32.95	
2024-06	301.76	23.26	
2024-07	289.23	-28.46	
2024-08	268.93	-62.91	
2024-09	261.07	-74.91	
2024-10	305.03	-19.39	
2024-11	330.65	25.25	
2024-12	335.5	53.73	
2025-01	322.73	59.37	
