month	ct_avg_前复权价格	deviate_avg_100_ct_avg_前复权价格
2016-07	0.47	-0.02	
2016-08	0.45	-0.06	
2016-09	0.42	-0.12	
2016-10	0.42	-0.12	
2016-11	0.45	-0.04	
2016-12	0.45	-0.06	
2017-01	0.44	-0.08	
2017-02	0.46	-0.04	
2017-03	0.45	-0.06	
2017-04	0.45	-0.06	
2017-05	0.42	-0.12	
2017-06	0.43	-0.1	
2017-07	0.46	-0.04	
2017-08	0.5	0.04	
2017-09	0.53	0.13	
2017-10	0.51	0.09	
2017-11	0.49	0.04	
2017-12	0.53	0.13	
2018-01	0.62	0.32	
2018-02	0.64	0.36	
2018-03	0.61	0.3	
2018-04	0.56	0.22	
2018-05	0.52	0.13	
2018-06	0.5	0.09	
2018-07	0.47	0.02	
2018-08	0.45	-0.02	
2018-09	0.47	0.02	
2018-10	0.47	0.02	
2018-11	0.47	0.02	
2018-12	0.46	0	
2019-01	0.41	-0.11	
2019-02	0.46	0.02	
2019-03	0.48	0.07	
2019-04	0.48	0.07	
2019-05	0.44	-0.02	
2019-06	0.47	0.04	
2019-07	0.5	0.11	
2019-08	0.51	0.13	
2019-09	0.48	0.07	
2019-10	0.45	0	
2019-11	0.49	0.11	
2019-12	0.56	0.27	
2020-01	0.64	0.45	
2020-02	0.6	0.33	
2020-03	0.53	0.18	
2020-04	0.55	0.22	
2020-05	0.55	0.22	
2020-06	0.56	0.24	
2020-07	0.77	0.71	
2020-08	0.89	0.98	
2020-09	0.96	1.09	
2020-10	0.96	1.09	
2020-11	1.16	1.47	
2020-12	1.26	1.62	
2021-01	1.49	2.04	
2021-02	1.69	2.38	
2021-03	1.52	1.98	
2021-04	1.48	1.85	
2021-05	1.6	1.96	
2021-06	1.47	1.67	
2021-07	1.43	1.55	
2021-08	1.52	1.67	
2021-09	1.56	1.69	
2021-10	1.58	1.68	
2021-11	1.49	1.48	
2021-12	1.43	1.31	
2022-01	1.41	1.24	
2022-02	1.57	1.45	
2022-03	1.59	1.45	
2022-04	1.64	1.45	
2022-05	1.41	1.07	
2022-06	1.41	1.04	
2022-07	1.3	0.86	
2022-08	1.29	0.82	
2022-09	1.25	0.74	
2022-10	1.16	0.59	
2022-11	1.36	0.84	
2022-12	1.48	0.97	
2023-01	1.64	1.16	
2023-02	1.69	1.17	
2023-03	1.73	1.19	
2023-04	1.92	1.37	
2023-05	1.65	1.01	
2023-06	1.7	1.05	
2023-07	1.83	1.18	
2023-08	1.85	1.15	
2023-09	1.91	1.2	
2023-10	1.78	1.02	
2023-11	1.77	0.99	
2023-12	1.77	0.97	
2024-01	1.8	0.96	
2024-02	1.89	1.03	
2024-03	2.25	1.37	
2024-04	2.64	1.72	
2024-05	2.69	1.72	
2024-06	2.59	1.54	
2024-07	2.66	1.56	
2024-08	2.39	1.25	
2024-09	2.35	1.18	
2024-10	2.64	1.4	
2024-11	2.46	1.2	
2024-12	2.36	1.07	
2025-01	2.42	1.09	
