month	ct_avg_前复权价格	人均持股
2004-12	4.1	93930	
2005-06	3.63	194122	
2005-12	4.31	234482	
2006-03	5.46	311578	
2006-06	5.07	339303	
2006-09	5.57	344411	
2006-12	7.62	395435	
2007-03	8.7	408549	
2007-06	10.86	434014	
2007-09	10.36	443632	
2007-12	10.62	483840	
2008-03	12.11	491261	
2008-06	11.8	495824	
2008-09	7.68	679429	
2008-12	7.1	669288	
2009-03	9.03	671292	
2009-06	9.81	875300	
2009-09	13.12	885942	
2009-12	14.77	894095	
2010-03	15.49	1059908	
2010-06	11.45	1473749	
2010-09	14.28	1433482	
2010-12	14.81	1441359	
2011-03	16.82	1503308	
2011-06	14.21	1490496	
2011-09	12.02	1753720	
2011-12	11.27	1788595	
2012-03	11.14	1778490	
2012-06	9.52	1768498	
2012-09	6.84	1744004	
2012-12	5.69	1734395	
2013-03	7.56	1753720	
2013-06	8.13	1763545	
2013-09	10.98	1748848	
2013-12	9.68	1768498	
2014-03	8.44	1773480	
2014-06	8.59	1739186	
2014-09	9.66	1748848	
2014-12	11.65	1729630	
2015-03	13.83	1758619	
2015-06	19.5	1857184	
2015-09	13.07	2177241	
2015-12	14.77	2152429	
2016-03	12.07	2140234	
2016-06	11.08	2064215	
2016-09	12.05	2064215	
2016-12	13.06	2052996	
2017-03	13.38	2036395	
2017-06	17.76	2075556	
2017-09	20.81	2170984	
2017-12	29.55	2282485	
2018-03	25.95	2289402	
2018-06	18.92	2296360	
2018-09	14.94	2368347	
2018-12	16.34	2375794	
2019-03	23.92	2375794	
2019-06	25.5	2390831	
2019-09	27.42	2368347	
2019-12	26.88	2353590	
2020-03	38.34	2413746	
2020-06	32.24	2353590	
2020-09	28.49	2368347	
2020-12	27.1	2398421	
2021-02	26.26	6362	
2021-03	24.91	2413746	
2021-06	26.9	2421482	
2021-07	28.81	1222403.5	
2021-08	30.18	2431881	
2021-09	28.08	2447672.33	
2021-10	27.96	2468980	
2021-11	26.16	2479773.33	
2021-12	26.6	2474359	
2022-01	27.21	2477075.33	
2022-02	24.49	2485206	
2022-03	20.98	2479773.33	
2022-04	18.86	2477057	
2022-05	19.63	2485206	
2022-06	20.92	2482489.67	
2022-07	20.58	2471661	
2022-08	20.49	2477057	
2022-09	19.62	2461041.67	
2022-10	18.13	2431881	
2022-11	20.01	2418903.33	
2022-12	21.68	2437130.5	
2023-01	22.14	2445009	
2023-02	24.06	2444992	
2023-03	27.97	2460937.67	
2023-04	29.52	2458256.67	
2023-05	27.56	2458274.33	
2023-06	33.17	2458274.33	
2023-07	35.6	2485206	
2023-08	30.85	2479773.33	
2023-09	28.39	2466299	
2023-10	25.12	2471678	
2023-11	22.76	2493408	
2023-12	21.82	2490692	
2024-01	20.27	2468980	
2024-02	20.67	2473010	
2024-03	24.42	2485206	
2024-04	23.56	2479773.33	
2024-05	23.5	2485206	
2024-06	23.25	2490674	
2024-07	23.83	2507241.67	
2024-08	22.09	2532416.67	
2024-09	21.64	2532416.67	
2024-10	26.81	2535262.33	
2024-11	27.86	2546644.33	
2024-12	29.94	1704940.67	
2025-01	34.15	10119	
