month	ct_avg_Tdx收盘价	人均持股
2004-12	27.32	93930	
2005-06	24.18	194122	
2005-12	28.01	234482	
2006-03	28.74	311578	
2006-06	26.7	339303	
2006-09	29.07	344411	
2006-12	39.77	395435	
2007-03	45.45	408549	
2007-06	56.55	434014	
2007-09	53.91	443632	
2007-12	54.79	483840	
2008-03	63	491261	
2008-06	61.4	495824	
2008-09	28.4	679429	
2008-12	26.27	669288	
2009-03	33.42	671292	
2009-06	29.3	875300	
2009-09	37.01	885942	
2009-12	41.54	894095	
2010-03	43.72	1059908	
2010-06	29.28	1473749	
2010-09	26.62	1433482	
2010-12	27.59	1441359	
2011-03	31.35	1503308	
2011-06	26.47	1490496	
2011-09	18.47	1753720	
2011-12	17.31	1788595	
2012-03	17.11	1778490	
2012-06	14.62	1768498	
2012-09	10.32	1744004	
2012-12	8.59	1734395	
2013-03	11.41	1753720	
2013-06	12.26	1763545	
2013-09	16.57	1748848	
2013-12	14.6	1768498	
2014-03	12.74	1773480	
2014-06	12.97	1739186	
2014-09	14.54	1748848	
2014-12	17.55	1729630	
2015-03	20.82	1758619	
2015-06	29.36	1857184	
2015-09	16.26	2177241	
2015-12	18.38	2152429	
2016-03	14.85	2140234	
2016-06	13.78	2064215	
2016-09	14.75	2064215	
2016-12	15.97	2052996	
2017-03	16.75	2036395	
2017-06	21.73	2075556	
2017-09	25.46	2170984	
2017-12	36.15	2282485	
2018-03	31.74	2289402	
2018-06	17.71	2296360	
2018-09	18.27	2368347	
2018-12	19.99	2375794	
2019-03	29.26	2375794	
2019-06	31.2	2390831	
2019-09	33.55	2368347	
2019-12	32.89	2353590	
2020-03	46.9	2413746	
2020-06	39.44	2353590	
2020-09	34.67	2368347	
2020-12	32.98	2398421	
2021-02	31.96	6362	
2021-03	30.37	2413746	
2021-06	32.74	2421482	
2021-07	35.07	1222403.5	
2021-08	36.65	2431881	
2021-09	33.98	2447672.33	
2021-10	33.84	2468980	
2021-11	31.66	2479773.33	
2021-12	32.2	2474359	
2022-01	32.93	2477075.33	
2022-02	29.64	2485206	
2022-03	26.27	2479773.33	
2022-04	22.82	2477057	
2022-05	23.5	2485206	
2022-06	25	2482489.67	
2022-07	24.59	2471661	
2022-08	24.49	2477057	
2022-09	23.44	2461041.67	
2022-10	21.67	2431881	
2022-11	23.92	2418903.33	
2022-12	25.91	2437130.5	
2023-01	26.45	2445009	
2023-02	28.75	2444992	
2023-03	33.42	2460937.67	
2023-04	35.27	2458256.67	
2023-05	32.68	2458274.33	
2023-06	39.14	2458274.33	
2023-07	42	2485206	
2023-08	36.4	2479773.33	
2023-09	33.49	2466299	
2023-10	29.64	2471678	
2023-11	26.86	2493408	
2023-12	25.74	2490692	
2024-01	23.92	2468980	
2024-02	24.39	2473010	
2024-03	28.81	2485206	
2024-04	27.8	2479773.33	
2024-05	27.73	2485206	
2024-06	27.43	2490674	
2024-07	27.73	2507241.67	
2024-08	25.43	2532416.67	
2024-09	24.92	2532416.67	
2024-10	30.87	2535262.33	
2024-11	32.08	2546644.33	
2024-12	34.47	1704940.67	
2025-01	39.32	10119	
