month	ct_avg_前复权价格	ct_avg_noise_avg_前复权价格
2017-04	2.08	89.29	
2017-05	1.96	72.9	
2017-06	2.05	76.26	
2017-07	2.01	70.71	
2017-08	1.84	14.05	
2017-09	1.84	-12.88	
2017-10	1.85	-22.69	
2017-11	1.62	-54.63	
2017-12	1.62	-66.62	
2018-01	1.47	-86.81	
2018-02	1.26	-90.12	
2018-03	1.34	-87.95	
2018-04	1.25	-95.09	
2018-05	1.27	-85.71	
2018-06	1.2	-95.18	
2018-07	1.23	-81.13	
2018-08	1.11	-96.31	
2018-09	1.01	-96.1	
2018-10	0.92	-97.87	
2018-11	0.96	-87.78	
2018-12	0.93	-93.17	
2019-01	0.93	-85.43	
2019-02	0.98	-68.09	
2019-03	1.3	-6.33	
2019-04	1.24	14.54	
2019-05	1	-22.72	
2019-06	0.94	-42.53	
2019-07	0.98	-49.18	
2019-08	0.96	-55.68	
2019-09	1.09	-2.95	
2019-10	1.09	18.06	
2019-11	1.24	56	
2019-12	1.55	79.14	
2020-01	2	91.74	
2020-02	2.28	95.18	
2020-03	1.81	73.86	
2020-04	1.85	68.41	
2020-05	2.2	86.61	
2020-06	2.4	92.95	
2020-07	3.13	94.14	
2020-08	3.74	97.87	
2020-09	3.71	89.37	
2020-10	3.76	87.89	
2020-11	3.38	64.12	
2020-12	3.6	68.09	
2021-01	4.37	89.55	
2021-02	4.01	82.02	
2021-03	3.22	34.59	
2021-04	3.24	11.23	
2021-05	3.03	-16.52	
2021-06	3.68	23.21	
2021-07	3.12	-23.62	
2021-08	3.57	-1.38	
2021-09	3.4	-12.14	
2021-10	4.38	40.51	
2021-11	5.4	75.2	
2021-12	5.05	75.16	
2022-01	5.15	80.78	
2022-02	5.24	84.54	
2022-03	5.32	86.18	
2022-04	4.8	54.61	
2022-05	5.23	60.62	
2022-06	6.08	87.16	
2022-07	7.63	99.36	
2022-08	7.86	89.79	
2022-09	7.52	81.68	
2022-10	6.77	59.88	
2022-11	6.75	47.97	
2022-12	5.89	7.06	
2023-01	6.19	-1.23	
2023-02	6.65	18.88	
2023-03	5.59	-27.6	
2023-04	5.32	-47.27	
2023-05	5.22	-57.9	
2023-06	6.7	-18.75	
2023-07	7.09	19.64	
2023-08	6.77	29.43	
2023-09	7.09	54.51	
2023-10	6.33	27.21	
2023-11	6.79	39.69	
2023-12	6.99	67.26	
2024-01	5.71	9.5	
2024-02	4.96	-41.77	
2024-03	5.75	-45.79	
2024-04	5.5	-57.95	
2024-05	5.68	-56.47	
2024-06	5.57	-68.66	
2024-07	5.32	-78.26	
2024-08	4.67	-96.47	
2024-09	5.11	-78.81	
2024-10	6.3	-17.31	
2024-11	7.17	26.96	
2024-12	7.25	54.26	
2025-01	7.76	69.44	
