month	ct_avg_Tdx收盘价	股东人数
2008-09	16.81	7934.5	
2008-12	26.49	7705	
2009-03	32.47	7546	
2009-06	24.66	9104	
2009-09	27.21	7850	
2009-12	46.47	7609	
2010-03	59.84	13078	
2010-06	27.03	27321	
2010-09	30.66	26904	
2010-12	39.72	22464	
2011-03	37.7	23758	
2011-06	21.55	26166	
2011-09	13.83	27891	
2011-12	12.67	33563	
2012-03	12.25	35071	
2012-06	13.79	25437	
2012-09	13.91	24140	
2012-12	14.69	23124	
2013-03	14.6	25384	
2013-06	19.01	16470	
2013-09	24.25	16360	
2013-12	26.73	16065	
2014-03	22.33	18506	
2014-06	24.72	14845	
2014-09	26.62	15031	
2014-12	34.64	15409	
2015-03	39.84	16506	
2015-06	28.99	41317	
2015-09	17.96	38368	
2015-12	20.34	70114	
2016-03	16.52	62249	
2016-06	16.47	50005	
2016-09	24.34	34405	
2016-12	22.41	35220	
2017-03	26.94	30238	
2017-04	28.66	36576.5	
2017-06	35.28	29594	
2017-09	36.8	25570	
2017-10	39.84	24140	
2017-12	37.22	23248	
2018-01	40.96	21888	
2018-02	39.7	21374	
2018-03	42.98	21324	
2018-04	38.95	27206.5	
2018-05	37.57	29575.5	
2018-06	28.47	35520	
2018-07	16.41	43839.5	
2018-08	15.62	45868	
2018-09	14.7	47687	
2018-10	12.48	52232.33	
2018-11	14.25	51312	
2018-12	14.39	51074.33	
2019-01	14.62	50196.5	
2019-02	17.46	45708.67	
2019-03	20.42	47135.2	
2019-04	20.63	54458.67	
2019-05	20.01	52196.67	
2019-06	20.71	45948.33	
2019-07	22.95	39155.33	
2019-08	21.84	42228.5	
2019-09	21.38	47254	
2019-10	22.23	44890	
2019-11	24.31	44519	
2019-12	24.23	46001	
2020-01	27.28	42224.5	
2020-02	29	47294	
2020-03	32.63	51760.67	
2020-04	37.63	53018.33	
2020-05	37.91	63190	
2020-06	40.05	56836.67	
2020-07	50.23	58487.33	
2020-08	55.45	58653.33	
2020-09	56.76	62069	
2020-10	47.65	78740	
2020-11	37.22	97036	
2020-12	36.02	112764.67	
2021-01	47.68	104578.5	
2021-02	51.92	139930	
2021-03	48.15	123139.5	
2021-04	54.58	101657	
2021-05	57.48	97818.67	
2021-06	57.51	120194	
2021-07	52.45	122653.67	
2021-08	53.27	121787	
2021-09	45.6	142779.33	
2021-10	45.02	143908.67	
2021-11	40.9	161887.67	
2021-12	47.01	116989.67	
2022-01	50.04	96509.33	
2022-02	49.59	97055.33	
2022-03	42.83	113598.67	
2022-04	44.97	105008.33	
2022-05	45.1	99665.67	
2022-06	46.79	93481.67	
2022-07	44.17	120003	
2022-08	35.66	168648.67	
2022-09	28.83	203577	
2022-10	24.93	209134.67	
2022-11	30.06	188384.33	
2022-12	33.74	156601	
2023-01	36.88	133136.67	
2023-02	35.62	139807.33	
2023-03	33.87	142907.33	
2023-04	32.57	145418.5	
2023-05	27.54	154629.33	
2023-06	28.45	152888.33	
2023-07	27.39	162985.33	
2023-08	29.32	142936.67	
2023-09	28.2	143153	
2023-10	24.58	156586.33	
2023-11	23.18	179453	
2023-12	19.5	187964.67	
2024-01	17.5	186077.67	
2024-02	16.52	182233	
2024-03	16.77	194072	
2024-04	14.54	203967	
2024-05	15.84	200582	
2024-06	13.78	198206.33	
2024-07	12.75	199459.67	
2024-08	11.37	203464.67	
2024-09	10.72	207002.67	
2024-10	13.77	218490	
2024-11	14.29	202098.67	
2024-12	13.5	200206	
2025-01	12.46	198556.5	
