month	ct_avg_Tdx收盘价	ct_avg_noise_avg_Tdx收盘价
2005-09	9.57	-43.24	
2005-10	10.4	-28.07	
2005-11	9.55	-39.61	
2005-12	11.2	10.31	
2006-01	16.24	48.05	
2006-02	19.13	61.07	
2006-03	17.23	59.04	
2006-04	20.82	76.46	
2006-05	35.49	94.99	
2006-06	27.8	83.24	
2006-07	30.41	85.2	
2006-08	25.32	63.05	
2006-09	26.69	58.16	
2006-10	24.68	32.25	
2006-11	25.67	26.38	
2006-12	32.02	69.22	
2007-01	35.11	79.64	
2007-02	46.36	95.47	
2007-03	43.12	85.37	
2007-04	51.3	96.77	
2007-05	51.38	88.59	
2007-06	68.92	96.17	
2007-07	85.24	99.27	
2007-08	107.1	98.56	
2007-09	172.45	99.46	
2007-10	177.97	90.87	
2007-11	155.56	78.15	
2007-12	146.14	68.97	
2008-01	204.69	88.8	
2008-02	198.74	86.19	
2008-03	184.56	76.4	
2008-04	125.43	22.95	
2008-05	110.8	3.13	
2008-06	50.57	-41.63	
2008-07	58.15	-51.05	
2008-08	39.97	-76.74	
2008-09	31.96	-86.19	
2008-10	34.8	-83.71	
2008-11	36.67	-75.71	
2008-12	45.46	-49.92	
2009-01	46.68	-41.84	
2009-02	63.02	-14.29	
2009-03	73.34	9.18	
2009-04	68.44	16.58	
2009-05	40.33	-28.72	
2009-06	54.08	-15.34	
2009-07	61.73	26.5	
2009-08	53.68	11.27	
2009-09	61.1	16.64	
2009-10	68.08	51.17	
2009-11	75.04	65.77	
2009-12	82.16	68.34	
2010-01	74.9	51.3	
2010-02	66.95	28.21	
2010-03	68.96	35.17	
2010-04	76.38	68.93	
2010-05	56.37	31.38	
2010-06	39.1	-44.6	
2010-07	33.96	-60.39	
2010-08	40.22	-53.33	
2010-09	45.62	-54.23	
2010-10	61.32	-15.74	
2010-11	58.82	-1.57	
2010-12	53.96	-22.13	
2011-01	46.2	-47.86	
2011-02	47.75	-47.14	
2011-03	49.89	-30.4	
2011-04	52.44	-4.97	
2011-05	45.56	-50.59	
2011-06	45.05	-64.29	
2011-07	48.66	-32.44	
2011-08	49.79	1.36	
2011-09	44.24	-49.02	
2011-10	38.12	-87.56	
2011-11	38.43	-87.22	
2011-12	31.97	-99.35	
2012-01	31.54	-90	
2012-02	35.67	-71.88	
2012-03	34.78	-72.12	
2012-04	34.16	-79.64	
2012-05	34.48	-69.68	
2012-06	35.38	-46.7	
2012-07	32.83	-75.89	
2012-08	34.62	-51.01	
2012-09	39.01	2.68	
2012-10	39.27	31.1	
2012-11	37.28	29.38	
2012-12	36.52	25.26	
2013-01	37.32	44.2	
2013-02	36.48	29.88	
2013-03	33.91	-27.98	
2013-04	32.09	-49.11	
2013-07	22.6	-66.85	
2013-08	22.54	-83.32	
2013-09	23.22	-84.87	
2013-10	21.74	-93.65	
2013-11	19.86	-97.66	
2013-12	18.79	-99.31	
2014-01	16.44	-98.13	
2014-02	17.31	-85.6	
2014-03	17.79	-78.44	
2014-04	16.73	-90.94	
2014-05	15.89	-95.94	
2014-06	15.46	-93.88	
2014-07	15.93	-79	
2014-11	18.21	-57.14	
2014-12	20.02	-15.92	
2015-01	24.64	28.66	
2015-02	24.88	42.02	
2015-03	25.8	56.05	
2015-04	29.13	84.1	
2015-05	30.26	87.63	
2015-06	29.92	84.1	
2015-07	18.78	13.24	
2015-08	20.11	-11.9	
2015-09	17.15	-38.2	
2015-10	19.17	-34.87	
2015-11	19.36	-42.13	
2015-12	20.93	-23.64	
2016-01	19.22	-40.76	
2016-02	21.54	-34.88	
2016-03	27.05	32.49	
2016-04	29.29	59.69	
2016-05	30.72	70.45	
2016-06	35.01	80.09	
2016-07	45.75	92.94	
2016-08	43.53	84.82	
2016-09	40.36	70.22	
2016-10	38.77	59.88	
2016-11	40.94	65.75	
2016-12	36.87	27.64	
2017-01	37.29	14.78	
2017-02	37.56	7.79	
2017-03	36	-19.25	
2017-04	36.12	-25.89	
2017-05	29.22	-41.29	
2017-06	29.04	-55.15	
2017-07	30.57	-54.72	
2017-08	32.81	-41.93	
2017-09	32.58	-35.84	
2017-10	30.43	-63.6	
2017-11	30.53	-70.25	
