month	ct_avg_前复权价格	ct_avg_noise_avg_前复权价格
2005-09	0.94	-43.91	
2005-10	1.02	-23.21	
2005-11	0.93	-34.09	
2005-12	1.09	13.55	
2006-01	1.59	51	
2006-02	1.79	64.34	
2006-03	1.61	68.63	
2006-04	2.54	95.49	
2006-05	4.34	97.62	
2006-06	3.43	84.09	
2006-07	3.75	85.88	
2006-08	3.14	65.33	
2006-09	3.29	58.5	
2006-10	3.05	35.45	
2006-11	3.17	27.88	
2006-12	3.95	69.47	
2007-01	4.33	79.91	
2007-02	5.7	95.3	
2007-03	5.32	85.88	
2007-04	6.34	96.13	
2007-05	6.39	88.74	
2007-06	8.57	96.17	
2007-07	10.6	99.27	
2007-08	13.32	98.56	
2007-09	21.45	99.46	
2007-10	22.14	90.78	
2007-11	19.25	77.64	
2007-12	18.18	69.11	
2008-01	25.46	88.76	
2008-02	24.72	86.37	
2008-03	22.96	76.19	
2008-04	15.65	22.45	
2008-05	17.13	10.71	
2008-06	12.72	-28.13	
2008-07	14.54	-31.37	
2008-08	9.99	-60.59	
2008-09	7.9	-77.4	
2008-10	8.7	-81.16	
2008-11	9.17	-74.38	
2008-12	11.36	-45.5	
2009-01	11.67	-34.29	
2009-02	15.76	5.76	
2009-03	18.35	37.18	
2009-04	18.97	51.23	
2009-05	20.24	67.66	
2009-06	27.14	84.29	
2009-07	30.97	91.97	
2009-08	26.94	75.34	
2009-09	30.66	83.52	
2009-10	34.16	94.53	
2009-11	37.65	98	
2009-12	41.25	92.62	
2010-01	37.58	75.89	
2010-02	33.59	52.5	
2010-03	34.6	49.42	
2010-04	38.32	70.71	
2010-05	39.23	78.39	
2010-06	39.28	77.82	
2010-07	34.13	19.56	
2010-08	40.42	53.08	
2010-09	45.84	87.36	
2010-10	61.61	95.09	
2010-11	58.94	90.06	
2010-12	54.22	74.22	
2011-01	46.42	46.25	
2011-02	47.98	38.99	
2011-03	49.98	45.92	
2011-04	53.07	65.55	
2011-05	45.81	6.04	
2011-06	45.36	-19.01	
2011-07	49	-0.98	
2011-08	50.14	24.69	
2011-09	44.55	-29.38	
2011-10	38.39	-74	
2011-11	38.7	-77.03	
2011-12	32.19	-93.42	
2012-01	31.76	-85.48	
2012-02	35.92	-70.53	
2012-03	35.03	-72.28	
2012-04	33.52	-84.24	
2012-05	34.73	-63.35	
2012-06	35.69	-37.37	
2012-07	33.2	-71.18	
2012-08	35.01	-40.88	
2012-09	39.45	15.8	
2012-10	39.71	36.61	
2012-11	37.7	34.78	
2012-12	36.93	33.16	
2013-01	37.74	45.22	
2013-02	36.89	29.94	
2013-03	34.29	-27.21	
2013-04	32.49	-56.59	
2013-05	32.49	-64.25	
2013-06	32.49	-67.7	
2013-07	22.99	-88.28	
2013-08	22.92	-89.24	
2013-09	23.61	-84.16	
2013-10	22.11	-93.65	
2013-11	20.2	-97.66	
2013-12	18.82	-99.19	
2014-01	16.71	-97.7	
2014-02	17.6	-85.04	
2014-03	18.09	-77.64	
2014-04	17.01	-89.97	
2014-05	16.16	-95.94	
2014-06	15.72	-93.53	
2014-07	16.26	-77.33	
2014-08	16.94	-49.66	
2014-09	16.94	-34.52	
2014-10	16.94	-14.53	
2014-11	17.02	-10	
2014-12	20.49	34.39	
2015-01	25.22	63.57	
2015-02	25.46	76.25	
2015-03	26.4	83.12	
2015-04	29.81	92.01	
2015-05	30.97	92.1	
2015-06	30.67	90.39	
2015-07	19.28	19.41	
2015-08	20.64	-5.53	
