month	ct_avg_Tdx收盘价	ct_avg_noise_avg_Tdx收盘价
2009-06	12.09	33.48	
2009-07	15.08	49.3	
2009-08	16.45	54.38	
2009-09	13.66	46.96	
2009-10	14.13	45.54	
2009-11	14.91	56.17	
2009-12	15.04	53.25	
2010-01	14.14	24.82	
2010-02	12.49	-13.51	
2010-03	12.71	-22.79	
2010-04	12.61	-23.26	
2010-05	10.43	-63.31	
2010-06	10.05	-76.34	
2010-07	9.26	-84.11	
2010-08	10.45	-69.39	
2010-09	10.25	-71.95	
2010-10	12.34	-17.69	
2010-11	11.47	-11.97	
2010-12	10.23	-56.72	
2011-01	10.23	-65.27	
2011-02	10.93	-31.25	
2011-03	11.13	-3.03	
2011-04	11.35	18.75	
2011-05	10.15	-31.07	
2011-06	10.74	-27.34	
2011-07	10.77	-0.89	
2011-08	9.49	-64.71	
2011-09	8.61	-90.35	
2011-10	8.28	-92.2	
2011-11	8.24	-91.23	
2011-12	7.02	-99.76	
2012-01	6.82	-91.19	
2012-02	7.23	-77.99	
2012-03	7.18	-78.53	
2012-04	6.88	-86.5	
2012-05	6.99	-80.87	
2012-06	6.59	-92.76	
2012-07	6.14	-97.2	
2012-08	5.88	-95.5	
2012-09	5.08	-98.3	
2012-10	5.01	-93.3	
2012-11	4.78	-98.29	
2012-12	4.94	-82.74	
2013-01	5.18	-60.49	
2013-02	5.11	-54.82	
2013-03	4.53	-86.27	
2013-04	4.11	-96.38	
2013-05	4.09	-89.94	
2013-06	3.65	-97.69	
2013-07	3.17	-97.17	
2013-08	3.26	-85.92	
2013-09	3.72	-63.02	
2013-10	4.27	-29.32	
2013-11	3.95	-32.53	
2013-12	3.68	-41.03	
2014-01	3.27	-69.94	
2014-02	3.31	-68.75	
2014-03	3.29	-77.98	
2014-04	3.31	-70.32	
2014-05	3.05	-90.09	
2014-06	3.03	-83.08	
2014-07	3.31	-57.61	
2014-08	3.82	-1.79	
2014-09	3.82	24.36	
2014-10	3.76	31.25	
2014-11	4	53.62	
2014-12	5.42	81.48	
2015-01	5.87	85.53	
2015-02	5.14	76.61	
2015-03	6.15	91.68	
2015-04	8.03	99.23	
2015-05	9.33	96.2	
2015-06	9.53	90.48	
2015-07	6.52	51.13	
2015-08	6.37	31.51	
2015-09	5.05	-8.93	
2015-10	5.22	-17.23	
2015-11	5.33	-21.47	
2015-12	5.07	-40.02	
2016-01	4.39	-65.89	
2016-02	4.2	-73.81	
2016-03	4.48	-74.15	
2016-04	4.51	-68.48	
2016-05	3.99	-91.45	
2016-06	3.91	-91.88	
2016-07	3.97	-84.31	
2016-08	3.94	-83.58	
2016-09	3.83	-92.54	
2016-10	3.91	-80.86	
2016-11	4.29	-33.64	
2016-12	4.49	8.2	
2017-01	4.61	28.03	
2017-02	5.08	46.23	
2017-03	4.85	43.59	
2017-04	4.93	55.56	
2017-05	4.31	11.3	
2017-06	4.38	-5.8	
2017-07	5.17	42.6	
2017-08	7.11	92.59	
2017-09	7.9	97.96	
2018-02	6.58	88.69	
2018-03	5.15	57.67	
2018-04	4.7	16.22	
2018-05	4.47	-12.62	
2018-06	4	-33.39	
2018-07	3.63	-51.75	
2018-08	3.81	-49.42	
2018-09	4	-42.44	
2018-10	3.68	-63.69	
2018-11	3.75	-70.07	
2018-12	3.57	-88.08	
2019-01	3.6	-80.15	
2019-02	3.91	-52.92	
2019-03	4.31	-2.64	
2019-04	4.4	27.04	
2019-05	3.96	8.7	
2019-06	3.93	4.98	
2019-07	3.82	-22.71	
2019-08	3.61	-44.12	
2019-09	3.67	-50.09	
2019-10	3.51	-68.95	
2019-11	3.37	-76.06	
2019-12	3.39	-73.62	
2020-01	3.51	-64.12	
2020-02	3.11	-90.36	
2020-03	3.03	-95.17	
2020-04	2.89	-98.04	
2020-05	2.8	-97.77	
2020-06	2.81	-90.54	
2020-07	3.28	-42.04	
2020-08	3.29	-13.69	
2020-09	3.05	-34.74	
2020-10	2.97	-60.38	
2020-11	3.48	-6.68	
2020-12	3.75	49.34	
2021-01	3.58	55.8	
2021-02	3.79	56.85	
2021-03	4.11	83.46	
2021-04	4.19	87.37	
2021-05	5.36	96.43	
2021-06	5.14	88.27	
2021-07	5.66	96.71	
2021-08	6.2	95.45	
2021-09	8.77	97.37	
2021-10	7	79.85	
2021-11	5.45	45.37	
2021-12	6.11	44.76	
2022-01	5.86	30.08	
2022-02	6.14	24.5	
2022-03	6.42	40.18	
2022-04	5.37	-3.99	
2022-05	4.78	-35.06	
2022-06	4.95	-44.69	
2022-07	4.61	-71	
2022-08	4.57	-77.52	
2022-09	4.51	-74.66	
2022-10	4.1	-92.63	
2022-11	4.3	-80.4	
2022-12	4.65	-53.04	
2023-01	4.84	-32.48	
2023-02	5.45	13.93	
2023-03	5.56	38.47	
2023-04	6.16	61.7	
2023-05	5.76	59.38	
2023-06	5.55	54.91	
2023-07	5.88	70.75	
2023-08	6.09	79.97	
2023-09	6.56	86.56	
2023-10	6.05	69.54	
2023-11	5.79	41.52	
2023-12	5.3	-5.4	
2024-01	5.49	-18.47	
2024-02	5.84	-1.4	
2024-03	6.69	48.47	
2024-04	7.32	75.89	
2024-05	7.89	93.8	
2024-06	7.69	85.2	
2024-07	7.43	76.71	
2024-08	6.65	39.85	
2024-09	6.94	30.08	
2024-10	8.49	74.85	
2024-11	7.94	72.32	
2024-12	7.51	51.83	
2025-01	7.49	34.62	
2025-02	7.84	63.39	
