month	ct_avg_前复权价格	人均持股
2009-10	1	248.5	
2009-12	0.96	1242	
2010-03	0.79	1437	
2010-06	1.03	1668	
2010-09	1.05	1708	
2010-12	0.96	2195	
2011-03	0.86	2290	
2011-06	0.77	4035	
2011-09	0.87	3634	
2011-12	0.77	3550	
2012-01	0.66	3552	
2012-03	0.78	3696	
2012-06	0.73	3929	
2012-09	0.62	4016	
2012-12	0.53	4097	
2013-03	0.74	8265	
2013-06	1.3	10342	
2013-09	1.96	12854	
2013-12	1.82	14349	
2014-03	2.16	10870	
2014-06	1.71	10768	
2014-09	1.89	9198	
2014-12	1.76	9805	
2015-03	1.87	13611	
2015-06	3.56	24430	
2015-09	1.81	15408	
2015-12	3.29	9456	
2016-03	2.46	10116	
2016-06	4.76	8639	
2016-09	3.76	8551	
2016-12	3.2	9292	
2017-03	3.87	9079	
2017-04	3.73	9644.5	
2017-06	3.48	14340	
2017-08	4.98	9588	
2017-09	5.51	8570	
2017-10	5.13	9212	
2017-11	4.39	8697.5	
2017-12	4.05	8231	
2018-03	3.87	8817.5	
2018-04	3.66	9287.5	
2018-05	3.97	10239.5	
2018-06	3.75	10565.67	
2018-07	3.57	10510	
2018-08	3.1	10472	
2018-09	2.99	10876	
2018-10	2.59	10703	
2018-11	2.85	10896	
2018-12	3.4	11476.75	
2019-01	3.58	11251	
2019-02	4.14	12484	
2019-03	5.11	14587.25	
2019-04	5.97	18301	
2019-05	5.46	17169.67	
2019-06	5.57	18455.25	
2019-07	6.75	20419	
2019-08	6.98	19997	
2019-09	8.05	16125	
2019-10	7.35	11116.33	
2019-11	8.81	14470.67	
2019-12	10.99	14148.67	
2020-01	11.82	13361	
2020-02	15.18	12347.67	
2020-03	13.54	11280.5	
2020-04	13.43	11685	
2020-05	14.01	12192	
2020-06	17.08	21845	
2020-07	22.35	15314	
2020-08	21.69	15113.67	
2020-09	20.04	15327.5	
2020-10	22.38	16467.33	
2020-11	26.01	21954.67	
2020-12	28.86	23136.33	
2021-01	40.75	21261	
2021-02	41.42	17654.33	
2021-03	32.69	16975	
2021-04	32.33	16839	
2021-05	40.19	19286.67	
2021-06	42.64	18012.33	
2021-07	47.65	16155.5	
2021-08	44.22	12422	
2021-09	38.83	11216	
2021-10	45.32	14417.67	
2021-11	53.64	18366	
2021-12	53.57	18605.67	
2022-01	42.49	15743.33	
2022-02	36.04	13307	
2022-03	32.4	10988	
2022-04	28.29	11354	
2022-05	30.7	11766	
2022-06	40.25	15085	
2022-07	40.76	15312	
2022-08	42.29	15669.33	
2022-09	37.16	14083.33	
2022-10	37.16	14337	
2022-11	36.09	14031.67	
2022-12	36.63	16027.75	
2023-01	35.34	15148.5	
2023-02	33.43	12174.5	
2023-03	28.11	10808.67	
2023-04	27.42	10577	
2023-05	27.44	11035	
2023-06	24.74	10943.33	
2023-07	23.89	11205.5	
2023-08	22.62	11390	
2023-09	19.38	11156	
2023-12	16.66	11352.33	
2024-01	16.1	11256.5	
2024-02	14.41	11424	
2024-03	16.66	11491.25	
2024-04	15.43	11308	
2024-05	15.78	11628.5	
2024-06	17.43	12587.5	
2024-09	14.33	11844	
