month	ct_avg_Tdx收盘价	股东人数
2010-08	19.56	100046	
2010-09	18.89	33932	
2010-12	17.2	34616	
2011-03	15.96	34912	
2011-06	10.6	33243	
2011-09	8.91	36185	
2011-12	7.04	37611	
2012-03	7.72	39280	
2012-06	4.49	38012	
2012-09	4.28	37335	
2012-12	4.21	36086	
2013-03	5.22	37506	
2013-06	3.54	38265	
2013-09	4.03	42395	
2013-12	3.81	43560	
2014-03	3.57	46804	
2014-06	3.6	44580	
2014-09	3.87	47687	
2014-12	5.4	42058	
2015-03	5.8	47879	
2015-06	11.16	98793	
2015-09	4.65	108483	
2015-12	6.59	104244	
2016-03	4.38	118363	
2016-06	5.48	107629	
2016-09	5.3	101857	
2016-12	4.89	105228	
2017-02	4.86	102988	
2017-03	4.87	103005	
2017-06	4.47	97625	
2017-09	4.76	90112	
2017-12	5.57	93585	
2018-03	4.56	92186	
2018-06	3.95	87961	
2018-09	6.56	77317	
2018-12	7.14	83607	
2019-03	11.14	96124	
2019-06	10.76	104918	
2019-09	26.56	200228	
2019-12	23.06	222572	
2020-03	26.55	206105	
2020-06	24.25	209303	
2020-09	19.66	234383	
2020-12	19.08	218986	
2021-03	17.17	199936	
2021-06	15.2	198970	
2021-09	11.85	190288	
2021-12	15.59	150306	
2022-03	14.86	131633	
2022-06	15.93	128259	
2022-09	11.19	180200	
2022-12	12.18	152982	
2023-03	17.7	111940	
2023-06	21.2	156977	
2023-09	20.47	113581	
2023-12	21.61	99408	
2024-03	30.41	113204	
2024-06	35.49	98974	
2024-09	33.25	109464	
