month	ct_avg_Tdx收盘价	人均持股
2005-12	10.81	0	
2006-03	11.37	0	
2006-06	16.93	0	
2006-12	6.52	7736	
2007-03	8.46	5057	
2007-06	8.96	4562	
2007-09	9.98	4518	
2007-12	8.63	15435	
2008-03	7.48	15262	
2008-06	5.25	16084	
2008-09	4.41	15262	
2008-12	3.72	17083	
2009-03	4.35	15894	
2009-06	5.69	16678	
2009-09	5.46	17419	
2009-12	5.7	47438	
2010-03	5.61	47652	
2010-06	4.21	49166	
2010-09	4.37	50801	
2010-12	3.93	51808	
2011-03	4.24	53220	
2011-06	3.89	54110	
2011-09	3.25	55040	
2011-12	2.78	55373	
2012-03	2.98	56535	
2012-06	2.71	56829	
2012-09	2.46	57518	
2012-12	2.54	57872	
2013-03	2.73	59023	
2013-06	2.66	60367	
2013-09	6.07	49985	
2013-12	5.21	54145	
2014-03	4.58	54788	
2014-06	4.49	62516	
2014-09	4.86	67200	
2014-12	6.33	69113	
2015-03	7.13	68896	
2015-06	9.46	52741	
2015-09	7.34	68300	
2015-12	6.75	72668	
2016-03	5.1	72274	
2016-06	5.09	78414	
2016-09	5.23	80661	
2016-12	5.16	83314	
2017-02	5.73	81212	
2017-03	5.78	80950	
2017-06	6.23	91008	
2017-09	6.59	97387	
2017-12	7.11	86942	
2018-03	7.33	89487	
2018-06	6.18	95826	
2018-09	5.25	98342	
2018-12	5.37	100676	
2019-03	6.91	108735	
2019-06	6.76	111222	
2019-09	5.98	101846	
2019-12	5.7	104749	
2020-03	4.57	100736	
2020-06	4.2	100412	
2020-09	4.33	102955	
2020-12	4.53	104278	
2021-03	4.81	108349	
2021-06	4.72	108035	
2021-09	6.09	126234	
2021-12	5.51	123783	
2022-03	5.55	129217	
2022-06	6.02	128613	
2022-09	5.47	132288	
2022-12	5.39	135156	
2023-03	5.5	137705	
2023-06	5.28	138042	
2023-09	5.17	141739	
2023-12	5.04	142537	
2024-03	5.31	150293	
2024-06	5.68	157543	
2024-09	5.95	162741	
