month	ct_avg_Tdx收盘价	ct_avg_noise_avg_Tdx收盘价
2011-11	27.87	24.11	
2011-12	27.03	24.51	
2012-01	24.75	-27.8	
2012-02	26.06	-27.86	
2012-03	27.2	25.25	
2012-04	27.95	42.38	
2012-05	27.32	52.21	
2012-06	27.92	71.29	
2012-07	29.95	90.87	
2012-08	28.7	74.88	
2012-09	28.2	56.88	
2012-10	29.25	71.63	
2012-11	28.06	59.24	
2012-12	26.21	-11.44	
2013-01	28.22	7.28	
2013-02	29.31	42.2	
2013-03	31.04	70.07	
2013-04	30.45	71.13	
2013-05	32.17	91.8	
2013-06	29.88	68.17	
2013-07	30.48	61.49	
2013-08	33.85	87.34	
2013-09	39.05	98.4	
2013-10	39.18	91.12	
2013-11	34.67	69.22	
2013-12	34.38	54.71	
2014-01	34.22	41.24	
2014-02	37.3	67.63	
2014-03	35.23	52.76	
2014-04	34.12	16.5	
2014-05	32.22	-22.28	
2014-06	31.75	-40.89	
2014-07	31.75	-56.1	
2014-08	36.01	-5.61	
2014-09	38.61	34.35	
2014-10	37.06	40.13	
2014-11	38.88	58.88	
2014-12	42.46	83.27	
2015-01	46.42	96.78	
2015-02	48.31	98.69	
2015-03	50.4	98.57	
2015-06	67.42	97.22	
2015-07	62.06	89.21	
2015-08	58.92	79.29	
2015-09	53.3	53.13	
2015-10	53.62	46.85	
2015-11	54.31	40.73	
2015-12	56.64	40.76	
2016-01	50.79	13.21	
2016-02	45.89	-30.65	
2016-03	43.77	-47.51	
2016-04	45.77	-44.42	
2016-05	43.09	-76.91	
2016-06	44.21	-73.21	
2016-07	45.45	-48.51	
2016-08	45.46	-38.04	
2016-09	46.75	-13.26	
2016-10	45.08	-32.31	
2016-11	44.33	-50.41	
2016-12	42.95	-69.52	
2017-01	44.14	-65.18	
2017-02	45.91	-17.51	
2017-03	52.57	41.85	
2017-04	54.14	78.42	
2017-05	53.37	78.3	
2017-06	43.42	54.95	
2017-07	29.08	-31.12	
2017-08	28.9	-76.94	
2017-09	33.07	-70.03	
2017-10	37.26	-57.77	
2017-11	42.01	-30.07	
2017-12	42.68	-8.33	
2018-01	47.58	33.28	
2018-02	50.87	49.52	
2018-03	55.69	62.46	
2018-04	53.58	57.19	
2018-05	61.44	80.03	
2018-06	66.23	91.34	
2018-07	68.73	91.68	
2018-08	62.57	73.14	
2018-09	63.14	62.69	
2018-10	57.32	40.08	
2018-11	55.3	2.15	
2018-12	59.38	10.62	
2019-01	58.37	4.95	
2019-02	61.13	9.82	
2019-03	62.99	41.5	
2019-04	74.99	74.49	
2019-05	76.32	76.47	
2019-06	80.92	86.56	
2019-07	87.38	94.06	
2019-08	90.55	96.02	
2019-09	93.33	93.79	
2019-10	93.43	91.17	
2019-11	87.08	60.25	
2019-12	86.92	47.93	
2020-01	89.27	59.1	
2020-02	80.34	3.17	
2020-03	76.75	-22.44	
2020-04	80.69	-23.55	
2020-05	90.89	21.43	
2020-06	118.36	57.63	
2020-07	198.04	96.35	
2020-08	211.08	90.73	
2020-09	214.88	93.26	
2020-10	199.95	76.23	
2020-11	190.86	61.22	
2020-12	225.75	76.01	
2021-01	290.38	96.03	
2021-02	341.65	97.74	
2021-03	305.8	84.78	
2021-04	301.71	78.57	
2021-05	317.72	81.65	
2021-06	304.92	73.64	
2021-07	275.62	35.39	
2021-08	246.95	-5.44	
2021-09	245.42	-21.65	
2021-10	265.42	-12.39	
2021-11	224.29	-44.24	
2021-12	217.11	-53.49	
2022-01	203.68	-73.73	
2022-02	215.84	-66.85	
2022-03	180.57	-89.29	
2022-04	175.07	-85.62	
2022-05	169.88	-90.41	
2022-06	193.98	-67.01	
2022-07	212.89	-31.5	
2022-08	195.27	-41.5	
2022-09	190.02	-56.59	
2022-10	177.42	-68.86	
2022-11	187.93	-60.88	
2022-12	214.92	0.65	
2023-01	225.29	36.55	
2023-02	204.31	34.28	
2023-03	186.75	-9.7	
2023-04	173.33	-39.43	
2023-05	138.4	-63.48	
2023-06	120.06	-92.37	
2023-07	116.25	-94.05	
2023-08	117.32	-86.84	
2023-09	109.2	-96.34	
2023-10	94.94	-99.26	
2023-11	93.78	-93.42	
2023-12	81.04	-98.13	
2024-01	81.5	-88.15	
2024-02	84.09	-79.47	
2024-03	85.85	-69.34	
2024-04	77.4	-84.73	
2024-05	74.44	-90.89	
2024-06	68.29	-97.23	
2024-07	66.31	-91.3	
2024-08	63.36	-95.86	
2024-09	58.51	-96.15	
2024-10	70.33	-62	
2024-11	71.08	-42.64	
2024-12	70.23	-31.25	
2025-01	61.53	-65.08	
2025-02	61.17	-75	
