month	ct_avg_前复权价格	股东人数
1997-12	1.74	11221	
1998-06	2.57	10236	
1998-12	2.83	14875	
1999-06	3.53	19835	
1999-12	4.01	11690	
2000-06	8.63	9270	
2000-12	9.14	13851	
2001-12	7.32	34359	
2002-06	7.41	29919	
2002-09	7.75	31989	
2002-12	5.88	37935	
2003-03	5.74	43239	
2003-06	8.37	46546	
2003-09	8.13	39538	
2003-12	9.09	36305	
2004-03	10.79	45645	
2004-06	9.89	58060	
2004-09	9.87	54834	
2004-12	8.62	58448	
2005-03	7.52	55776	
2005-06	8.17	47390	
2005-09	9.01	46900	
2005-12	8.02	45163	
2006-03	7.68	53140	
2006-06	10.69	63943	
2006-09	8.7	82807	
2006-12	10.39	87714	
2007-03	17.28	85172	
2007-06	25.44	192334	
2007-09	29.43	186754	
2007-12	28.65	229660	
2008-03	28.46	457829	
2008-06	23.97	474015	
2008-09	18.9	415345	
2008-12	20.55	373236	
2009-03	21.52	355857	
2009-06	23.18	339492	
2009-09	23.58	314343	
2009-12	24.8	378188	
2010-03	25.5	342191	
2010-06	23.27	463292	
2010-09	22.83	476030	
2010-12	22.64	608008	
2011-03	21.16	609789	
2011-06	21.22	631663	
2011-09	17.3	646985	
2011-12	18.9	589233	
2012-03	19.01	572280	
2012-06	19.65	530683	
2012-09	18.34	515242	
2012-12	18.1	508071	
2013-03	21.95	458820	
2013-06	19.08	469371	
2013-09	18.64	468347	
2013-12	19.26	458101	
2014-03	18.25	458675	
2014-06	17.96	450621	
2014-09	20.51	419918	
2014-12	32.07	598417	
2015-03	33.9	748054	
2015-06	59.04	1256761	
2015-09	36.97	1048872	
2015-12	34.5	922791	
2016-03	26.62	907058	
2016-06	25.12	884985	
2016-09	26.88	831855	
2016-12	28.54	822275	
2017-03	29.06	803638	
2017-06	32.12	755249.5	
2017-09	31.76	807064	
2017-12	29.66	763708	
2018-03	28.17	744171	
2018-06	24.95	729172	
2018-09	23.96	719627	
2018-12	23.78	703160	
2019-03	25.82	695370	
2019-06	24.12	674613	
2019-09	23.7	659394	
2019-12	22.15	648879	
2020-03	19.98	636819	
2020-06	17.68	628174	
2020-09	20.78	597349	
2020-12	21.45	576585	
2021-03	21.85	571437	
2021-06	24.14	542807	
2021-09	30.08	588186	
2021-12	29.09	548654	
2022-03	26.46	544884	
2022-06	37.64	457797	
2022-09	43.82	418126	
2022-12	41.21	426501	
2023-03	38.97	448519	
2023-06	38.75	440170	
2023-09	38.15	413895	
2023-12	43.3	374685	
2024-03	52.06	343456	
2024-06	60.83	328298	
2024-09	53.79	326140	
