month	ct_avg_Tdx收盘价	ct_avg_noise_avg_Tdx收盘价
1999-04	23.51	-40.96	
1999-05	17.86	-64.57	
1999-06	19.06	-79.02	
1999-07	21.25	-62.42	
1999-08	21.15	-56.49	
1999-09	21.36	-38.35	
1999-10	20.41	-63.23	
1999-11	21.11	-46.87	
1999-12	21.65	-1.96	
2000-01	24.53	30.12	
2000-02	31.4	60.55	
2000-03	32.3	74.53	
2000-04	35.61	90.58	
2000-05	42.42	96.06	
2000-06	46.66	96.18	
2000-07	48.12	94.69	
2000-08	46.44	78.42	
2000-09	47.16	84.27	
2000-10	45.65	59.45	
2000-11	39.79	32.71	
2000-12	34.77	-10.5	
2001-01	37.09	-13.52	
2001-02	35.63	-26.93	
2001-03	28.49	-42.01	
2001-04	21.39	-69.35	
2001-05	19.54	-87.8	
2001-06	19.54	-85.49	
2001-07	19.98	-75.04	
2001-08	18.93	-92.74	
2001-09	17.09	-99.33	
2001-10	15.4	-97.82	
2001-11	14.99	-93.67	
2001-12	15.42	-83.44	
2002-01	14.78	-92.46	
2002-02	15.88	-72.32	
2002-03	16.67	-43.37	
2002-04	16.44	-35.63	
2002-05	15.45	-53.73	
2002-06	15.35	-64.02	
2002-07	16.33	-14.61	
2002-08	16.59	13.55	
2002-09	11.24	-46.62	
2002-10	7.62	-96.28	
2002-11	7.58	-93.92	
2002-12	7.17	-94.76	
2003-01	7.32	-85.53	
2003-02	7.26	-85	
2003-03	6.99	-92.48	
2003-04	8.07	-55.57	
2003-05	10.6	-13.27	
2003-06	10.17	-3.74	
2003-07	10.55	19.84	
2003-08	10.26	19.6	
2003-09	9.86	11.12	
2003-10	9.5	-0.05	
2003-11	9.86	17.1	
2003-12	10.98	49.35	
2004-01	12.05	71.5	
2004-02	11.98	75.8	
2004-03	13.07	88.72	
2004-04	9.73	42.45	
2004-05	7.96	-14.64	
2004-06	7.47	-43.95	
2004-07	6.87	-75.72	
2004-08	7.05	-79.08	
2004-09	7.45	-62.17	
2004-10	6.99	-67.68	
2004-11	6.84	-79.91	
2004-12	6.51	-91.19	
2005-01	5.58	-97.1	
2005-02	6.05	-85.16	
2005-03	5.68	-88.9	
2005-04	5.78	-84.48	
2005-05	5.93	-66.35	
2005-06	6.17	-52.35	
2005-07	6.63	-6.89	
2005-08	6.96	19.95	
2005-09	6.72	22.65	
2005-10	5.87	-16.13	
2005-11	5.56	-46.6	
2005-12	5.98	-39.41	
2006-01	6.24	-12	
2006-02	6	-36.19	
2006-03	5.73	-57.92	
2006-04	6.09	-31.2	
2006-05	7.64	36.34	
2006-06	7.97	64.53	
2006-07	7.77	67.45	
2006-08	6.47	53.13	
2006-09	5.14	-1.25	
2006-10	5.32	-24.78	
2006-11	5.8	-24.31	
2006-12	6.14	-24.11	
2007-01	7.71	39.64	
2007-02	10.14	75.25	
2007-03	10.2	86.31	
2007-04	13.06	95.96	
2007-05	14.41	95.75	
2007-06	14.92	93.28	
2007-07	13.11	73.17	
2007-08	15.12	91.44	
2007-09	17.26	96.47	
2007-10	18.15	93.56	
2007-11	16.6	77.98	
2007-12	16.8	75.85	
2008-01	16.81	73.94	
2008-02	18.53	75.26	
2008-03	12.65	45.2	
2008-04	6.49	-39.67	
2008-05	7.39	-47.13	
2008-06	6.98	-67.59	
2008-07	6.47	-85.43	
2008-08	5.51	-92.6	
2008-09	5.5	-84.73	
2008-10	5.58	-83.48	
2008-11	5.91	-70.89	
2008-12	6	-55.8	
2009-01	5.95	-49.64	
2009-02	6.4	-18.22	
2009-03	6.26	-5.2	
2009-04	6.27	9.57	
2009-05	6.5	28.47	
2009-06	6.74	49.35	
2009-07	7.46	64.29	
2009-08	7.41	59.48	
