month	ct_avg_Tdx收盘价	人均持股
1996-12	14.66	792	
1997-12	8.42	757	
1998-12	9.83	850	
1999-12	15.32	5276	
2000-12	22.43	12441	
2001-12	18.1	34543	
2002-06	18.45	38732	
2002-09	18.95	37304	
2002-12	19.31	37239	
2003-03	19.31	36900	
2003-06	9.09	5007	
2003-09	7.26	5432	
2003-12	6.31	5693	
2004-03	8	5752	
2004-06	6.43	6718	
2004-09	5.86	6701	
2004-12	5.38	6369	
2005-03	4.28	6554	
2005-06	2.76	6783	
2005-09	3.51	7323	
2005-12	3.28	7855	
2006-03	3.95	7622	
2006-06	5.6	6018	
2006-09	5.64	6516	
2006-12	6.94	7146	
2007-03	13.69	7488	
2007-06	14.04	7935	
2007-09	23.64	9474	
2007-12	21.28	8439	
2008-03	22.35	15883	
2008-06	16.12	13934	
2008-09	13.52	16170	
2008-12	16.22	18740	
2009-03	25.28	28038	
2009-06	28.79	32890	
2009-09	31.54	23126	
2009-12	34.19	13826	
2010-03	35.94	16327	
2010-06	32.46	11504	
2010-09	36.4	11319	
2010-12	52.57	12452	
2011-03	43.49	4401	
2011-06	23.44	3751	
2011-09	20.4	3801	
2011-12	13.55	5169	
2012-03	15.2	5424	
2012-06	14.43	5758	
2012-09	10.56	5897	
2012-12	11.03	12047	
2013-03	11.39	12286	
2013-06	9.13	12697	
2013-09	8.51	12752	
2013-12	7.77	12989	
2014-03	6.74	13179	
2014-06	6.78	13489	
2014-09	8.42	14467	
2014-12	13.07	13986	
2015-03	14.43	12246	
2015-06	16.01	15271	
2015-09	9.92	22061	
2015-12	4.37	22758	
2016-03	3.35	23760	
2016-06	3.09	23635	
2016-09	3.24	25524	
2016-12	3.41	26709	
2017-02	3.81	26005	
2017-03	4.03	26468	
2017-06	3.56	25845	
2017-09	3.77	28144	
2017-12	4.03	25926	
2018-03	4.14	25013	
2018-06	4.19	27783	
2018-09	3.94	27865	
2018-12	3.35	27691	
2019-03	4.27	30267	
2019-06	4.42	32979	
2019-09	4.59	33637	
2019-12	4.99	38473	
2020-03	5.27	36965	
2020-06	5.99	35182	
2020-09	5.94	32197	
2020-12	5.53	31314	
2021-03	7.09	36657	
2021-06	6.36	27403	
2021-09	6.97	30570	
2021-12	6.08	29159	
2022-03	5.29	29641	
2022-06	5.34	31076	
2022-09	5	19489	
2022-12	5.22	21605	
2023-03	6.95	27195	
2023-06	6.39	29981	
2023-09	6.58	54904	
2023-12	5.22	49299	
2024-03	6.16	54008	
2024-06	7.32	59234	
2024-09	6.53	59353	
