month	ct_avg_Tdx收盘价	股东人数
1996-12	14.66	37879	
1997-12	8.42	51532	
1998-12	9.83	45891	
1999-12	15.32	11503	
2000-12	22.43	9756	
2001-12	18.1	5622	
2002-06	18.45	5014	
2002-09	18.95	5206	
2002-12	19.31	5215	
2003-03	19.31	5263	
2003-06	9.09	42662	
2003-09	7.26	39326	
2003-12	6.31	37527	
2004-03	8	37140	
2004-06	6.43	31799	
2004-09	5.86	31878	
2004-12	5.38	33543	
2005-03	4.28	32594	
2005-06	2.76	31496	
2005-09	3.51	29171	
2005-12	3.28	27197	
2006-03	3.95	28027	
2006-06	5.6	35496	
2006-09	5.64	32783	
2006-12	6.94	39448	
2007-03	13.69	37647	
2007-06	14.04	35525	
2007-09	23.64	29753	
2007-12	21.28	33402	
2008-03	22.35	23725	
2008-06	16.12	27044	
2008-09	13.52	23304	
2008-12	16.22	20236	
2009-03	25.28	15469	
2009-06	28.79	13187	
2009-09	31.54	15219	
2009-12	34.19	25456	
2010-03	35.94	21603	
2010-06	32.46	30659	
2010-09	36.4	31160	
2010-12	52.57	28326	
2011-03	43.49	160299	
2011-06	23.44	188203	
2011-09	20.4	185739	
2011-12	13.55	200019	
2012-03	15.2	190605	
2012-06	14.43	179563	
2012-09	10.56	176070	
2012-12	11.03	170535	
2013-03	11.39	167215	
2013-06	9.13	161809	
2013-09	8.51	161114	
2013-12	7.77	158262	
2014-03	6.74	155971	
2014-06	6.78	152390	
2014-09	8.42	142089	
2014-12	13.07	157569	
2015-03	14.43	192437	
2015-06	16.01	154314	
2015-09	9.92	320456	
2015-12	4.37	310633	
2016-03	3.35	297559	
2016-06	3.09	295894	
2016-09	3.24	273995	
2016-12	3.41	261840	
2017-02	3.81	268935	
2017-03	4.03	264231	
2017-06	3.56	270592	
2017-09	3.77	248494	
2017-12	4.03	269749	
2018-03	4.14	279602	
2018-06	4.19	251718	
2018-09	3.94	250984	
2018-12	3.35	252556	
2019-03	4.27	231063	
2019-06	4.42	212075	
2019-09	4.59	207922	
2019-12	4.99	181816	
2020-03	5.27	189234	
2020-06	5.99	198827	
2020-09	5.94	217256	
2020-12	5.53	223385	
2021-03	7.09	190826	
2021-06	6.36	255263	
2021-09	6.97	255838	
2021-12	6.08	268225	
2022-03	5.29	263874	
2022-06	5.34	251688	
2022-09	5	248173	
2022-12	5.22	223873	
2023-03	6.95	177854	
2023-06	6.39	157688	
2023-09	6.58	148057	
2023-12	5.22	164710	
2024-03	6.16	150350	
2024-06	7.32	137085	
2024-09	6.53	136811	
