month	ct_avg_前复权价格	股东人数
1996-12	1.73	37879	
1997-12	1.31	51532	
1998-12	1.58	45891	
1999-12	2.81	11503	
2000-12	8.23	9756	
2001-12	9.38	5622	
2002-06	9.59	5014	
2002-09	9.84	5206	
2002-12	10.02	5215	
2003-03	10.02	5263	
2003-06	4.9	42662	
2003-09	4.17	39326	
2003-12	3.63	37527	
2004-03	4.59	37140	
2004-06	3.69	31799	
2004-09	3.41	31878	
2004-12	3.13	33543	
2005-03	2.49	32594	
2005-06	1.61	31496	
2005-09	2.04	29171	
2005-12	1.91	27197	
2006-03	2.3	28027	
2006-06	3.26	35496	
2006-09	3.28	32783	
2006-12	4.1	39448	
2007-03	10.64	37647	
2007-06	10.79	35525	
2007-09	18.17	29753	
2007-12	16.35	33402	
2008-03	17.18	23725	
2008-06	11.68	27044	
2008-09	10.42	23304	
2008-12	12.52	20236	
2009-03	19.5	15469	
2009-06	22.21	13187	
2009-09	24.33	15219	
2009-12	26.3	25456	
2010-03	27.71	21603	
2010-06	25.24	30659	
2010-09	28.3	31160	
2010-12	40.84	28326	
2011-03	45.88	160299	
2011-06	36.51	188203	
2011-09	31.75	185739	
2011-12	21.11	200019	
2012-03	23.68	190605	
2012-06	22.49	179563	
2012-09	16.76	176070	
2012-12	17.51	170535	
2013-03	18.08	167215	
2013-06	14.64	161809	
2013-09	13.68	161114	
2013-12	12.49	158262	
2014-03	10.84	155971	
2014-06	10.89	152390	
2014-09	13.74	142089	
2014-12	21.33	157569	
2015-03	23.56	192437	
2015-06	26.17	154314	
2015-09	20.53	320456	
2015-12	21.46	310633	
2016-03	16.46	297559	
2016-06	15.18	295894	
2016-09	15.9	273995	
2016-12	17.13	261840	
2017-02	18.72	268935	
2017-03	19.8	264231	
2017-06	17.56	270592	
2017-09	18.62	248494	
2017-12	19.87	269749	
2018-03	20.45	279602	
2018-06	20.86	251718	
2018-09	19.65	250984	
2018-12	16.69	252556	
2019-03	21.28	231063	
2019-06	22.04	212075	
2019-09	23.16	207922	
2019-12	25.2	181816	
2020-03	26.63	189234	
2020-06	30.26	198827	
2020-09	30.3	217256	
2020-12	28.17	223385	
2021-03	36.17	190826	
2021-06	32.41	255263	
2021-09	36.13	255838	
2021-12	31.52	268225	
2022-03	27.13	263874	
2022-06	27.69	251688	
2022-09	26.09	248173	
2022-12	28.41	223873	
2023-03	37.79	177854	
2023-06	35.22	157688	
2023-09	36.6	148057	
2023-12	29.02	164710	
2024-03	34.28	150350	
2024-06	40.72	137085	
2024-09	37.33	136811	
