month	ct_avg_Tdx收盘价	股东人数
2007-09	39.9	225	
2007-12	32.67	220	
2008-03	26.63	219	
2008-06	22.78	219	
2008-09	13.81	230	
2008-12	12.6	259	
2009-03	13.66	263	
2009-06	16.65	263	
2009-09	14.44	267	
2009-12	16.11	260	
2010-03	15.67	259	
2010-06	11.95	267	
2010-09	14.28	262	
2010-12	23.04	245	
2011-03	24.11	244	
2011-06	17.88	252	
2011-09	14.26	256	
2011-12	14.57	261	
2012-03	17.56	258	
2012-06	16.63	262	
2012-09	16.35	262	
2012-12	15.95	249	
2013-03	17.03	243	
2013-06	15.25	246	
2013-09	17.66	232	
2013-12	23.12	225	
2014-03	18.17	225	
2014-06	17.11	231	
