month	ct_avg_前复权价格	股东人数
2007-09	1	225	
2007-12	0.82	220	
2008-03	0.67	219	
2008-06	0.57	219	
2008-09	0.35	230	
2008-12	0.32	259	
2009-03	0.34	263	
2009-06	0.42	263	
2009-09	0.37	267	
2009-12	0.41	260	
2010-03	0.4	259	
2010-06	0.31	267	
2010-09	0.37	262	
2010-12	0.6	245	
2011-03	0.62	244	
2011-06	0.46	252	
2011-09	0.37	256	
2011-12	0.38	261	
2012-03	0.46	258	
2012-06	0.43	262	
2012-09	0.43	262	
2012-12	0.42	249	
2013-03	0.45	243	
2013-06	0.41	246	
2013-09	0.47	232	
2013-12	0.62	225	
2014-03	0.49	225	
2014-06	0.46	231	
