month	ct_avg_Tdx收盘价	人均持股
2007-09	39.9	6821564	
2007-12	32.67	6976600	
2008-03	26.63	7008457	
2008-06	22.78	7008457	
2008-09	13.81	6673270	
2008-12	12.6	5926069	
2009-03	13.66	5835939	
2009-06	16.65	5835939	
2009-09	14.44	5748509	
2009-12	16.11	5903277	
2010-03	15.67	5926069	
2010-06	11.95	5748509	
2010-09	14.28	5858214	
2010-12	23.04	6264702	
2011-03	24.11	6290377	
2011-06	17.88	6090683	
2011-09	14.26	5995516	
2011-12	14.57	5880659	
2012-03	17.56	5949039	
2012-06	16.63	5858214	
2012-09	16.35	5858214	
2012-12	15.95	6164064	
2013-03	17.03	6316263	
2013-06	15.25	6239236	
2013-09	17.66	6615741	
2013-12	23.12	6821564	
2014-03	18.17	8049440	
2014-06	17.11	7840364	
