month	ct_avg_Tdx收盘价	人均持股
2003-06	13.35	2017	
2003-09	10.81	2106	
2003-12	8.92	2213	
2004-03	14.14	3481	
2004-06	8.4	4535	
2004-09	6.9	3587	
2004-12	6.91	3020	
2005-03	5.49	2987	
2005-06	4.63	3498	
2005-09	6.29	4510	
2005-12	5.86	7309	
2006-03	5.76	6556	
2006-06	7.59	7981	
2006-09	8.73	9416	
2006-12	9.75	14428	
2007-03	12.59	9536	
2007-06	12.88	8020	
2007-09	17.19	11193	
2007-12	16.94	6872	
2008-03	16.82	6385	
2008-06	5.47	8068	
2008-09	3.54	6640	
2008-12	3.33	7894	
2009-03	4.16	6765	
2009-06	4.92	6720	
2009-09	5.23	6778	
2009-12	8.28	9312	
2010-03	9.83	5670	
2010-06	11.96	4668	
2010-09	12.87	4779	
2010-12	11.82	4386	
2011-03	11.14	4450	
2011-06	8.24	4521	
2011-09	7.54	4755	
2011-12	5.68	4879	
2012-03	6.2	5019	
2012-06	5.07	5185	
2012-09	4.76	5297	
2012-12	4.02	5457	
2013-03	4.92	5556	
2013-06	5.98	6089	
2013-09	6.54	6354	
2013-12	6.49	6875	
2014-03	8.44	7486	
2014-06	8.45	7707	
2014-09	11.26	8795	
2015-03	15.16	8409	
2015-06	25.8	9013	
2015-09	13.56	10264	
2016-06	18.51	10219	
2016-09	18.65	13067	
2016-12	18.08	12579	
2017-03	19.11	13818	
2017-06	15.75	13090	
2017-09	17.28	13402	
2017-12	21.8	10774	
2018-03	20.85	11273	
2018-06	17.49	9727	
2018-09	13.41	9947	
2018-12	9.48	9881	
2019-03	14.52	8467	
2019-06	13.22	7824	
2019-09	18.17	9404	
2019-12	22.67	8206	
2020-03	23.75	5767	
2020-06	29.26	5553	
2020-09	36.5	3888	
2020-12	41.47	4438	
2021-03	35.86	4263	
2021-06	35.62	3909	
2021-09	32.9	4395	
2021-12	31.72	4621	
2022-03	26.02	4979	
2022-06	25.13	4866	
2022-09	23.57	5024	
2022-12	24.1	5286	
2023-03	30.66	6271	
2023-06	31.89	6658	
2023-09	31.24	7372	
2023-12	29.32	7877	
2024-03	28.49	6248	
2024-06	29.7	7775	
2024-09	29.87	8021	
