month	ct_avg_Tdx收盘价	股东人数
2003-06	13.35	27274	
2003-09	10.81	26121	
2003-12	8.92	24858	
2004-03	14.14	15798	
2004-06	8.4	19405	
2004-09	6.9	24531	
2004-12	6.91	29142	
2005-03	5.49	29458	
2005-06	4.63	25159	
2005-09	6.29	19514	
2005-12	5.86	15893	
2006-03	5.76	17718	
2006-06	7.59	14554	
2006-09	8.73	12336	
2006-12	9.75	12057	
2007-03	12.59	21545	
2007-06	12.88	25619	
2007-09	17.19	18355	
2007-12	16.94	29898	
2008-03	16.82	46999	
2008-06	5.47	74386	
2008-09	3.54	90385	
2008-12	3.33	94400	
2009-03	4.16	110147	
2009-06	4.92	110892	
2009-09	5.23	109940	
2009-12	8.28	80023	
2010-03	9.83	131423	
2010-06	11.96	159635	
2010-09	12.87	155944	
2010-12	11.82	194523	
2011-03	11.14	191726	
2011-06	8.24	188722	
2011-09	7.54	179412	
2011-12	5.68	174874	
2012-03	6.2	169997	
2012-06	5.07	164531	
2012-09	4.76	161064	
2012-12	4.02	156336	
2013-03	4.92	153549	
2013-06	5.98	140112	
2013-09	6.54	134276	
2013-12	6.49	124087	
2014-03	8.44	113969	
2014-06	8.45	110690	
2014-09	11.26	97004	
2015-03	15.16	101457	
2015-06	25.8	94654	
2015-09	13.56	83119	
2016-06	18.51	96345	
2016-09	18.65	75350	
2016-12	18.08	78272	
2017-03	19.11	71251	
2017-06	15.75	75217	
2017-09	17.28	73464	
2017-12	21.8	91385	
2018-03	20.85	87342	
2018-06	17.49	101222	
2018-09	13.41	98981	
2018-12	9.48	99644	
2019-03	14.52	116290	
2019-06	13.22	125832	
2019-09	18.17	104698	
2019-12	22.67	119983	
2020-03	23.75	170729	
2020-06	29.26	217702	
2020-09	36.5	310930	
2020-12	41.47	306423	
2021-03	35.86	319016	
2021-06	35.62	347883	
2021-09	32.9	364703	
2021-12	31.72	385112	
2022-03	26.02	357413	
2022-06	25.13	365733	
2022-09	23.57	354221	
2022-12	24.1	336637	
2023-03	30.66	283785	
2023-06	31.89	268402	
2023-09	31.24	242623	
2023-12	29.32	227090	
2024-03	28.49	286346	
2024-06	29.7	230147	
2024-09	29.87	223079	
