month	ct_avg_前复权价格	股东人数
2018-06	1.03	699766.5	
2018-09	0.73	431031	
2018-12	0.6	378522	
2019-03	0.77	303691	
2019-06	0.62	277998	
2019-09	0.76	241112	
2019-12	0.91	196766	
2020-03	0.76	238181	
2020-06	0.73	241306	
2020-09	0.71	245318	
2020-12	0.7	222140	
2021-03	0.71	205735	
2021-06	0.64	216649	
2021-09	0.63	208256	
2021-12	0.62	189368	
2022-03	0.55	196750	
2022-06	0.51	196930	
2022-09	0.5	187398	
2022-12	0.52	178028	
2023-03	0.75	148451	
2023-06	1.21	156715	
2023-09	1.1	202276	
2023-12	0.84	188402	
2024-03	1.35	290031	
2024-06	1.5	191716	
2024-09	1.16	265880	
