month	ct_avg_前复权价格	人均持股
2018-06	1.03	1642.5	
2018-09	0.73	2594	
2018-12	0.6	2953	
2019-03	0.77	3681	
2019-06	0.62	5787	
2019-09	0.76	6672	
2019-12	0.91	9345	
2020-03	0.76	7720	
2020-06	0.73	7742	
2020-09	0.71	7631	
2020-12	0.7	13039	
2021-03	0.71	14103	
2021-06	0.64	14026	
2021-09	0.63	14601	
2021-12	0.62	104255	
2022-03	0.55	100360	
2022-06	0.51	100512	
2022-09	0.5	105633	
2022-12	0.52	111193	
2023-03	0.75	133369	
2023-06	1.21	126378	
2023-09	1.1	98043	
2023-12	0.84	105265	
2024-03	1.35	68389	
2024-06	1.5	103601	
2024-09	1.16	74704	
