month	ct_avg_Tdx收盘价	ct_avg_noise_avg_Tdx收盘价
2003-10	21.59	-86.06	
2003-11	23.08	-64.24	
2003-12	24.09	-35.35	
2004-01	27.38	3.98	
2004-02	28.3	23.35	
2004-03	32.81	54.7	
2004-04	37.62	77.76	
2004-05	36.53	78.28	
2004-06	34.66	69.16	
2004-07	29.51	41.56	
2004-08	29.71	21.02	
2004-09	31.55	22.24	
2004-10	37.28	61.61	
2004-11	38	70.58	
2004-12	36.39	65.1	
2005-01	38.18	81.65	
2005-02	40.58	91.35	
2005-03	46.41	92.2	
2005-04	49.66	92.64	
2005-05	48.15	86.35	
2005-06	48.74	81.97	
2005-07	52.26	93.58	
2005-08	48.65	72.79	
2005-09	49.92	69.77	
2005-10	47.17	33.09	
2005-11	46.1	9.7	
2005-12	43.74	-20.9	
2006-01	46.1	-16.18	
2006-02	55.23	27.2	
2006-04	82.89	68.37	
2006-05	44	63.21	
2006-06	46.39	28.73	
2006-07	45.36	-4.59	
2006-08	44.13	-34.32	
2006-09	45.68	-27.81	
2006-10	51.2	9.93	
2006-11	60.54	53.13	
2006-12	77.42	92.55	
2007-01	99.99	98.03	
2007-02	97.91	88.27	
2007-03	96.71	81.82	
2007-04	96.07	76.57	
2007-05	98.7	76.07	
2007-06	117.76	94.73	
2007-07	118.97	90.58	
2007-08	144.18	98.68	
2007-09	146.76	89.33	
2007-10	180.66	97.92	
2007-11	179.46	89.61	
2007-12	203.34	96.52	
2008-01	216.76	94.56	
2008-02	201.6	79.23	
2008-03	201.37	72.96	
2008-04	176.75	35.67	
2008-05	176.59	22.32	
2008-06	150.53	-13.26	
2008-07	151.27	-23.14	
2008-08	148.06	-39.29	
2008-09	129.94	-57.38	
2008-10	103.73	-80.09	
2008-11	95.53	-83.84	
2008-12	112.61	-71.66	
2009-01	103.91	-82.5	
2009-02	118.39	-58.13	
2009-03	116.75	-45.82	
2009-04	119.82	-24.36	
2009-05	116.37	-30.2	
2009-06	132.18	15.95	
2009-07	148.5	44.18	
2009-08	158.33	63.01	
2009-09	162.76	77.03	
2009-10	161.11	76.01	
2009-11	166.93	83.38	
2009-12	171.54	87	
2010-01	166.53	73.08	
2010-02	169.38	82.8	
2010-03	161.3	43.71	
2010-04	145.47	-0.77	
2010-05	131.86	-36.41	
2010-06	134.31	-46.01	
2010-07	133.81	-55.76	
2010-08	150.23	-24.96	
2010-09	165.28	18.09	
2010-10	166.02	35.49	
2010-11	179.58	50.16	
2010-12	194.22	63.51	
2011-01	177.21	52.23	
2011-02	182.4	62.44	
2011-03	181.3	64.67	
2011-04	177.2	46.62	
2011-05	191.47	75.36	
2011-06	206.63	92.56	
2011-07	198.2	84.52	
2011-08	207.98	92.16	
2011-09	199.86	72.96	
2011-10	196.37	50.06	
2011-11	206.41	74.51	
2011-12	199.68	58.64	
2012-01	185.23	-0.77	
2012-02	191.77	-14.24	
2012-03	202.2	25.89	
2012-04	211.88	57.41	
2012-05	226.54	74.23	
2012-06	239.69	92.5	
2012-07	251.95	95.21	
2012-08	238.04	77.56	
2012-09	237.54	67.48	
2012-10	245.79	81.55	
2012-11	227.43	44.56	
2012-12	206.9	-10.09	
2013-01	199.76	-32.81	
2013-02	180.46	-55.59	
2013-03	174.17	-66.54	
2013-04	171.41	-73.41	
2013-05	193.73	-54.83	
2013-06	193.92	-47.06	
2013-07	185.55	-52.87	
2013-08	174.44	-79.63	
2013-09	145.59	-89.76	
2013-10	139.48	-91.37	
2013-11	140.51	-88.35	
2013-12	132.38	-97	
2014-01	126.58	-92.35	
2014-02	142.82	-65.29	
2014-03	162.68	-24.62	
2014-04	169.16	7.06	
2014-05	155.29	0.22	
2014-06	151.65	-8.97	
2014-07	152.76	-17.2	
2014-08	160.81	27.08	
2014-09	161.42	42.22	
2014-10	157.93	32.84	
2014-11	153.34	-3.62	
2014-12	178.37	58.27	
2015-01	184.7	78.75	
2015-02	181.51	84.05	
2015-03	192.49	93.18	
2015-04	225.82	98.98	
2015-05	257.82	96.87	
2015-06	256.42	88.94	
2015-07	234.55	70.81	
2015-08	199.91	31.72	
2015-09	195.21	6.79	
2015-10	204.74	8.04	
2015-11	214.97	19.05	
2015-12	217.9	25.16	
2016-01	202.81	-10.09	
2016-02	206.47	-25.84	
2016-03	233.89	33.81	
2016-04	245.71	62.9	
2016-05	253.32	72.62	
2016-06	277.34	81.34	
2016-07	311.67	92.52	
2016-08	308.72	86.8	
2016-09	299.45	74.2	
2016-10	308.65	84.04	
2016-11	315.26	88.8	
2016-12	327.18	93.95	
2017-01	348.21	98.01	
2017-02	352.19	95.63	
2017-03	375.6	98.37	
2017-04	401.41	99.21	
2017-05	427.51	98.48	
2017-06	466.82	98.54	
2017-07	463.22	89.88	
2017-08	488.77	97.98	
2017-09	495.49	93.79	
2017-10	573.52	99.79	
2017-11	656.18	96.43	
2017-12	661.08	92.52	
2018-01	758.5	97.97	
2018-02	720.87	85.12	
2018-03	722.21	82.26	
2018-04	682.99	57.24	
2018-05	718.58	68.1	
2018-06	764.86	82.95	
2018-07	728.58	71.31	
2018-08	674.55	22.2	
2018-09	670.43	-3.57	
2018-10	639.09	-21.38	
2018-11	563.22	-53.17	
2018-12	584.22	-56.78	
2019-01	648.36	-34.66	
2019-02	729.17	9.4	
2019-03	780.53	32.23	
2019-04	925.97	59.35	
2019-05	893.51	64.47	
2019-06	929.21	82.71	
2019-07	976.56	90.68	
2019-08	1038.81	94.64	
2019-09	1138.11	97.14	
2019-10	1173.25	96.73	
2019-11	1202.04	96.77	
2019-12	1151.94	77.19	
2020-01	1096.08	53.46	
2020-02	1078.25	38.75	
2020-03	1089.24	30.52	
2020-04	1202.93	54.17	
2020-05	1336.96	84.23	
2020-06	1423.5	96.61	
2020-07	1656.73	97.59	
2020-08	1681.96	92.86	
2020-09	1707.59	88.8	
2020-10	1703.41	86.05	
2020-11	1723.63	88.56	
2020-12	1837.58	98.52	
2021-01	2095.01	98.12	
2021-02	2299.47	97.38	
2021-03	2023.66	78.34	
2021-04	2062.17	79.59	
2021-05	2061.75	66.07	
2021-06	2151.94	79.55	
2021-07	1928.39	33.93	
2021-08	1661.33	-17.29	
2021-09	1685.65	-28.57	
2021-10	1858.65	-21.09	
2021-11	1836.06	-24.84	
2021-12	2063.03	22.52	
2022-01	1944.1	18.8	
2022-02	1852.32	-7.37	
2022-03	1750.51	-39.29	
2022-04	1779.47	-48.68	
2022-05	1772.47	-59.4	
2022-06	1911.47	-21.77	
2022-07	1961.25	21.85	
2022-08	1897.74	32.03	
2022-09	1859.07	2.72	
2022-10	1603.72	-43.75	
2022-11	1524.74	-73.09	
2022-12	1726.02	-66.96	
2023-01	1844.33	-32.03	
2023-02	1826.75	-9.11	
2023-03	1779.76	-18.32	
2023-04	1751.97	-31.91	
2023-05	1708.06	-58.48	
2023-06	1703.72	-63.3	
2023-07	1756.86	-45.49	
2023-08	1842.1	21.58	
2023-09	1827.22	42.32	
2023-10	1705.9	6.83	
2023-11	1779.73	10.47	
2023-12	1688.78	-39.03	
2024-01	1639.09	-69.24	
2024-02	1679.33	-76.02	
2024-03	1701.58	-59.44	
2024-04	1680.46	-61.79	
2024-05	1705.18	-42.32	
2024-06	1546.93	-85.01	
2024-07	1457.73	-94.25	
2024-08	1416.01	-95.94	
2024-09	1395.33	-94.92	
2024-10	1565.79	-54.27	
2024-11	1554.5	-40.77	
2024-12	1532.74	-41.64	
2025-01	1452.92	-64.38	
