month	ct_avg_Tdx收盘价	人均持股
1997-12	8.62	1186	
1998-06	8.99	1260	
1998-12	7.37	1201	
1999-06	10.35	1301	
1999-12	9.81	1253	
2000-06	13.68	1233	
2000-12	17.52	1696	
2001-12	13.38	1332	
2002-06	11.12	1373	
2002-09	11.47	1368	
2002-12	9.44	1383	
2003-03	9.6	1399	
2003-06	9.11	1409	
2003-09	8.07	1423	
2003-12	7.55	1424	
2004-03	8.44	1466	
2004-06	6.83	1498	
2004-09	6.36	1518	
2004-12	6.36	1542	
2005-03	5.93	1466	
2005-06	4.41	1584	
2005-09	4.84	1619	
2005-12	4.27	1654	
2006-03	5.96	1749	
2006-06	6.74	2297	
2006-09	8.21	2685	
2006-12	10.52	3442	
2007-03	17.08	5095	
2007-06	31.24	3392	
2007-09	43.9	4531	
2007-12	43.36	3327	
2008-03	41.93	3637	
2008-06	17.08	3925	
2008-09	10.01	3633	
2008-12	8.05	3330	
2009-03	17.16	3633	
2009-06	19.15	3395	
2009-09	27.88	3606	
2009-12	28.18	3134	
2010-03	25.95	3529	
2010-06	39.9	3925	
2010-09	66.36	3457	
2010-12	68.96	2522	
2011-03	83.61	3551	
2011-06	72.87	3297	
2011-09	58	3096	
2011-12	39.63	3084	
2012-03	64.07	3314	
2012-06	43.81	4323	
2012-09	33.65	3898	
2012-12	34.6	4401	
2013-03	30.81	3988	
2013-06	24.45	4063	
2013-09	29.11	4337	
2013-12	24.16	4276	
2014-03	20.37	4230	
2014-06	19.27	4331	
2014-09	22.25	4603	
2014-12	25.02	5109	
2015-03	26.32	5597	
2015-06	22.84	6571	
2015-09	13.2	7163	
2015-12	14.19	7010	
2016-03	12.6	7576	
2016-06	13.96	11522	
2016-09	12.81	11661	
2016-12	12.68	12648	
2017-03	12.66	13144	
2017-06	11.12	13293	
2017-09	17.8	10376	
2017-12	13.59	10061	
2018-03	13.22	10286	
2018-06	11.7	10651	
2018-09	9.78	10802	
2018-12	9.38	11084	
2019-03	11.29	11285	
2019-06	13.09	10135	
2019-09	11.51	10821	
2019-12	10.39	11072	
2020-03	9.02	11478	
2020-06	9.63	11651	
2020-09	11.46	10975	
2020-12	12.68	11626	
2021-03	20.66	9025	
2021-06	20.78	10547	
2021-09	52.3	8962	
2021-12	49.42	6986	
2022-03	42.16	7634	
2022-06	37.68	6705	
2022-09	29.37	6358	
2022-12	26.01	6284	
2023-03	26.64	6348	
2023-06	23.85	6620	
2023-09	22.21	6815	
2023-12	19.09	7069	
2024-03	19.54	7294	
2024-06	17.75	7465	
2024-09	17.03	7652	
