month	ct_avg_前复权价格	股东人数
1997-12	1.08	60706	
1998-06	1.58	88878	
1998-12	1.3	93222	
1999-06	1.83	86110	
1999-12	1.75	89385	
2000-06	2.66	118118	
2000-12	3.41	85845	
2001-12	2.62	109319	
2002-06	2.21	106063	
2002-09	2.27	106409	
2002-12	1.87	105283	
2003-03	1.9	104052	
2003-06	1.81	103371	
2003-09	1.61	102284	
2003-12	1.5	102235	
2004-03	1.68	99350	
2004-06	1.36	97223	
2004-09	1.26	95900	
2004-12	1.26	94445	
2005-03	1.18	99350	
2005-06	0.88	91915	
2005-09	0.96	89918	
2005-12	0.85	88045	
2006-03	1.18	83252	
2006-06	1.77	83689	
2006-09	2.15	71570	
2006-12	2.76	55832	
2007-03	4.48	37719	
2007-06	8.21	60852	
2007-09	11.54	45555	
2007-12	11.3	62045	
2008-03	11.03	56763	
2008-06	9	105185	
2008-09	5.23	113638	
2008-12	4.24	123995	
2009-03	9.04	113638	
2009-06	10.09	145241	
2009-09	14.69	136776	
2009-12	14.83	157381	
2010-03	13.67	139740	
2010-06	21.05	125649	
2010-09	35.01	142635	
2010-12	36.39	195556	
2011-03	44.12	138882	
2011-06	57.73	224379	
2011-09	45.95	238903	
2011-12	31.4	239884	
2012-03	50.76	223208	
2012-06	69.71	342245	
2012-09	53.54	379521	
2012-12	55.05	336194	
2013-03	49.02	370940	
2013-06	39.19	364094	
2013-09	46.65	341114	
2013-12	38.71	345966	
2014-03	32.65	349790	
2014-06	31.19	341563	
2014-09	36.02	321441	
2014-12	40.16	289595	
2015-03	42.23	264348	
2015-06	55.19	337748	
2015-09	31.89	309804	
2015-12	34.3	316596	
2016-03	30.44	292918	
2016-06	33.77	315310	
2016-09	31.03	311564	
2016-12	30.71	287246	
2017-03	30.65	276403	
2017-06	26.94	273316	
2017-09	43.15	350135	
2017-12	32.94	361086	
2018-03	32.05	353217	
2018-06	28.37	341089	
2018-09	23.77	336346	
2018-12	22.81	327761	
2019-03	27.45	321948	
2019-06	31.89	358465	
2019-09	28.1	335729	
2019-12	25.35	328129	
2020-03	22.01	316518	
2020-06	23.5	311820	
2020-09	27.98	331027	
2020-12	30.94	312493	
2021-03	50.43	402534	
2021-06	50.76	344468	
2021-09	128.09	405387	
2021-12	121.02	520044	
2022-03	102.39	475932	
2022-06	92.43	541858	
2022-09	72.84	571416	
2022-12	64.49	575251	
2023-03	66.07	569437	
2023-06	59.17	546111	
2023-09	55.47	530422	
2023-12	47.67	511377	
2024-03	48.81	495593	
2024-06	44.39	484275	
2024-09	42.7	472404	
