month	ct_avg_Tdx收盘价	人均持股
2016-09	52.52	418.5	
2016-12	68.33	1271	
2017-02	55.5	1391	
2017-06	75.25	2477	
2017-09	121.23	7691	
2017-12	99.12	8301	
2018-03	116.78	9066	
2018-06	48.41	15410	
2018-09	41.37	15812	
2018-12	51.69	16307	
2019-03	62.53	15350	
2019-06	50.89	10365	
2019-09	31.74	32605	
2019-12	45.54	26890	
2020-03	50.8	19124	
2020-06	62.91	25159	
2020-09	86.1	25780	
2020-12	121.71	24777	
2021-02	126.65	11962	
2021-03	114.27	14817	
2021-06	193.08	21439	
2021-09	285	23991	
2021-12	249.82	15979	
2022-03	223.74	17067	
2022-06	240.92	22661	
2022-09	183.67	16803	
2022-12	136.26	13796	
2023-02	137.36	9847	
2023-03	111.67	8836	
2023-06	93.77	9015	
2023-09	62.21	8857	
2023-12	54.85	8406	
2024-03	44.31	8172	
2024-06	35.76	8487	
2024-09	26.88	8628	
