month	ct_avg_Tdx收盘价	股东人数
2016-09	52.52	48965.5	
2016-12	68.33	26348	
2017-02	55.5	24062	
2017-06	75.25	13519	
2017-09	121.23	8175	
2017-12	99.12	7574	
2018-03	116.78	6935	
2018-06	48.41	8160	
2018-09	41.37	8036	
2018-12	51.69	7796	
2019-03	62.53	8282	
2019-06	50.89	12274	
2019-09	31.74	15989	
2019-12	45.54	19380	
2020-03	50.8	27249	
2020-06	62.91	20737	
2020-09	86.1	20448	
2020-12	121.71	21652	
2021-02	126.65	44848	
2021-03	114.27	41162	
2021-06	193.08	28637	
2021-09	285	30947	
2021-12	249.82	46438	
2022-03	223.74	43546	
2022-06	240.92	32748	
2022-09	183.67	44161	
2022-12	136.26	53785	
2023-02	137.36	75356	
2023-03	111.67	84240	
2023-06	93.77	82625	
2023-09	62.21	83928	
2023-12	54.85	98774	
2024-03	44.31	101585	
2024-06	35.76	97226	
2024-09	26.88	95385	
