month	ct_avg_Tdx收盘价	ct_avg_前复权价格	deviate_avg_100_ct_avg_Tdx收盘价	ct_avg_noise_avg_Tdx收盘价	deviate_avg_100_ct_avg_前复权价格	ct_avg_noise_avg_前复权价格
2008-03	21.25	4.02	0.74	-7.53	1.7	-10.29	
2008-04	15.61	2.95	0.28	-42.48	0.95	-44.69	
2008-05	16.06	3.03	0.31	-50.89	0.98	-54.02	
2008-06	11.68	2.21	-0.05	-73.22	0.44	-75.89	
2008-07	11.26	2.13	-0.08	-79.11	0.37	-80.16	
2008-08	8.33	1.58	-0.32	-92.22	0.02	-92.86	
2008-09	7.03	1.33	-0.42	-92.39	-0.14	-92.95	
2008-10	5.61	1.06	-0.53	-97.59	-0.32	-97.95	
2008-11	5.85	1.11	-0.51	-87.1	-0.28	-87.05	
2008-12	6.76	1.28	-0.43	-70.96	-0.17	-70.85	
2009-01	7.12	1.35	-0.4	-56.49	-0.13	-56.85	
2009-02	8.57	1.63	-0.27	-35.01	0.05	-34.11	
2009-03	8.59	1.62	-0.26	-22.53	0.04	-21.91	
2009-04	9.82	1.86	-0.15	9.46	0.19	10.76	
2009-05	9.98	1.89	-0.13	21.06	0.21	22.67	
2009-06	10.49	2	-0.08	38.39	0.27	41.56	
2009-07	12.56	2.4	0.1	53.61	0.52	55.9	
2009-08	12.65	2.42	0.11	55.14	0.52	57.23	
2009-09	10.49	2	-0.07	34.33	0.26	35.27	
2009-10	10.73	2.05	-0.05	26.06	0.28	25.78	
2009-11	12.77	2.44	0.14	54.64	0.52	56.08	
2009-12	13.41	2.56	0.2	71.58	0.58	73.02	
2010-01	12.67	2.42	0.14	63.62	0.48	65.67	
2010-02	11.14	2.13	0	22.26	0.3	25.71	
2010-03	11.52	2.2	0.04	20.9	0.33	21.04	
2010-04	11.66	2.23	0.05	20.07	0.34	19.9	
2010-05	9.5	1.82	-0.14	-37.17	0.09	-38.08	
2010-06	8.77	1.68	-0.2	-60.95	0.01	-61.61	
2010-07	8.19	1.59	-0.25	-71.6	-0.05	-70.9	
2010-08	9.06	1.75	-0.17	-66.56	0.04	-65.67	
2010-09	9.28	1.79	-0.15	-56.06	0.06	-55.03	
2010-10	11.08	2.14	0.02	-14.9	0.26	-11.72	
2010-11	10.53	2.03	-0.03	2.52	0.19	5.44	
2010-12	9.54	1.84	-0.12	-37.69	0.08	-33.77	
2011-01	9.39	1.81	-0.13	-49.46	0.05	-46.7	
2011-02	10.19	1.98	-0.06	-23.6	0.14	-17.74	
2011-03	10.81	2.09	0	30.59	0.2	33.73	
2011-04	10.73	2.07	-0.01	43.47	0.18	47.98	
2011-05	9.65	1.86	-0.11	1.27	0.05	3.23	
2011-06	9.33	1.81	-0.14	-25.81	0.02	-26.11	
2011-07	9.41	1.84	-0.13	-38.9	0.03	-36.65	
2011-08	8.51	1.66	-0.21	-66.38	-0.07	-65.26	
2011-09	7.97	1.56	-0.26	-82.86	-0.13	-84.48	
2011-10	7.67	1.5	-0.29	-94.87	-0.17	-93.53	
2011-11	7.59	1.48	-0.29	-91.56	-0.18	-91.72	
2011-12	6.72	1.31	-0.37	-99.57	-0.28	-99.39	
2012-01	6.81	1.33	-0.36	-88.57	-0.27	-88.1	
2012-02	7.34	1.43	-0.31	-70	-0.22	-69.55	
2012-03	7.68	1.5	-0.28	-48.9	-0.18	-48.46	
2012-04	7.4	1.46	-0.31	-57.2	-0.21	-51.68	
2012-05	7.56	1.5	-0.29	-34.9	-0.19	-25.45	
2012-06	7.04	1.4	-0.34	-61.18	-0.25	-47.45	
2012-07	6.66	1.32	-0.37	-78.73	-0.29	-73.42	
2012-08	6.69	1.33	-0.37	-82.06	-0.28	-78.38	
2012-09	6.6	1.31	-0.37	-83.04	-0.3	-81.03	
2012-10	6.61	1.31	-0.37	-79.27	-0.3	-78.37	
2012-11	6.35	1.26	-0.4	-93.18	-0.33	-88.92	
2012-12	6.57	1.3	-0.37	-71.85	-0.31	-70.37	
2013-01	6.99	1.39	-0.33	-25.98	-0.26	-21.61	
2013-02	7.14	1.41	-0.32	5.65	-0.26	6.13	
2013-03	6.59	1.3	-0.37	-29.68	-0.32	-30.74	
2013-04	6.3	1.25	-0.4	-63.05	-0.35	-63	
2013-05	6.24	1.25	-0.4	-71.8	-0.35	-67.61	
2013-06	5.46	1.1	-0.48	-89.5	-0.43	-83.3	
2013-07	4.67	0.94	-0.55	-96.86	-0.51	-95.15	
2013-08	4.95	1	-0.53	-82.79	-0.48	-82.22	
2013-09	5.33	1.08	-0.49	-67.01	-0.44	-66.4	
2013-10	5.38	1.09	-0.48	-57.19	-0.44	-56.55	
2013-11	5.16	1.04	-0.5	-68.67	-0.47	-67.6	
2013-12	5.25	1.06	-0.5	-53.37	-0.46	-51.58	
2014-01	4.93	1	-0.53	-76.74	-0.49	-75.68	
2014-02	5.05	1.02	-0.51	-70.48	-0.48	-70.03	
2014-03	4.82	0.97	-0.54	-85.25	-0.51	-83.67	
2014-04	4.97	1	-0.52	-70.62	-0.49	-69.13	
2014-05	4.87	1.01	-0.53	-83.7	-0.49	-60.8	
2014-06	4.95	1.03	-0.52	-62.68	-0.48	-25.98	
2014-07	5.39	1.12	-0.48	-6.37	-0.43	19.45	
2014-08	5.94	1.24	-0.43	48.85	-0.38	64.12	
2014-09	6.64	1.38	-0.36	76.19	-0.31	82.1	
2014-10	6.79	1.42	-0.34	85.67	-0.29	86.11	
2014-11	7.2	1.5	-0.31	92.05	-0.25	92.41	
2014-12	8.61	1.79	-0.17	95.96	-0.1	97.79	
2015-01	9.57	2	-0.08	95.8	0	95.71	
2015-02	8.34	1.74	-0.2	78.16	-0.13	78.33	
2015-03	10.45	2.18	0	94.52	0.08	94.48	
2015-04	11.85	2.47	0.13	98.09	0.22	98.21	
2015-05	11.43	2.38	0.09	88.08	0.17	88.04	
2015-06	12.18	2.55	0.16	91.28	0.25	91.71	
2015-07	8.28	1.73	-0.21	31.53	-0.15	31.41	
2015-08	7.58	1.59	-0.27	-1.74	-0.21	-2.17	
2015-09	6.66	1.4	-0.35	-29.81	-0.3	-30.8	
2016-01	5.96	1.35	-0.41	-43.57	-0.27	-70.49	
2016-02	6.3	1.32	-0.36	-48.04	-0.26	-81.43	
2016-03	6.9	1.45	-0.29	-43.87	-0.18	-46.39	
2016-04	7.35	1.56	-0.22	-36.79	-0.09	-8.39	
2016-05	6.74	1.44	-0.26	-58.43	-0.14	-20.83	
2016-06	7.39	1.55	-0.18	-35.29	-0.06	11.74	
2016-07	7.9	1.66	-0.1	-10.67	0.02	39.58	
2016-08	7.63	1.69	-0.11	7.92	0.04	54.35	
2016-09	2.99	1.6	-0.64	-70.71	0	43.48	
2016-10	3	1.59	-0.63	-89.06	-0.01	34.65	
2016-11	3.4	1.81	-0.58	-83.4	0.14	68.99	
2016-12	3.26	1.74	-0.59	-85.88	0.09	65.18	
2017-01	3.24	1.72	-0.59	-85.27	0.07	55.66	
2017-02	3.43	1.83	-0.56	-60.86	0.14	84.03	
2017-03	3.35	1.78	-0.57	-60.21	0.11	72.44	
2017-04	3.44	1.83	-0.55	-43.45	0.13	82.44	
2017-05	3.25	1.73	-0.58	-60.22	0.07	53.21	
2017-06	3.27	1.74	-0.57	-63.31	0.07	29.1	
2017-07	3.48	1.88	-0.54	-12.03	0.15	72.83	
2017-08	3.9	2.11	-0.48	20.38	0.29	92.97	
