month	ct_avg_前复权价格	股东人数
2017-03	1.16	39057.5	
2017-06	1.54	15737	
2017-09	1.44	12727	
2017-12	1.62	10314	
2018-03	1.94	9349	
2018-06	1.92	7724	
2018-09	1.27	8187	
2018-12	1.17	8497	
2019-03	1.5	7484	
2019-06	1.54	7853	
2019-09	1.66	6981	
2019-12	1.49	7364	
2020-03	1.46	9563	
2020-06	1.61	8020	
2020-09	2.16	10231	
2020-12	2.54	9413	
2021-03	3.02	10004	
2021-06	3.01	12865	
2021-09	2.83	11911	
2021-12	2.69	9408	
2022-03	2.4	11245	
2022-06	2.6	7214	
2022-09	2.55	12868	
2022-12	2.41	9668	
2023-03	2.63	10365	
2023-06	1.96	16046	
2023-09	2.06	13099	
2023-12	1.43	21086	
2024-03	1.39	20869	
2024-06	1.28	20719	
2024-09	1	19881	
