month	ct_avg_Tdx收盘价	人均持股
2017-03	83.67	1062.5	
2017-06	110.98	2638	
2017-09	103.4	3262	
2017-12	116.91	4025	
2018-03	140.04	9574	
2018-06	138.66	11588	
2018-09	90.75	11251	
2018-12	83.64	10840	
2019-03	107.17	12307	
2019-06	109.91	11729	
2019-09	118.05	13549	
2019-12	105.89	12844	
2020-03	103.96	43937	
2020-06	114.73	52391	
2020-09	108.57	58289	
2020-12	128.04	63904	
2021-03	152.26	60209	
2021-06	150.52	47124	
2021-09	141.21	51142	
2021-12	134.39	64748	
2022-03	120.24	54171	
2022-06	129.96	84440	
2022-09	125.63	47339	
2022-12	118.43	63007	
2023-03	129.44	58770	
2023-06	96.68	37963	
2023-09	99.76	46504	
2023-12	68.98	28889	
2024-03	67.2	29189	
2024-06	61.8	29401	
2024-09	45.67	30640	
