month	ct_avg_Tdx收盘价	人均持股
2015-04	33.7	628	
2015-06	89.97	2035	
2015-09	39.19	2410	
2015-12	69.34	1885	
2016-03	43.4	1934	
2016-06	42.34	4442	
2016-09	44.8	4506	
2016-12	43.94	4642	
2017-03	42.05	5554	
2017-04	36.09	5694	
2017-06	29.25	5344	
2017-09	27.24	5261	
2017-12	21.28	5416	
2018-01	20.89	5558	
2018-02	17.78	5668	
2018-03	19.07	5664	
2018-04	19.56	6492	
2018-05	19.79	7151	
2018-06	17.32	7329	
2018-07	16.44	7358	
2018-09	15.06	6595	
2018-11	14.25	7292.5	
2018-12	13.53	7326	
2019-03	15.01	7590	
2019-06	14.21	6981	
2019-09	14.97	7035	
2019-12	14.54	7191	
2020-03	17.39	7515	
2020-04	15.86	10955	
2020-06	17.52	11367	
2020-09	27.53	13487	
2020-10	28.55	14036	
2020-12	37.26	12926	
2021-03	53.19	15519	
2021-05	43.75	15585	
2021-06	46.74	15458	
2021-07	46.23	15180	
2021-09	42.02	16015	
2021-12	42.46	15270	
2022-02	43.18	15230	
2022-03	42.72	13897	
2022-06	48.27	14605	
2022-07	47.3	14583.5	
2022-08	47.83	14374	
2022-09	44.81	15955	
2022-10	44.04	14529.67	
2022-12	42.92	11683.5	
2023-01	46.58	8513.5	
2023-02	52.43	7483	
2023-03	63.45	7852	
2023-04	67.57	7270	
2023-05	48.7	7592.33	
2023-06	33.15	8982.5	
2023-07	29.26	8429	
2023-09	25.06	25741	
2023-10	23.21	23293	
2023-12	26.02	18791	
2024-01	22.09	18859	
2024-02	22.09	17605	
2024-03	27.28	5691	
2024-04	28.7	6718	
2024-05	27.7	7404	
2024-06	26.4	8126.33	
2024-07	22.62	8102	
2024-08	21.91	13360	
2024-09	23.97	13929.33	
2024-10	32.81	14108.5	
2024-11	32.92	15415	
