month	ct_avg_前复权价格	股东人数
2016-08	1.38	961119	
2016-09	1.22	301407	
2016-12	1.14	254058	
2017-02	1.11	240799	
2017-03	1.12	233387	
2017-06	1.05	216613	
2017-09	0.97	227586	
2017-12	0.87	218523	
2018-03	0.84	210342	
2018-06	0.76	204879	
2018-09	0.73	199769	
2018-12	0.71	193699	
2019-03	0.84	181957	
2019-06	0.84	163154	
2019-09	0.83	157576	
2019-12	0.87	152617	
2020-03	0.76	153368	
2020-04	0.72	149109	
2020-06	0.72	155537	
2020-07	0.79	149892	
2020-09	0.82	148697	
2020-10	0.8	142119	
2020-11	0.78	145147	
2020-12	0.76	173445	
2021-01	0.74	167831	
2021-02	0.77	161018	
2021-03	0.84	155692	
2021-05	0.99	136833	
2021-06	1.03	132263	
2021-07	0.97	134707	
2021-08	0.93	139121	
2021-09	0.87	161197	
2021-10	0.87	148824	
2021-11	0.87	152734	
2021-12	0.83	163436	
2022-03	0.93	128867	
2022-06	1	119951	
2022-09	1.11	108310	
2022-12	1.09	110797	
2023-03	1.06	122180	
2023-06	1.11	121930	
2023-09	1.13	133755	
2023-12	1.05	149973	
2024-03	1.23	125266	
2024-06	1.25	135476	
2024-09	1.32	122074	
