month	ct_avg_Tdx收盘价	股东人数
2000-06	14.63	42455	
2000-12	14.56	46817	
2001-12	13.83	7639	
2002-06	12.41	11482	
2002-09	11.81	12451	
2002-12	8.67	12369	
2003-03	8.77	13093	
2003-06	8.67	17068	
2003-09	7.07	17733	
2003-12	6.29	18985	
2004-03	8.7	17851	
2004-06	7.34	25334	
2004-09	4	29381	
2004-12	3.83	30299	
2005-03	3.67	31266	
2005-06	2.86	30960	
2005-09	2.72	32510	
2005-12	2.25	31362	
2006-03	2.35	31773	
2006-06	3.52	30611	
2006-09	3.52	29604	
2006-12	3.75	27928	
2007-03	8.41	30715	
2007-06	13.5	34181	
2007-09	15.25	36121	
2008-03	9.98	80941	
2008-06	7.02	72805	
2008-09	3.47	72519	
2008-12	3.25	74385	
2009-03	4.24	68724	
2009-06	5.97	48565	
2009-09	6.47	47105	
2009-12	7.64	52945	
2010-03	7.62	55177	
2010-06	5.46	54501	
2010-09	6.48	52729	
2010-12	6.74	47745	
2011-03	7.73	37876	
2011-09	8.06	56744	
2011-12	5.8	51245	
2012-06	8.83	50622	
2012-09	9.81	38770	
2012-12	9.76	36769	
2013-03	11.65	31801	
2013-06	9.43	32879	
2013-09	8.69	33207	
2013-12	8.27	32160	
2014-03	8.34	33523	
2014-06	7.79	31954	
2014-09	12.16	20811	
2014-12	15.87	17347	
2015-03	18.15	32437	
2015-06	23.22	27705	
2015-09	10.07	33231	
2015-12	13.03	33232	
2016-03	12.15	31316	
2016-12	14.55	30878	
2017-03	15.53	28020	
2017-06	12.6	28726	
2017-07	13.23	30336	
2017-08	14.1	32713.5	
2017-09	14.49	28875	
2017-10	13.96	29385	
2017-12	13.24	27067	
2018-01	14.47	25272	
2018-03	14.53	24071	
2018-04	15.59	24583	
2018-05	16.1	23128	
2018-06	10.7	22794.33	
2018-07	9.63	22790.33	
2018-08	8.79	22781	
2018-09	7.98	23273.75	
2018-10	7.76	23442.67	
2018-11	8.45	23268	
2018-12	9.23	24752.5	
2019-01	10.05	24877	
2019-02	10.88	25247.5	
2019-03	10.84	28998.5	
2019-04	10.53	28283.67	
2019-05	9.69	27936.67	
2019-06	12.94	33584.75	
2019-07	13.95	32161.5	
2019-08	15.39	41315.33	
2019-09	15.59	41942	
2019-10	13.32	42522	
2019-11	12.04	40515	
2019-12	12.9	40970	
2020-01	13.79	45916.5	
2020-02	13.13	43161.33	
2020-03	13.75	47448	
2020-04	16.19	39694	
2020-05	16.07	39027.33	
2020-06	15.36	43709.67	
2020-07	17.31	43524.33	
2020-08	16.97	53255	
2020-09	14.45	58346	
2020-12	8.89	74056.5	
2021-01	8.16	73923.67	
2021-02	8.79	71244.75	
2021-03	9.12	70129.75	
2021-04	9.1	66619	
2021-05	10.47	59057.67	
2021-06	10.16	55311	
2021-07	9.69	55622	
2021-08	8.83	59651	
2021-09	9.11	59380.33	
2021-10	9.15	54472.5	
2021-11	9.31	51831.67	
2021-12	8.93	58576.67	
2022-01	8.77	59193.33	
2022-02	8.89	59013.67	
2022-03	9.42	45664	
2022-06	10.13	44345	
2022-08	11.59	33461	
2022-09	12.43	28810	
2022-12	11.47	53440	
2023-03	12.75	46558	
2023-06	12.12	49598	
2023-09	14.45	31122	
2023-12	14.83	29923	
2024-03	16.43	28989	
2024-06	17.12	35543	
2024-09	16.38	48141	
