month	ct_avg_Tdx收盘价	股东人数
2017-05	19.12	41080	
2017-06	20.34	23084	
2017-09	23.28	22374	
2017-12	40.42	28104	
2018-02	31.08	21451	
2018-03	38.25	20064.67	
2018-04	39.36	16915	
2018-05	37.83	17053	
2018-09	39.99	17716	
2018-10	30.26	19468	
2018-12	33.08	16785	
2019-01	29.48	16598	
2019-02	35.43	14043.67	
2019-03	49.48	13299	
2019-06	46.66	13803	
2019-09	103.18	17157	
2019-12	148.66	23265	
2020-03	155.85	30076	
2020-06	190.51	30499	
2020-09	182.1	73672	
2020-12	224.12	41835	
2021-03	261.35	44551	
2021-06	289.47	54813	
2021-09	241.31	70882	
2021-12	301.91	42090	
2022-03	218.43	59239	
2022-06	165.4	119819	
2022-09	86	147433	
2022-12	82.15	147357	
2023-03	86.63	141027	
2023-06	98.69	98022	
2023-09	93.33	83698	
2023-12	107.44	73569	
2024-03	96.56	82326	
2024-06	101.1	70798	
2024-09	87.77	100386	
