month	ct_avg_前复权价格	deviate_avg_100_ct_avg_前复权价格
2020-02	2.29	0.21	
2020-03	2.12	0.11	
2020-04	1.93	0.01	
2020-05	2.13	0.1	
2020-06	2.41	0.24	
2020-07	3.54	0.79	
2020-08	4.04	1	
2020-09	4.85	1.35	
2020-10	6.05	1.87	
2020-11	9.03	3.1	
2020-12	11.74	4.08	
2021-01	17.57	6.08	
2021-02	20.07	6.49	
2021-03	14.04	4	
2021-04	14.43	3.89	
2021-05	16.85	4.4	
2021-06	19.16	4.81	
2021-07	24.77	5.98	
2021-08	29.25	6.64	
2021-09	27.03	5.59	
2021-10	31.1	6.07	
2021-11	30.5	5.49	
2021-12	28.46	4.73	
2022-01	24.39	3.69	
2022-02	21	2.89	
2022-03	23.19	3.13	
2022-04	16	1.78	
2022-05	14.58	1.48	
2022-06	17.88	1.96	
2022-07	22.08	2.53	
2022-08	25.27	2.89	
2022-09	22.54	2.36	
2022-10	25.11	2.62	
2022-11	23.86	2.34	
2022-12	20.35	1.77	
2023-01	23.76	2.14	
2023-02	23.5	2.02	
2023-03	21.03	1.64	
2023-04	20.64	1.53	
2023-05	22.05	1.64	
2023-06	21.51	1.52	
2023-07	22.35	1.55	
2023-08	20.67	1.32	
2023-09	17.83	0.97	
2023-10	16.51	0.8	
2023-11	16.97	0.82	
2023-12	15.86	0.68	
2024-01	16.78	0.75	
2024-02	16.38	0.68	
2024-03	19.88	1.01	
2024-04	19.65	0.95	
2024-05	20.22	0.97	
2024-06	18.85	0.81	
2024-07	18.24	0.73	
2024-08	19.31	0.8	
2024-09	21.87	1	
2024-10	26.44	1.36	
2024-11	23.78	1.09	
2024-12	21.51	0.86	
2025-01	20.3	0.73	
2025-02	19.95	0.67	
