month	ct_avg_Tdx收盘价	股东人数
2011-11	34.44	39219	
2011-12	31.57	7863	
2012-01	25.02	7479	
2012-03	25.96	14531	
2012-06	11.55	12178	
2012-09	8.8	12983	
2012-12	8.02	11584	
2013-03	10.56	10497	
2013-06	14.94	9266	
2013-09	24.46	6931	
2013-12	28.86	5981	
2014-03	32.18	9537	
2014-06	14.95	14404	
2014-09	19	15657	
2014-12	16.85	24057	
2015-03	25.15	9576	
2015-06	40.84	30734	
2015-09	21.38	27221	
2015-12	26.66	33876	
2016-03	19.95	33938	
2016-06	23.76	35018	
2016-09	15.72	38219	
2016-12	10.61	41029	
2017-03	10.44	40312	
2017-06	10.61	40037	
2017-08	12.46	34942.5	
2017-09	15	33024.5	
2017-10	16.97	30263	
2017-12	17.82	36552	
2018-01	17.38	37192	
2018-02	15.35	36396.5	
2018-03	17.75	36832.5	
2018-04	18.01	36272.5	
2018-05	17.16	40487	
2018-06	9.75	53205.5	
2018-07	8.14	54686	
2018-08	7.04	58164	
2018-09	6.83	59882	
2018-12	9.33	48728	
2019-03	11.65	51165	
2019-06	9.15	44856	
2019-09	12.13	38712	
2019-11	10.02	43194	
2019-12	10.89	41352	
2020-03	10.93	52309	
2020-04	9.93	50931	
2020-05	10.94	47332.5	
2020-06	12.41	37283	
2020-09	24.84	49944	
2020-11	46.26	51783	
2020-12	60.12	82029	
2021-01	89.99	104278	
2021-03	71.9	153912	
2021-06	97.97	109412	
2021-09	138.22	124448	
2021-12	145.55	134932	
2022-03	117.74	140181	
2022-06	91.43	154081	
2022-09	115.11	126047	
2022-12	103.94	136437	
2023-03	107.42	143001	
2023-06	109.67	107156	
2023-09	90.86	138007	
2023-12	80.86	128503	
2024-03	101.32	109029	
2024-06	78.69	113010	
2024-09	78.84	109647	
