month	ct_avg_Tdx收盘价	ct_avg_前复权价格	deviate_avg_100_ct_avg_Tdx收盘价	ct_avg_noise_avg_Tdx收盘价	deviate_avg_100_ct_avg_前复权价格	ct_avg_noise_avg_前复权价格
2004-07	16.93	5.66	0.01	45.13	0.38	44.12	
2004-08	17.26	5.77	0.02	43.55	0.39	41.96	
2004-09	16.56	5.67	-0.02	16.46	0.36	14.57	
2004-10	8.03	5.37	-0.52	-37.72	0.27	-1.12	
2004-11	8.52	5.69	-0.49	-52.19	0.33	6.01	
2004-12	7.71	5.16	-0.54	-75.78	0.2	-32.07	
2005-01	6.91	4.6	-0.58	-87.45	0.06	-64.29	
2005-02	7.05	4.71	-0.57	-82.48	0.08	-68.89	
2005-03	6.74	4.52	-0.59	-90.42	0.03	-79.46	
2005-04	7.6	5.11	-0.53	-66.71	0.16	-50.43	
2005-05	7.01	4.75	-0.56	-71.53	0.08	-53.68	
2005-06	6.98	5.03	-0.56	-75.75	0.14	-43.79	
2005-07	7.91	5.38	-0.5	-38.58	0.21	15.39	
2005-08	6.94	5.8	-0.56	-53.26	0.3	44.8	
2005-09	6.74	5.76	-0.56	-74.19	0.29	51.66	
2005-10	6.24	5.32	-0.59	-90.42	0.19	31.81	
2005-11	5.39	4.95	-0.64	-95.78	0.11	-9.58	
2005-12	5.45	5.07	-0.62	-87.26	0.15	-20.41	
2006-01	5.74	5.33	-0.59	-75.22	0.22	6.92	
2006-02	5.85	5.44	-0.57	-67.02	0.25	30.41	
2006-03	5.45	5.06	-0.59	-82.83	0.16	-19.33	
2006-04	5.65	5.28	-0.56	-65.8	0.21	-9.42	
2006-05	6	5.68	-0.52	-42.75	0.31	33.48	
2006-06	5.87	5.58	-0.52	-25.47	0.28	61.28	
2006-07	5.79	5.55	-0.52	-18.22	0.28	61.56	
2006-08	5.28	5.02	-0.55	-59.71	0.16	-11.88	
2006-09	5.45	5.18	-0.52	-63.71	0.2	-27.38	
2006-10	5.72	5.44	-0.48	-39.34	0.26	12.03	
2006-11	6.05	5.74	-0.44	9.14	0.33	57.47	
2006-12	7.31	6.95	-0.3	58.33	0.61	88.9	
2007-01	9.83	9.35	-0.05	89.69	1.15	98.88	
2007-02	11.34	10.79	0.11	92.74	1.46	97.38	
2007-03	11.98	11.39	0.17	94.72	1.56	95.13	
2007-04	14.06	13.33	0.38	98.66	1.94	98.72	
2007-05	16.38	15.55	0.61	97.32	2.35	96.87	
2007-06	16.37	15.76	0.61	92.69	2.32	93.2	
2007-07	15.25	14.69	0.5	77.27	2.03	77.8	
2007-08	18.26	17.59	0.78	95.42	2.53	95.54	
2007-09	20.02	21.68	0.94	94.23	3.2	97.99	
2007-10	17.27	19.94	0.67	76.49	2.75	84.72	
2007-11	15.49	17.88	0.49	44.32	2.27	65.42	
2007-12	15.77	18.21	0.51	30.67	2.25	59.87	
2008-01	15.7	18.13	0.5	33.81	2.16	61.97	
2008-02	14.41	16.64	0.37	-9.76	1.83	15.71	
2008-03	11.83	13.58	0.12	-38.62	1.27	-18.71	
2008-04	9.12	10.54	-0.13	-61.44	0.74	-46.05	
2008-05	9.29	10.83	-0.12	-67.62	0.77	-52.28	
2008-06	8.11	9.49	-0.23	-83.13	0.53	-67.81	
2008-07	7.32	8.56	-0.3	-85.6	0.37	-82.53	
2008-08	7.73	9.07	-0.26	-76.83	0.44	-75.3	
2008-09	7.96	9.31	-0.24	-70.21	0.46	-68.33	
2008-10	8.03	9.38	-0.23	-60.36	0.46	-57.95	
2008-11	7.95	9.24	-0.24	-64.61	0.42	-66.12	
2008-12	8.77	10.57	-0.16	-33.33	0.61	-16.65	
2009-03	10.41	12.04	-0.01	-0.98	0.77	35.02	
2009-04	10.23	11.97	-0.03	11.7	0.73	44.05	
2009-05	10.65	12.59	0.01	31.3	0.8	62.55	
2009-06	10.59	12.72	0.01	36.74	0.8	66.8	
2009-07	11.13	13.39	0.06	57.1	0.87	77.21	
2009-08	10.49	12.62	0	49.11	0.74	60.29	
2009-09	9.24	11.25	-0.12	2.73	0.53	4.26	
2009-10	9.7	11.63	-0.07	-3.09	0.57	-7.09	
2009-11	10.45	12.56	0	20.22	0.68	30.95	
2009-12	9.89	11.88	-0.05	-13.07	0.57	6.48	
2010-01	9.43	11.35	-0.09	-47.63	0.48	-31.65	
2010-02	8.82	10.63	-0.15	-64.35	0.38	-53.81	
2010-03	8.83	10.62	-0.15	-73.52	0.36	-66.65	
2010-04	8.78	10.56	-0.15	-75.68	0.34	-70.45	
2010-05	7.72	9.28	-0.25	-93.94	0.17	-90.63	
2010-06	7.43	8.94	-0.28	-95.34	0.11	-92.43	
2010-07	7.09	8.78	-0.31	-91.31	0.09	-88.07	
2010-08	7.44	9.24	-0.28	-77.59	0.14	-74.72	
2010-09	7.49	9.3	-0.27	-69.08	0.13	-62.55	
2010-10	7.88	9.78	-0.23	-47.82	0.18	-39.68	
2010-11	7.78	9.66	-0.24	-41.52	0.16	-28.25	
2010-12	7.46	9.26	-0.27	-57.57	0.11	-46.66	
2011-01	7.22	8.97	-0.29	-76.29	0.07	-69.15	
2011-02	7.24	8.99	-0.29	-73.66	0.06	-67.62	
2011-03	7.41	9.19	-0.27	-58.19	0.08	-54.7	
2011-04	7.86	9.76	-0.22	-9.82	0.13	-4.79	
2011-05	7.98	9.92	-0.21	16.52	0.14	24.87	
2011-06	7.19	8.93	-0.29	-26.07	0.02	-20.28	
2011-07	7.08	8.81	-0.3	-44.94	0	-31.04	
2011-08	6.46	8.06	-0.36	-78.21	-0.09	-75.23	
2011-09	6.19	7.71	-0.38	-95.71	-0.13	-95.37	
2011-10	6.17	7.69	-0.38	-93.25	-0.14	-93.19	
2011-11	6.36	8.01	-0.36	-82.09	-0.11	-79.59	
2011-12	5.71	7.11	-0.42	-92.61	-0.21	-91.76	
2012-01	6.06	7.54	-0.38	-79.27	-0.16	-79.7	
2012-02	6.11	7.61	-0.37	-68.53	-0.16	-70.36	
2012-03	6.18	7.7	-0.36	-47.4	-0.15	-48.09	
2012-04	6.02	7.5	-0.37	-69.38	-0.18	-69.91	
2012-05	6.06	7.55	-0.37	-62.37	-0.17	-64	
2012-06	5.85	7.97	-0.38	-41.16	-0.13	-22.5	
2012-07	4.42	8.28	-0.53	-95.05	-0.1	27.27	
2012-08	4.4	8.25	-0.52	-91.11	-0.1	36.72	
2012-09	4.26	7.97	-0.53	-96.34	-0.14	25.67	
2012-10	4.49	8.4	-0.5	-77.58	-0.09	52.48	
2012-11	4.96	9.28	-0.44	-49.96	0	84.46	
2012-12	5.55	10.39	-0.36	-10.97	0.11	93.49	
2013-01	5.8	10.87	-0.32	11.38	0.16	90.58	
2013-02	5.98	11.2	-0.29	28.81	0.19	95.42	
2013-03	6.15	11.53	-0.27	44.98	0.21	96.64	
2013-04	6.11	11.45	-0.27	50.15	0.2	86.81	
2013-05	5.53	12.07	-0.34	46.91	0.25	95.29	
2013-06	3.63	11.03	-0.56	-34.14	0.14	71.06	
2013-07	3.63	11.01	-0.56	-50.39	0.13	50.15	
2013-08	3.72	11.3	-0.55	-54.87	0.15	43.79	
2013-09	3.78	11.48	-0.54	-53.29	0.16	63.02	
2013-10	3.93	11.93	-0.52	-48.46	0.2	68.85	
2013-11	4.22	12.81	-0.48	-39.41	0.28	85.88	
2013-12	4.06	12.33	-0.5	-43.02	0.22	79.18	
2014-01	4.03	12.23	-0.5	-42.98	0.2	71.94	
2014-02	4.16	12.63	-0.48	-9.77	0.23	86.78	
2014-03	4.2	12.76	-0.48	3.74	0.24	84.95	
2014-04	4.69	14.24	-0.41	29.42	0.37	94.6	
2014-05	4.81	14.6	-0.4	47.9	0.39	94.2	
2014-06	5.14	15.69	-0.36	71.25	0.48	97.54	
2014-07	5.41	16.89	-0.32	87.07	0.57	99.11	
2014-08	5.63	17.59	-0.29	90.99	0.62	96.98	
2014-09	6.48	20.25	-0.19	94.77	0.84	98.98	
2014-10	6.71	21.03	-0.16	92.71	0.89	94.69	
2014-11	7.23	22.91	-0.1	97.9	1.02	97.81	
2014-12	9.13	28.93	0.14	99.77	1.5	99.77	
2015-01	11.05	34.99	0.37	93.35	1.95	93.39	
2015-02	9.75	30.9	0.2	82.5	1.55	82.5	
2015-03	10.48	33.19	0.28	87.5	1.68	87.42	
2015-04	11.93	37.78	0.45	97.66	1.97	97.62	
2015-05	11.98	37.96	0.44	89.15	1.92	89.06	
2015-06	12.98	42.75	0.55	95.03	2.21	96.13	
2015-09	10.14	41.17	0.21	72.42	1.88	70.09	
2015-10	9.23	29.88	0.11	34.24	1.07	14.7	
2015-11	9.06	29.31	0.09	7.95	1.01	-8.67	
2015-12	8.72	28.2	0.05	-19.53	0.92	-31.06	
2016-01	7.03	22.75	-0.14	-46.65	0.55	-57.77	
2016-02	6.32	20.44	-0.22	-57.8	0.39	-67.5	
2016-03	6.61	21.39	-0.17	-61.49	0.45	-72.09	
2016-04	6.64	21.5	-0.16	-68.71	0.46	-73.04	
2016-05	6.52	21.09	-0.16	-82.91	0.43	-83.67	
2016-06	6.59	21.33	-0.14	-68.48	0.44	-70.89	
2016-07	6.67	22.43	-0.12	-53.49	0.5	-40.6	
2016-08	7.16	24.17	-0.04	-21.2	0.61	-12.85	
2016-09	6.72	22.7	-0.09	-34.33	0.5	-18.79	
2016-10	6.68	22.54	-0.08	-44.75	0.47	-16.41	
2016-11	6.7	22.61	-0.07	-41.84	0.46	-17.9	
2016-12	6.76	22.83	-0.06	-22.2	0.47	3.73	
2017-01	6.81	23	-0.05	-6.65	0.46	12.2	
2017-02	7.01	23.67	-0.02	33.43	0.49	48.16	
2017-03	7.32	24.7	0.02	58.04	0.54	65.61	
2017-04	7.58	25.58	0.06	68.9	0.58	69.05	
2017-05	7.56	25.52	0.05	67.59	0.56	67.45	
2017-06	7.92	26.73	0.1	73.7	0.62	72.77	
2017-07	8.1	27.34	0.13	83.89	0.64	80.31	
2017-08	7.82	26.53	0.09	69.21	0.58	71.27	
2017-09	7.4	25.64	0.04	25.34	0.52	44.09	
2017-10	7.58	26.28	0.07	35.56	0.54	55.46	
2017-11	7.58	26.28	0.07	25.12	0.53	49.39	
2017-12	7.36	25.49	0.05	-8.46	0.47	8.25	
2018-01	7.33	25.4	0.05	-26.42	0.46	-11.61	
2018-02	6.9	23.9	-0.01	-52.8	0.36	-41.31	
2018-03	7.11	24.64	0.02	-54.99	0.39	-40.67	
2018-04	6.9	23.9	0	-76.98	0.34	-62.3	
2018-05	7.28	25.22	0.06	-52.56	0.41	-42.98	
2018-06	7.51	26.02	0.09	-0.89	0.44	7.81	
2018-07	7.51	26.03	0.1	2.92	0.43	12.38	
2018-08	7.45	26.3	0.09	31.09	0.43	43.25	
2018-09	7.41	26.24	0.09	22.89	0.41	49.81	
2018-10	7.12	25.23	0.05	-10.57	0.35	18.85	
2018-11	7.39	26.17	0.09	-3.45	0.38	39.37	
2018-12	7.7	27.27	0.13	46.25	0.43	78.44	
2019-01	8.03	28.45	0.18	83.2	0.47	92.86	
2019-02	8.36	29.62	0.23	91.67	0.52	96.07	
2019-03	8.29	29.36	0.21	88.1	0.49	89.54	
2019-04	8.52	30.18	0.25	92.56	0.52	92.6	
2019-05	7.61	26.96	0.11	36.07	0.34	39.33	
2019-06	7.96	28.2	0.16	41.4	0.39	42.29	
2019-07	8.31	29.52	0.21	68.09	0.44	68.4	
2019-08	9.06	32.96	0.32	86.85	0.59	89.33	
2019-09	9.32	33.91	0.35	85.76	0.62	87.72	
