month	ct_avg_前复权价格	deviate_avg_100_ct_avg_前复权价格
2004-06	5.65	0.4	
2004-07	5.66	0.38	
2004-08	5.77	0.39	
2004-09	5.67	0.36	
2004-10	5.37	0.27	
2004-11	5.69	0.33	
2004-12	5.16	0.2	
2005-01	4.6	0.06	
2005-02	4.71	0.08	
2005-03	4.52	0.03	
2005-04	5.11	0.16	
2005-05	4.75	0.08	
2005-06	5.03	0.14	
2005-07	5.38	0.21	
2005-08	5.8	0.3	
2005-09	5.76	0.29	
2005-10	5.32	0.19	
2005-11	4.95	0.11	
2005-12	5.07	0.15	
2006-01	5.33	0.22	
2006-02	5.44	0.25	
2006-03	5.06	0.16	
2006-04	5.28	0.21	
2006-05	5.68	0.31	
2006-06	5.58	0.28	
2006-07	5.55	0.28	
2006-08	5.02	0.16	
2006-09	5.18	0.2	
2006-10	5.44	0.26	
2006-11	5.74	0.33	
2006-12	6.95	0.61	
2007-01	9.35	1.15	
2007-02	10.79	1.46	
2007-03	11.39	1.56	
2007-04	13.33	1.94	
2007-05	15.55	2.35	
2007-06	15.76	2.32	
2007-07	14.69	2.03	
2007-08	17.59	2.53	
2007-09	21.68	3.2	
2007-10	19.94	2.75	
2007-11	17.88	2.27	
2007-12	18.21	2.25	
2008-01	18.13	2.16	
2008-02	16.64	1.83	
2008-03	13.58	1.27	
2008-04	10.54	0.74	
2008-05	10.83	0.77	
2008-06	9.49	0.53	
2008-07	8.56	0.37	
2008-08	9.07	0.44	
2008-09	9.31	0.46	
2008-10	9.38	0.46	
2008-11	9.24	0.42	
2008-12	10.57	0.61	
2009-01	10.68	0.6	
2009-02	10.68	0.59	
2009-03	12.04	0.77	
2009-04	11.97	0.73	
2009-05	12.59	0.8	
2009-06	12.72	0.8	
2009-07	13.39	0.87	
2009-08	12.62	0.74	
2009-09	11.25	0.53	
2009-10	11.63	0.57	
2009-11	12.56	0.68	
2009-12	11.88	0.57	
2010-01	11.35	0.48	
2010-02	10.63	0.38	
2010-03	10.62	0.36	
2010-04	10.56	0.34	
2010-05	9.28	0.17	
2010-06	8.94	0.11	
2010-07	8.78	0.09	
2010-08	9.24	0.14	
2010-09	9.3	0.13	
2010-10	9.78	0.18	
2010-11	9.66	0.16	
2010-12	9.26	0.11	
2011-01	8.97	0.07	
2011-02	8.99	0.06	
2011-03	9.19	0.08	
2011-04	9.76	0.13	
2011-05	9.92	0.14	
2011-06	8.93	0.02	
2011-07	8.81	0	
2011-08	8.06	-0.09	
2011-09	7.71	-0.13	
2011-10	7.69	-0.14	
2011-11	8.01	-0.11	
2011-12	7.11	-0.21	
2012-01	7.54	-0.16	
2012-02	7.61	-0.16	
2012-03	7.7	-0.15	
2012-04	7.5	-0.18	
2012-05	7.55	-0.17	
2012-06	7.97	-0.13	
2012-07	8.28	-0.1	
2012-08	8.25	-0.1	
2012-09	7.97	-0.14	
2012-10	8.4	-0.09	
2012-11	9.28	0	
2012-12	10.39	0.11	
2013-01	10.87	0.16	
2013-02	11.2	0.19	
2013-03	11.53	0.21	
2013-04	11.45	0.2	
2013-05	12.07	0.25	
2013-06	11.03	0.14	
2013-07	11.01	0.13	
2013-08	11.3	0.15	
2013-09	11.48	0.16	
2013-10	11.93	0.2	
2013-11	12.81	0.28	
2013-12	12.33	0.22	
2014-01	12.23	0.2	
2014-02	12.63	0.23	
2014-03	12.76	0.24	
2014-04	14.24	0.37	
2014-05	14.6	0.39	
2014-06	15.69	0.48	
2014-07	16.89	0.57	
2014-08	17.59	0.62	
2014-09	20.25	0.84	
2014-10	21.03	0.89	
2014-11	22.91	1.02	
2014-12	28.93	1.5	
2015-01	34.99	1.95	
2015-02	30.9	1.55	
2015-03	33.19	1.68	
2015-04	37.78	1.97	
2015-05	37.96	1.92	
2015-06	42.75	2.21	
2015-07	48.02	2.51	
2015-08	48.02	2.43	
2015-09	41.17	1.88	
2015-10	29.88	1.07	
2015-11	29.31	1.01	
2015-12	28.2	0.92	
2016-01	22.75	0.55	
2016-02	20.44	0.39	
2016-03	21.39	0.45	
2016-04	21.5	0.46	
2016-05	21.09	0.43	
2016-06	21.33	0.44	
2016-07	22.43	0.5	
2016-08	24.17	0.61	
2016-09	22.7	0.5	
2016-10	22.54	0.47	
2016-11	22.61	0.46	
2016-12	22.83	0.47	
2017-01	23	0.46	
2017-02	23.67	0.49	
2017-03	24.7	0.54	
2017-04	25.58	0.58	
2017-05	25.52	0.56	
2017-06	26.73	0.62	
2017-07	27.34	0.64	
2017-08	26.53	0.58	
2017-09	25.64	0.52	
2017-10	26.28	0.54	
2017-11	26.28	0.53	
2017-12	25.49	0.47	
2018-01	25.4	0.46	
2018-02	23.9	0.36	
2018-03	24.64	0.39	
2018-04	23.9	0.34	
2018-05	25.22	0.41	
2018-06	26.02	0.44	
2018-07	26.03	0.43	
2018-08	26.3	0.43	
2018-09	26.24	0.41	
2018-10	25.23	0.35	
2018-11	26.17	0.38	
2018-12	27.27	0.43	
2019-01	28.45	0.47	
2019-02	29.62	0.52	
2019-03	29.36	0.49	
2019-04	30.18	0.52	
2019-05	26.96	0.34	
2019-06	28.2	0.39	
2019-07	29.52	0.44	
2019-08	32.96	0.59	
2019-09	33.91	0.62	
2019-10	31.87	0.51	
2019-11	30.9	0.44	
2019-12	31.96	0.48	
2020-01	32.1	0.47	
2020-02	29.03	0.31	
2020-03	28.03	0.26	
2020-04	27.9	0.24	
2020-05	27.48	0.21	
2020-06	28.31	0.24	
2020-07	31.08	0.34	
2020-08	33.03	0.41	
2020-09	34.35	0.45	
2020-10	33.88	0.42	
2020-11	35.05	0.45	
2020-12	32.99	0.35	
2021-01	32.71	0.33	
2021-02	31.49	0.26	
2021-03	35.42	0.41	
2021-04	37.51	0.47	
2021-05	37.12	0.44	
2021-06	35.87	0.38	
2021-07	34.67	0.32	
2021-08	34.07	0.29	
2021-09	40.94	0.53	
2021-10	41.26	0.53	
2021-11	38.12	0.4	
2021-12	41.49	0.5	
2022-01	39.25	0.41	
2022-02	39.44	0.4	
2022-03	37.22	0.31	
2022-04	36.8	0.29	
2022-05	39.26	0.36	
2022-06	39.97	0.37	
2022-07	42.48	0.44	
2022-08	41.27	0.39	
2022-09	43.96	0.46	
2022-10	42.2	0.39	
2022-11	40.81	0.34	
2022-12	41.16	0.34	
2023-01	42.13	0.36	
2023-02	41.33	0.33	
2023-03	42.87	0.37	
2023-04	44.04	0.4	
2023-05	49.84	0.57	
2023-06	48.91	0.54	
2023-07	49.06	0.53	
2023-08	51.65	0.61	
2023-09	48.88	0.51	
2023-10	48.02	0.49	
2023-11	49.13	0.52	
2023-12	51.38	0.59	
2024-01	53.27	0.64	
2024-02	57.37	0.75	
2024-03	59.03	0.79	
2024-04	61.95	0.86	
2024-05	65.48	0.94	
2024-06	71.61	1.09	
2024-07	73.33	1.1	
2024-08	67.73	0.92	
2024-09	64.76	0.81	
2024-10	65.26	0.8	
2024-11	63.21	0.73	
2024-12	66.8	0.8	
2025-01	61.96	0.66	
2025-02	58.56	0.55	
