month	ct_avg_前复权价格	股东人数
1994-12	0.49	10292	
1995-12	0.58	12424	
1996-12	1.14	18993	
1997-12	2.07	22513	
1998-12	2.81	8429	
1999-12	2.52	8216	
2000-12	3.87	8209	
2001-12	2.95	32520	
2002-03	2.72	31991	
2002-06	2.76	32518	
2002-09	2.77	32053	
2002-12	2.42	30711	
2003-03	2.57	31466	
2003-06	2.21	29147	
2003-09	1.83	28183	
2003-12	1.58	27879	
2004-03	1.91	27789	
2004-06	1.89	24867	
2004-09	1.75	23351	
2004-12	1.77	23290	
2005-03	1.5	25127	
2005-06	1.16	25357	
2005-09	1.25	24653	
2005-12	1.15	24761	
2006-03	1.42	23438	
2006-06	2.57	30600	
2006-09	2.61	34746	
2006-12	2.55	32744	
2007-03	4.21	29229	
2007-06	5.39	41551	
2007-09	5.72	41203	
2007-12	5.5	39301	
2008-03	10.17	23590	
2008-06	5.76	32834	
2008-09	5.14	31197	
2008-12	3.98	39301	
2009-03	5.27	34049	
2009-06	6.41	33324	
2009-09	6.75	22886	
2009-12	7.94	22458	
2010-03	7.17	24744	
2010-06	8.58	19438	
2010-09	9.52	20091	
2010-12	8.91	21007	
2011-03	9.87	18367	
2011-06	9.03	17005	
2011-09	7.6	18328	
2011-12	7.52	18368	
2012-01	7.52	18368	
2012-03	8.6	20100	
2012-06	7.2	20388	
2012-09	6.23	20930	
2012-12	5.38	22393	
2013-03	7.57	24981	
2013-06	6.29	23248	
2013-09	7.26	23298	
2013-12	8.76	22913	
2014-03	8.46	24714	
2014-06	8.12	22445	
2014-09	9.27	16936	
2014-12	8.82	21059	
2015-03	12.4	15148	
2015-06	15.79	19708	
2015-09	8.07	22726	
2015-12	10.79	25706	
2016-03	8.34	23463	
2016-06	8.57	24919	
2016-09	7.67	24177	
2016-12	9.84	18111	
2017-02	10.21	19770	
2017-03	10.06	19724	
2017-06	9.96	37619	
2017-09	9.88	34804	
2017-12	11.54	31124	
2018-03	9.27	32283	
2018-05	10.12	29882	
2018-06	9.07	29095	
2018-09	10.82	29379	
2018-12	8.18	39984	
2019-03	9.19	43160	
2019-06	8.04	43886	
2019-08	7.25	43023	
2019-09	8.28	43456	
2019-12	8.27	40694	
2020-03	7.37	39967	
2020-05	7.66	34526	
2020-06	8.49	29814	
2020-09	9.94	24495	
2020-12	11.21	21687	
2021-02	13.39	23065	
2021-03	13.13	19845	
2021-06	13.66	18847	
2021-09	16.55	39246	
2021-10	14.47	41381	
2021-12	15.47	32776	
2022-03	13.54	28675	
2022-06	15.25	22522	
2022-09	16.21	21429	
2022-12	14.18	23915	
2023-03	16.03	18304	
2023-06	15.9	18812	
2023-09	14.89	19996	
2023-12	13.7	21539	
2024-03	16.44	18265	
2024-06	17.59	17055	
2024-09	16.45	20642	
