month	ct_avg_前复权价格	deviate_avg_100_ct_avg_前复权价格
2017-11	0.65	0.02	
2017-12	0.62	-0.03	
2018-01	0.61	-0.05	
2018-02	0.58	-0.09	
2018-03	0.55	-0.13	
2018-04	0.53	-0.16	
2018-05	0.54	-0.13	
2018-06	0.49	-0.21	
2018-07	0.47	-0.23	
2018-08	0.47	-0.23	
2018-09	0.41	-0.33	
2018-10	0.39	-0.35	
2018-11	0.45	-0.25	
2018-12	0.42	-0.3	
2019-01	0.42	-0.3	
2019-02	0.5	-0.17	
2019-03	0.59	-0.02	
2019-04	0.58	-0.03	
2019-05	0.49	-0.18	
2019-06	0.48	-0.19	
2019-07	0.5	-0.15	
2019-08	0.47	-0.2	
2019-09	0.52	-0.12	
2019-10	0.51	-0.14	
2019-11	0.5	-0.15	
2019-12	0.54	-0.08	
2020-01	0.59	0	
2020-02	0.53	-0.1	
2020-03	0.52	-0.12	
2020-04	0.49	-0.17	
2020-05	0.49	-0.18	
2020-06	0.53	-0.12	
2020-07	1.1	0.83	
2020-08	1	0.64	
2020-09	0.99	0.62	
2020-10	0.93	0.5	
2020-11	0.83	0.34	
2020-12	0.81	0.31	
2021-01	0.79	0.25	
2021-02	0.7	0.11	
2021-03	0.75	0.19	
2021-04	0.7	0.11	
2021-05	0.7	0.11	
2021-06	0.76	0.21	
2021-07	0.71	0.11	
2021-08	0.7	0.09	
2021-09	0.73	0.14	
2021-10	0.7	0.09	
2021-11	0.66	0.03	
2021-12	0.67	0.03	
2022-01	0.65	0	
2022-02	0.62	-0.05	
2022-03	0.57	-0.12	
2022-04	0.54	-0.18	
2022-05	0.5	-0.24	
2022-06	0.69	0.05	
2022-07	0.68	0.03	
2022-08	0.69	0.03	
2022-09	0.67	0	
2022-10	0.62	-0.07	
2022-11	0.69	0.01	
2022-12	0.7	0.03	
2023-01	0.71	0.04	
2023-02	0.71	0.03	
2023-03	0.69	0	
2023-04	0.7	0.03	
2023-05	0.74	0.09	
2023-06	0.73	0.07	
2023-07	0.76	0.12	
2023-08	0.82	0.22	
2023-09	0.78	0.16	
2023-10	0.75	0.14	
2023-11	0.77	0.17	
2023-12	0.72	0.09	
2024-01	0.69	0.05	
2024-02	0.75	0.14	
2024-03	0.77	0.18	
2024-04	0.73	0.12	
2024-05	0.75	0.15	
2024-06	0.71	0.09	
2024-07	0.66	0.02	
2024-08	0.69	0.06	
2024-09	0.71	0.09	
2024-10	0.83	0.28	
2024-11	0.88	0.35	
2024-12	0.92	0.39	
2025-01	0.81	0.23	
2025-02	0.83	0.26	
