month	ct_avg_Tdx收盘价	人均持股
2015-01	41.79	0	
2015-03	73.3	2051	
2015-09	85.89	2209	
2015-12	48.16	2676	
2016-03	30.84	4130	
2016-06	27.86	4513	
2016-09	26.09	4890	
2016-12	22.81	4975	
2017-03	22.37	5736	
2017-06	23.12	5912	
2017-09	26.35	4789	
2017-12	21.51	5026	
2018-03	26.28	8169	
2018-06	19.45	7340	
2018-09	14.24	7551	
2018-12	13.53	7684	
2019-03	15.64	8031	
2019-06	13.19	7997	
2019-09	13.19	8044	
2019-12	15.84	8337	
2020-03	20.32	12439	
2020-06	22.8	12397	
2020-09	27.76	9437	
2020-12	21	9623	
2021-03	24.25	8621	
2021-06	18.06	9812	
2021-09	18.07	11152	
2021-12	21.94	12530	
2022-03	16.95	11585	
2022-06	15.41	11743	
2022-09	13.45	12072	
2022-12	14.12	12327	
2023-03	30.19	12077	
2023-06	53.17	6847	
2023-09	34.17	6852	
2023-12	38.6	7952	
2024-03	41.33	8297	
2024-06	33.33	8879	
2024-09	28.01	9453	
