month	ct_avg_Tdx收盘价	股东人数
2015-01	41.79	106712	
2015-03	73.3	34138	
2015-09	85.89	31693	
2015-12	48.16	102655	
2016-03	30.84	100569	
2016-06	27.86	91502	
2016-09	26.09	84442	
2016-12	22.81	89288	
2017-03	22.37	77447	
2017-06	23.12	75194	
2017-09	26.35	92814	
2017-12	21.51	89797	
2018-03	26.28	76916	
2018-06	19.45	84030	
2018-09	14.24	82536	
2018-12	13.53	78987	
2019-03	15.64	77629	
2019-06	13.19	78190	
2019-09	13.19	78223	
2019-12	15.84	75471	
2020-03	20.32	71955	
2020-06	22.8	80897	
2020-09	27.76	106271	
2020-12	21	104122	
2021-03	24.25	116225	
2021-06	18.06	105285	
2021-09	18.07	92636	
2021-12	21.94	86923	
2022-03	16.95	94013	
2022-06	15.41	92896	
2022-09	13.45	88500	
2022-12	14.12	87392	
2023-03	30.19	89201	
2023-06	53.17	158748	
2023-09	34.17	161478	
2023-12	38.6	139139	
2024-03	41.33	133349	
2024-06	33.33	138696	
2024-09	28.01	130269	
