month	ct_avg_Tdx收盘价	人均持股
2009-12	30.27	1772	
2010-03	28.56	2587	
2010-06	21.16	2762	
2010-09	20.78	2942	
2010-12	20.51	16320	
2011-03	19.4	16233	
2011-06	17.51	17104	
2011-09	11.81	22385	
2011-12	10.7	22877	
2012-03	12.16	23558	
2012-06	12.38	23521	
2012-09	10.04	23483	
2012-12	9.54	44010	
2013-03	13.46	37687	
2013-06	11.42	39780	
2013-09	11.74	41814	
2013-12	12.3	37134	
2014-03	10.19	35574	
2014-06	10.08	36807	
2014-09	11.16	40318	
2014-12	26.75	36129	
2015-03	28.16	41376	
2015-06	30.5	30950	
2015-09	16.57	39225	
2015-12	22.16	44470	
2016-03	16.86	41622	
2016-06	16.02	44652	
2016-09	17.39	42510	
2017-03	16.63	2513849	
2017-06	16.99	2566495	
2017-09	20.25	2671393	
2019-08	16.14	2961937	
2019-09	17.11	56484	
