month	ct_avg_前复权价格	股东人数
2009-12	0.9	161878	
2010-03	0.85	138617	
2010-06	0.63	129806	
2010-09	0.63	121851	
2010-12	0.63	115741	
2011-03	0.59	116359	
2011-06	0.53	110435	
2011-09	0.48	109697	
2011-12	0.43	107336	
2012-03	0.49	104234	
2012-06	0.5	106044	
2012-09	0.41	106217	
2012-12	0.39	105909	
2013-03	0.55	123678	
2013-06	0.47	117172	
2013-09	0.49	111472	
2013-12	0.51	125521	
2014-03	0.42	131024	
2014-06	0.42	126636	
2014-09	0.46	115607	
2014-12	1.13	129014	
2015-03	1.19	112653	
2015-06	1.29	155191	
2015-09	0.7	122451	
2015-12	0.97	108008	
2016-03	0.74	115397	
2016-06	0.71	107567	
2016-09	0.77	112987	
2017-03	0.74	390	
2017-06	0.76	382	
2017-09	0.92	367	
2019-08	0.75	331	
2019-09	0.81	101250	
