month	ct_avg_前复权价格	人均持股
2019-08	1.22	812	
2019-09	1.26	1495870	
2019-10	1.13	3031	
2019-12	1	3000168	
2020-03	0.85	3016381	
2020-06	0.83	3037721	
2020-09	0.84	3081321	
2020-12	0.8	3114851	
2021-02	0.77	32701	
2021-03	0.81	3174190	
2021-06	0.77	3205175	
2021-09	0.9	3251857	
2021-12	0.89	3313632	
2022-03	0.83	3335412	
2022-06	0.82	3363551	
2022-09	0.84	3389079	
2022-12	0.82	3394231	
2023-03	0.87	3423375	
2023-06	0.93	3448757	
2023-09	1	3460516	
2023-12	0.96	3482104	
2024-03	1.22	3507265	
2024-06	1.37	3562101	
2024-09	1.33	3615164	
