month	ct_avg_Tdx收盘价	人均持股
2019-08	4.37	812	
2019-09	4.53	1495870	
2019-10	4.05	3031	
2019-12	3.58	3000168	
2020-03	3.04	3016381	
2020-06	2.98	3037721	
2020-09	2.94	3081321	
2020-12	2.79	3114851	
2021-02	2.69	32701	
2021-03	2.86	3174190	
2021-06	2.71	3205175	
2021-09	3.06	3251857	
2021-12	3.03	3313632	
2022-03	2.85	3335412	
2022-06	2.8	3363551	
2022-09	2.76	3389079	
2022-12	2.72	3394231	
2023-03	2.88	3423375	
2023-06	3.06	3448757	
2023-09	3.2	3460516	
2023-12	3.08	3482104	
2024-03	3.92	3507265	
2024-06	4.39	3562101	
2024-09	4.2	3615164	
