month	ct_avg_前复权价格	股东人数
2019-06	1.51	50007.5	
2019-07	3.91	17363.33	
2019-08	5.43	12869	
2019-09	6.86	13520.33	
2019-10	7.22	14728	
2019-11	8.24	15387	
2019-12	8.55	15588	
2020-01	8.43	15892	
2020-02	9.95	15337	
2020-03	9.85	19135.33	
2020-04	10.25	20611.67	
2020-05	12.13	22175.33	
2020-06	12.17	26164.67	
2020-07	15.81	42769.33	
2020-08	14.56	47497.33	
2020-09	13.26	45951.33	
2020-10	14.86	37942.5	
2020-11	18.64	30558	
2020-12	20.28	26792.33	
2021-01	23.18	27086	
2021-02	22.43	27262	
2021-03	21.16	24366	
2021-04	25.65	25885	
2021-05	25.22	38061	
2021-06	30	40192.33	
2021-07	28.93	56008	
2021-08	26.4	60209.67	
2021-09	22.6	62557	
2021-10	20.15	65527	
2021-11	20.62	68687.33	
2021-12	22.51	58181.33	
2022-01	18.76	61114.67	
2022-02	16.64	63943.67	
2022-03	15.03	64718.67	
2022-04	12.31	60720.67	
2022-05	12.16	58372.33	
2022-06	12.88	62679	
2022-07	11.69	79425	
2022-08	10.25	79608.33	
2022-09	9.93	79988.67	
2022-10	8.8	78343.33	
2022-11	11.32	72524.33	
2022-12	11.86	68101	
2023-01	13.04	64945.67	
2023-02	13.12	65665.67	
2023-03	12.45	68759	
2023-04	12.47	67928	
2023-05	9.8	67661.67	
2023-06	10.5	63599.33	
2023-07	11.71	56500.33	
2023-08	12.3	52475	
2023-09	12.62	53123.33	
2023-10	12.93	53116.67	
2023-11	14.49	53576	
2023-12	14.32	49736.75	
2024-01	11.87	50383	
2024-02	9.93	52210	
2024-03	11.16	54360	
2024-04	9.53	58628	
2024-05	9.08	66183.33	
2024-06	8.98	71745.75	
2024-07	7.76	73152.5	
2024-08	7.11	70207.67	
2024-09	6.73	70514.33	
2024-10	10.62	89380.5	
2024-11	9.99	85306	
2024-12	10.01	80765.67	
2025-01	8.33	82340	
