month	ct_avg_Tdx收盘价	人均持股
2017-12	52.43	699	
2018-03	74.59	1348	
2018-06	65.06	1458	
2018-09	74.21	2054	
2018-12	78.14	2878	
2019-02	106.99	3065	
2019-03	119.47	3365	
2019-06	87.42	3041	
2019-09	150.74	2912	
2019-12	146.17	2486	
2020-03	222.27	2328	
2020-06	159.05	2224	
2020-09	123.08	1503	
2020-12	109.43	4772	
2021-02	111.22	4988	
2021-03	99.99	4919	
2021-06	95.46	5535	
2021-09	93.32	6803	
2021-12	110.31	8637	
2022-03	100.83	8835	
2022-06	93.67	8363	
2022-09	80.74	7623	
2022-12	74.63	7212	
2023-03	85.52	8323	
2023-06	76.92	7502	
2023-09	67.07	7389	
2023-12	70.3	8287	
2024-03	85.57	9354	
2024-06	102.1	10149	
2024-09	94.46	9489	
