month	ct_avg_Tdx收盘价	股东人数
2017-12	52.43	106412	
2018-03	74.59	51948	
2018-06	65.06	48023	
2018-09	74.21	34074	
2018-12	78.14	28548	
2019-02	106.99	26811	
2019-03	119.47	24420	
2019-06	87.42	32467	
2019-09	150.74	33899	
2019-12	146.17	39703	
2020-03	222.27	42409	
2020-06	159.05	63358	
2020-09	123.08	101933	
2020-12	109.43	100868	
2021-02	111.22	96960	
2021-03	99.99	98311	
2021-06	95.46	87340	
2021-09	93.32	71053	
2021-12	110.31	56089	
2022-03	100.83	54984	
2022-06	93.67	58091	
2022-09	80.74	66657	
2022-12	74.63	70453	
2023-03	85.52	61225	
2023-06	76.92	67881	
2023-09	67.07	69110	
2023-12	70.3	61645	
2024-03	85.57	54609	
2024-06	102.1	50331	
2024-09	94.46	53834	
