month	ct_avg_Tdx收盘价	deviate_avg_100_ct_avg_Tdx收盘价
2014-10	5.66	-0.73	
2014-11	6.12	-0.71	
2014-12	8.42	-0.59	
2015-01	10.83	-0.47	
2015-02	9.93	-0.51	
2015-03	10.07	-0.5	
2015-04	13.04	-0.35	
2015-05	13.4	-0.32	
2015-06	12.44	-0.35	
2015-07	10.17	-0.46	
2015-08	8.92	-0.52	
2015-09	8.14	-0.56	
2015-10	8.61	-0.52	
2015-11	9.25	-0.47	
2015-12	11.06	-0.34	
2016-01	9.03	-0.44	
2016-02	9.04	-0.42	
2016-03	9.73	-0.34	
2016-04	9.25	-0.35	
2016-05	8.67	-0.36	
2016-06	8.43	-0.35	
2016-07	9.06	-0.29	
2016-08	9.59	-0.24	
2016-09	9.57	-0.24	
2016-10	9.18	-0.26	
2016-11	9.4	-0.24	
2016-12	9.54	-0.23	
2017-01	9.18	-0.25	
2017-02	9.45	-0.23	
2017-03	9.66	-0.21	
2017-04	9.73	-0.2	
2017-05	9.35	-0.23	
2017-06	9.76	-0.19	
2017-07	10.5	-0.12	
2017-08	10.15	-0.14	
2017-09	10.88	-0.07	
2017-10	10.49	-0.09	
2017-11	11.27	0	
2017-12	12.91	0.15	
2018-01	16.49	0.48	
2018-02	15.94	0.45	
2018-03	14.29	0.31	
2018-04	13.69	0.27	
2018-05	13.25	0.24	
2018-06	13.26	0.24	
2018-07	11.25	0.06	
2018-08	11.33	0.08	
2018-09	12.11	0.15	
2018-10	11.49	0.09	
2018-11	12.82	0.22	
2018-12	12.49	0.19	
2019-01	12.09	0.15	
2019-02	13.06	0.24	
2019-03	13.69	0.3	
2019-04	14.04	0.33	
2019-05	12.65	0.2	
2019-06	12.77	0.21	
2019-07	13.82	0.31	
2019-08	13.95	0.32	
2019-09	14.21	0.34	
2019-10	15.36	0.45	
2019-11	14.48	0.36	
2019-12	15.56	0.45	
2020-01	15.95	0.48	
2020-02	15.19	0.4	
2020-03	15.57	0.43	
2020-04	15.57	0.42	
2020-05	15.39	0.4	
2020-06	14.68	0.33	
2020-07	16.56	0.49	
2020-08	16.42	0.48	
2020-09	16.51	0.48	
2020-10	16.11	0.44	
2020-11	16.42	0.46	
2020-12	16.2	0.43	
2021-01	15.09	0.33	
2021-02	14.33	0.26	
2021-03	15.02	0.32	
2021-04	14.21	0.24	
2021-05	13.6	0.19	
2021-06	12.79	0.12	
2021-07	11.44	0	
2021-08	11.45	0	
2021-09	12.83	0.12	
2021-10	13.37	0.17	
2021-11	13.73	0.19	
2021-12	14.92	0.29	
2022-01	15.77	0.36	
2022-02	15.87	0.36	
2022-03	16.91	0.44	
2022-04	17.91	0.52	
2022-05	16.43	0.38	
2022-06	15.86	0.32	
2022-07	16.49	0.36	
2022-08	16.05	0.32	
2022-09	17.76	0.45	
2022-10	16.63	0.34	
2022-11	15.37	0.23	
2022-12	15.73	0.25	
2023-01	15.89	0.25	
2023-02	15.31	0.2	
2023-03	14.42	0.12	
2023-04	14.59	0.13	
2023-05	13.69	0.06	
2023-06	13.39	0.03	
2023-07	13	0	
2023-08	14.1	0.08	
2023-09	13.47	0.03	
2023-10	11.79	-0.1	
2023-11	10.93	-0.16	
2023-12	9.91	-0.24	
2024-01	9.19	-0.3	
2024-02	9.71	-0.26	
2024-03	9.45	-0.28	
2024-04	8.36	-0.36	
2024-05	10.16	-0.22	
2024-06	9.77	-0.25	
2024-07	8.91	-0.32	
2024-08	8.16	-0.37	
2024-09	8.14	-0.38	
2024-10	10.68	-0.18	
2024-11	10.48	-0.2	
2024-12	9.62	-0.26	
2025-01	8.57	-0.34	
