month	ct_avg_Tdx收盘价	ct_avg_前复权价格	deviate_avg_100_ct_avg_Tdx收盘价	ct_avg_noise_avg_Tdx收盘价	deviate_avg_100_ct_avg_前复权价格	ct_avg_noise_avg_前复权价格
2014-10	5.66	4.91	-0.73	-73.61	0.03	25.05	
2014-11	6.12	5.29	-0.71	-38.7	0.09	49.29	
2014-12	8.42	7.28	-0.59	12.58	0.49	80.2	
2015-01	10.83	9.37	-0.47	48.17	0.88	90.36	
2015-02	9.93	8.59	-0.51	50.42	0.7	82.14	
2015-03	10.07	8.71	-0.5	59.82	0.7	82.35	
2015-04	13.04	11.28	-0.35	88.31	1.17	97.36	
2015-05	13.4	11.6	-0.32	86.65	1.18	91.29	
2015-06	12.44	10.86	-0.35	76.74	1.01	79.72	
2015-07	10.17	8.94	-0.46	43.28	0.64	44.76	
2015-08	8.92	7.84	-0.52	10.2	0.43	13.05	
2015-09	8.14	7.16	-0.56	-23.12	0.29	-14.47	
2015-10	8.61	7.57	-0.52	-23.42	0.36	-16.96	
2015-11	9.25	8.13	-0.47	-13.22	0.45	-10.88	
2015-12	11.06	9.72	-0.34	27.45	0.73	29.15	
2016-01	9.03	7.94	-0.44	-10.71	0.41	-7.5	
2016-02	9.04	7.95	-0.42	-33.39	0.41	-32.44	
2016-03	9.73	8.56	-0.34	-7.34	0.52	-6.56	
2016-04	9.25	8.13	-0.35	-24.33	0.44	-23.88	
2016-05	8.67	7.77	-0.36	-53.39	0.37	-51.19	
2016-06	8.43	7.71	-0.35	-68.88	0.36	-63.44	
2016-07	9.06	8.3	-0.29	-43.81	0.46	-14.33	
2016-08	9.59	8.77	-0.24	-8.04	0.53	24.84	
2016-09	9.57	8.75	-0.24	21.07	0.51	49.42	
2016-10	9.18	8.4	-0.26	-2.06	0.44	46.15	
2016-11	9.4	8.63	-0.24	-3.49	0.47	40.46	
2016-12	9.54	8.73	-0.23	22.08	0.47	44.64	
2017-01	9.18	8.4	-0.25	-22.52	0.4	4.81	
2017-02	9.45	8.64	-0.23	1.04	0.42	23.21	
2017-03	9.66	8.84	-0.21	38.43	0.44	55.4	
2017-04	9.73	8.9	-0.2	61.41	0.44	73.71	
2017-05	9.35	8.55	-0.23	10.22	0.37	25.09	
2017-06	9.76	9.14	-0.19	55.6	0.45	78	
2017-07	10.5	9.92	-0.12	93.62	0.56	96.51	
2017-08	10.15	9.59	-0.14	83.54	0.5	84.9	
2017-09	10.88	10.28	-0.07	93.24	0.59	93.62	
2017-10	10.49	9.91	-0.09	80.88	0.53	81.25	
2017-11	11.27	10.65	0	89.89	0.64	90.1	
2017-12	12.91	12.19	0.15	96.39	0.86	96.17	
2018-01	16.49	15.57	0.48	98.7	1.34	98.7	
2018-02	15.94	15.05	0.45	88.99	1.23	89.05	
2018-03	14.29	13.5	0.31	71.67	0.98	71.75	
2018-04	13.69	12.93	0.27	57.89	0.88	57.99	
2018-05	13.25	12.51	0.24	43.02	0.8	43.06	
2018-06	13.26	12.82	0.24	31.16	0.82	37.81	
2018-07	11.25	10.95	0.06	-16.48	0.55	-10.96	
2018-08	11.33	11.03	0.08	-30.4	0.54	-26.32	
2018-09	12.11	11.79	0.15	-20.25	0.63	-16.59	
2018-10	11.49	11.18	0.09	-40.38	0.53	-36.46	
2018-11	12.82	12.48	0.22	-1.54	0.69	4.5	
2018-12	12.49	12.16	0.19	1.65	0.63	9.15	
2019-01	12.09	11.77	0.15	-23.91	0.56	-20.37	
2019-02	13.06	12.72	0.24	28.1	0.67	32.26	
2019-03	13.69	13.33	0.3	51.66	0.73	54.85	
2019-04	14.04	13.66	0.33	64.46	0.75	67.09	
2019-05	12.65	12.41	0.2	38.53	0.57	45.58	
2019-06	12.77	12.93	0.21	29.56	0.62	60.62	
2019-07	13.82	13.99	0.31	70.73	0.74	88.31	
2019-08	13.95	14.13	0.32	82.95	0.73	88.19	
2019-09	14.21	14.39	0.34	83.84	0.74	89.2	
2019-10	15.36	15.55	0.45	93.65	0.86	95.93	
2019-11	14.48	14.66	0.36	78.27	0.73	79.04	
2019-12	15.56	15.76	0.45	92.78	0.84	93.34	
2020-01	15.95	16.15	0.48	94.53	0.86	94.87	
2020-02	15.19	15.38	0.4	77.28	0.75	77.28	
2020-03	15.57	15.76	0.43	76.99	0.77	77.03	
2020-04	15.57	15.76	0.42	66.88	0.75	66.92	
2020-05	15.39	15.63	0.4	67.36	0.71	67.81	
2020-06	14.68	15.72	0.33	14.87	0.7	60	
2020-07	16.56	17.72	0.49	67.86	0.89	91.46	
2020-08	16.42	17.58	0.48	88.35	0.85	91.79	
2020-09	16.51	17.68	0.48	88.51	0.84	90.91	
2020-10	16.11	17.25	0.44	74.05	0.77	75.84	
2020-11	16.42	17.58	0.46	66.45	0.79	70.07	
2020-12	16.2	17.34	0.43	61.45	0.74	65.22	
2021-01	15.09	16.16	0.33	3.8	0.61	10.49	
2021-02	14.33	15.34	0.26	-33.51	0.51	-22.08	
2021-03	15.02	16.08	0.32	-35.29	0.57	-20.73	
2021-04	14.21	15.21	0.24	-63.39	0.47	-54.25	
2021-05	13.6	14.55	0.19	-82.14	0.4	-70.54	
2021-06	12.79	13.69	0.12	-91.67	0.31	-86.31	
2021-07	11.44	12.25	0	-97.12	0.16	-93.3	
2021-08	11.45	12.68	0	-88.11	0.2	-83.64	
2021-09	12.83	14.58	0.12	-65.4	0.37	-53.39	
2021-10	13.37	15.19	0.17	-39.01	0.41	-22.43	
2021-11	13.73	15.6	0.19	-26.34	0.44	-6.9	
2021-12	14.92	16.95	0.29	19.26	0.54	36.96	
2022-01	15.77	17.92	0.36	44.93	0.61	55.55	
2022-02	15.87	18.03	0.36	54.13	0.61	62.39	
2022-03	16.91	18.89	0.44	68.57	0.66	75.82	
2022-04	17.91	20.35	0.52	77.44	0.77	89.15	
2022-05	16.43	18.67	0.38	67.95	0.6	72.42	
2022-06	15.86	18.03	0.32	50.89	0.53	51.66	
2022-07	16.49	19.31	0.36	61.9	0.61	77.3	
2022-08	16.05	18.89	0.32	39.83	0.56	60.91	
2022-09	17.76	20.91	0.45	77.29	0.7	88.48	
2022-10	16.63	19.58	0.34	65.79	0.58	73.55	
2022-11	15.37	18.09	0.23	9.9	0.44	27.52	
2022-12	15.73	18.51	0.25	-8.04	0.46	14.61	
2023-01	15.89	18.7	0.25	-17.64	0.46	3.85	
2023-02	15.31	18.03	0.2	-48.21	0.39	-33.17	
2023-03	14.42	16.97	0.12	-75.93	0.3	-58.27	
2023-04	14.59	17.18	0.13	-72.98	0.3	-63.63	
2023-05	13.69	16.12	0.06	-87.99	0.22	-83.3	
2023-06	13.39	16.13	0.03	-88.44	0.21	-81.79	
2023-07	13	15.82	0	-89.37	0.18	-85.71	
2023-08	14.1	17.16	0.08	-59.74	0.28	-47.17	
2023-09	13.47	16.39	0.03	-67.77	0.21	-55.49	
2023-10	11.79	14.34	-0.1	-91.7	0.06	-86.4	
2023-11	10.93	13.3	-0.16	-97.32	-0.02	-96.55	
2023-12	9.91	12.06	-0.24	-98.04	-0.11	-98.04	
2024-01	9.19	11.19	-0.3	-96.87	-0.18	-96.92	
2024-02	9.71	11.82	-0.26	-81.38	-0.14	-81.31	
2024-03	9.45	11.5	-0.28	-84.61	-0.16	-84.4	
2024-04	8.36	10.17	-0.36	-95.85	-0.26	-95.89	
2024-05	10.16	12.37	-0.22	-63.08	-0.1	-62.95	
2024-06	9.77	11.88	-0.25	-51.27	-0.14	-51.31	
2024-07	8.91	10.89	-0.32	-75.82	-0.21	-75.47	
2024-08	8.16	10.41	-0.37	-93.22	-0.25	-90.42	
2024-09	8.14	10.4	-0.38	-87.83	-0.25	-84.49	
2024-10	10.68	13.63	-0.18	-27.13	-0.02	-16.72	
2024-11	10.48	13.38	-0.2	1.45	-0.04	20.92	
2024-12	9.62	12.29	-0.26	-2.35	-0.12	23.74	
2025-01	8.57	10.95	-0.34	-38.84	-0.22	-14.68	
