month	ct_avg_Tdx收盘价	deviate_avg_100_ct_avg_Tdx收盘价
2006-02	2.56	-0.43	
2006-03	2.56	-0.42	
2006-04	2.46	-0.44	
2006-05	2.54	-0.42	
2006-06	2.83	-0.35	
2006-07	2.73	-0.37	
2006-08	2.47	-0.43	
2006-09	2.8	-0.35	
2006-10	2.88	-0.33	
2006-11	2.9	-0.32	
2006-12	3.65	-0.15	
2007-01	4.13	-0.04	
2007-02	3.97	-0.07	
2007-03	4.8	0.12	
2007-04	5.75	0.33	
2007-05	8.3	0.9	
2007-09	17.42	2.85	
2007-10	16.09	2.46	
2007-11	14.22	1.99	
2007-12	18.44	2.76	
2008-01	18.79	2.72	
2008-02	15.32	1.97	
2008-03	13.24	1.53	
2008-04	11.06	1.09	
2008-05	10.38	0.94	
2008-06	8.11	0.51	
2008-07	7.32	0.35	
2008-08	5.98	0.1	
2008-09	4.24	-0.22	
2008-10	3.82	-0.3	
2008-11	3.54	-0.35	
2008-12	4.39	-0.19	
2009-01	4.65	-0.14	
2009-02	5.31	-0.02	
2009-03	5.02	-0.07	
2009-04	5.35	-0.01	
2009-05	5.21	-0.04	
2009-06	5.32	-0.01	
2009-07	6.09	0.13	
2009-08	5.73	0.06	
2009-09	5.58	0.04	
2009-10	5.63	0.04	
2009-11	6.09	0.13	
2009-12	6.08	0.13	
2010-01	6.44	0.19	
2010-02	6.15	0.14	
2010-03	7.15	0.32	
2010-04	8.9	0.63	
2010-05	7.46	0.36	
2010-06	7.62	0.38	
2010-07	7.1	0.28	
2010-08	7.73	0.38	
2010-09	7.43	0.32	
2010-10	8.73	0.55	
2010-11	8.02	0.41	
2010-12	6.93	0.21	
2011-01	6.54	0.14	
2011-02	6.64	0.16	
2011-03	6.43	0.12	
2011-04	6.31	0.1	
2011-05	5.85	0.02	
2011-06	5.13	-0.11	
2011-07	5.26	-0.08	
2011-08	5.43	-0.05	
2011-09	5.11	-0.11	
2011-10	4.74	-0.17	
2011-11	4.67	-0.19	
2011-12	3.87	-0.32	
2012-01	3.99	-0.3	
2012-02	4.15	-0.28	
2012-03	4.05	-0.29	
2012-04	3.81	-0.33	
2012-05	4.15	-0.27	
2012-06	4.11	-0.28	
2012-07	4.28	-0.25	
2012-08	3.77	-0.34	
2012-09	3.28	-0.42	
2012-10	3.35	-0.41	
2012-11	3.22	-0.43	
2012-12	3.26	-0.42	
2013-01	3.54	-0.37	
2013-02	3.57	-0.37	
2013-03	3.35	-0.4	
2013-04	3.12	-0.44	
2013-05	3.05	-0.46	
2013-06	2.81	-0.5	
2013-07	2.45	-0.56	
2013-08	2.48	-0.55	
2013-09	3.03	-0.45	
2013-10	2.95	-0.47	
2013-11	2.83	-0.49	
2013-12	2.84	-0.49	
2014-01	2.57	-0.54	
2014-02	2.61	-0.53	
2014-03	2.49	-0.55	
2014-04	2.46	-0.56	
2014-05	2.35	-0.58	
2014-06	2.3	-0.58	
2014-07	2.39	-0.57	
2014-08	2.56	-0.54	
2014-09	2.86	-0.48	
2014-10	3.19	-0.42	
2014-11	4.45	-0.2	
2014-12	5.5	-0.01	
2015-01	5.4	-0.04	
2015-02	5.06	-0.1	
2015-03	6.36	0.12	
2015-04	8.09	0.41	
2015-05	8.2	0.42	
2015-06	11.56	0.97	
2015-07	10.02	0.69	
2015-08	10.07	0.68	
2015-09	7.7	0.28	
2015-10	8.06	0.33	
2015-11	8.1	0.33	
2015-12	7.57	0.25	
2016-01	6.93	0.16	
2016-02	6.28	0.07	
2016-03	5.94	0.03	
2016-04	6.18	0.09	
2016-05	6.87	0.24	
2016-06	6.83	0.25	
2016-07	6.93	0.28	
2016-08	6.81	0.27	
2016-09	6.34	0.19	
2016-10	6.39	0.21	
2016-11	6.46	0.22	
2016-12	6.78	0.28	
2017-01	7.03	0.32	
2017-02	7.03	0.31	
2017-03	7.16	0.33	
2017-04	6.97	0.29	
2017-05	6.63	0.22	
2017-06	6.83	0.25	
2017-07	6.79	0.24	
2017-08	6.88	0.25	
2017-09	6.89	0.25	
2017-10	6.76	0.22	
2017-11	7.02	0.27	
2017-12	7.67	0.38	
2018-01	8.19	0.47	
2018-02	7.99	0.43	
2018-03	7.37	0.31	
2018-04	6.86	0.22	
2018-05	7.53	0.34	
2018-06	7.61	0.35	
2018-07	6.09	0.08	
2018-08	5.48	-0.02	
2018-09	5.45	-0.02	
2018-10	4.88	-0.12	
2018-11	5.34	-0.03	
2018-12	5.14	-0.07	
2019-01	4.98	-0.09	
2019-02	5.43	0	
2019-03	6.15	0.13	
2019-04	7.37	0.35	
2019-05	6.09	0.12	
2019-06	6.05	0.11	
2019-07	6.08	0.12	
2019-08	5.2	-0.04	
2019-09	5.36	-0.01	
2019-10	5.27	-0.03	
2019-11	5.24	-0.03	
2019-12	5.36	-0.01	
2020-01	5.54	0.02	
2020-02	4.77	-0.12	
2020-03	4.45	-0.18	
2020-04	4.2	-0.22	
2020-05	4.16	-0.23	
2020-06	4.31	-0.2	
2020-07	4.53	-0.16	
2020-08	4.84	-0.11	
2020-09	5.13	-0.06	
2020-10	4.9	-0.1	
2020-11	4.84	-0.11	
2020-12	4.77	-0.13	
2021-01	4.57	-0.17	
2021-02	4.78	-0.13	
2021-03	5.23	-0.05	
2021-04	5.52	0	
2021-05	5.43	-0.02	
2021-06	5.21	-0.06	
2021-07	4.88	-0.13	
2021-08	4.54	-0.19	
2021-09	4.8	-0.15	
2021-10	4.89	-0.13	
2021-11	4.82	-0.15	
2021-12	4.81	-0.15	
2022-01	5.42	-0.05	
2022-02	5.76	0	
2022-03	5.18	-0.1	
2022-04	4.74	-0.18	
2022-05	4.63	-0.2	
2022-06	4.82	-0.17	
2022-07	5.04	-0.14	
2022-08	4.81	-0.18	
2022-09	4.95	-0.16	
2022-10	4.93	-0.17	
2022-11	5.14	-0.14	
2022-12	5.56	-0.07	
2023-01	5.43	-0.1	
2023-02	5.37	-0.11	
2023-03	5.34	-0.12	
2023-04	5.31	-0.12	
2023-05	4.89	-0.19	
2023-06	4.72	-0.22	
2023-07	4.85	-0.19	
2023-08	4.6	-0.23	
2023-09	4.43	-0.25	
2023-10	4.2	-0.28	
2023-11	4.23	-0.27	
2023-12	3.96	-0.31	
2024-01	3.79	-0.34	
2024-02	3.77	-0.33	
2024-03	3.7	-0.34	
2024-04	3.59	-0.36	
2024-05	3.9	-0.3	
2024-06	3.96	-0.28	
2024-07	3.94	-0.28	
2024-08	3.84	-0.3	
2024-09	3.68	-0.32	
2024-10	3.73	-0.31	
2024-11	3.99	-0.26	
2024-12	4.12	-0.23	
2025-01	3.86	-0.28	
