month	ct_avg_前复权价格	股东人数
2018-06	1.65	266728.5	
2018-09	1.82	99847	
2018-12	2.18	82514	
2019-03	2.43	76045	
2019-06	1.91	80513	
2019-09	2.04	94339	
2019-12	2.63	76710	
2020-03	3.53	150855	
2020-06	4.42	121586	
2020-09	5.46	131130	
2020-12	7.97	133060	
2021-03	8.87	182794	
2021-06	12.42	135198	
2021-09	14	134193	
2021-12	17.42	141963	
2022-03	13.81	140911	
2022-06	13.48	150353	
2022-09	12.06	185383	
2022-12	11.28	183317	
2023-03	11.01	206031	
2023-06	11.13	217464	
2023-09	10.93	233256	
2023-12	7.97	260992	
2024-03	9.05	250264	
2024-06	9.82	237334	
2024-09	10	229043	
