month	ct_avg_Tdx收盘价	人均持股
2018-06	59.87	954	
2018-09	66.01	2176	
2018-12	78.94	2633	
2019-03	88.08	2857	
2019-06	69.26	14868	
2019-09	73.88	12748	
2019-12	95.27	15677	
2020-03	127.39	7972	
2020-06	159.33	10080	
2020-09	196.85	9415	
2020-12	287.48	9279	
2021-03	320.03	7424	
2021-06	448.18	15013	
2021-09	504.93	15178	
2021-12	628.31	14360	
2022-03	497.73	14468	
2022-06	486.21	13559	
2022-09	434.8	10684	
2022-12	406.04	10816	
2023-03	396.29	10156	
2023-06	221.17	17856	
2023-09	217.34	16690	
2023-12	158.39	14923	
2024-03	179.92	15563	
2024-06	190.5	16411	
2024-09	193.92	17034	
