month	ct_avg_Tdx收盘价	股东人数
2018-06	59.87	266728.5	
2018-09	66.01	99847	
2018-12	78.94	82514	
2019-03	88.08	76045	
2019-06	69.26	80513	
2019-09	73.88	94339	
2019-12	95.27	76710	
2020-03	127.39	150855	
2020-06	159.33	121586	
2020-09	196.85	131130	
2020-12	287.48	133060	
2021-03	320.03	182794	
2021-06	448.18	135198	
2021-09	504.93	134193	
2021-12	628.31	141963	
2022-03	497.73	140911	
2022-06	486.21	150353	
2022-09	434.8	185383	
2022-12	406.04	183317	
2023-03	396.29	206031	
2023-06	221.17	217464	
2023-09	217.34	233256	
2023-12	158.39	260992	
2024-03	179.92	250264	
2024-06	190.5	237334	
2024-09	193.92	229043	
